id,name__fa,name__en,name__ja,name__es,name__fr,name__nl,name__hu,name,wikipedia__en,wikipedia__enwikiquote,wikipedia__fa,wikipedia__fawikiquote,wikipedia__ja,image,gender,birth_date,identifier__freebase,given_name,original_wikiname,name__zh,name__eu,name__pl,name__ms,name__ceb,name__et,name__el,name__sv,name__ar,name__pt,name__eo,name__ru,name__sr,name__tr,name__mk,name__fi,name__uk,name__be_tarask,name__io,name__mzn,name__hr,name__az,name__tl,name__da,name__ko,name__he,name__be,name__yo,name__it,name__ps,name__id,name__de,name__ml,name__vi,name__hi,name__sk,name__ca,name__la,name__fo,name__cs,name__mr,name__ur,name__ka,name__lt,name__nb,name__oc,name__sh,name__bar,name__ckb,name__tt,name__ha,name__bn,name__lv,name__hy,name__bs,name__tg,name__uz,name__arz,name__ce,name__sco,name__en_ca,name__en_gb,name__pt_br,name__sd,wikipedia__ar,wikipedia__arz,wikipedia__az,wikipedia__azwikiquote,wikipedia__bar,wikipedia__be_x_old,wikipedia__be,wikipedia__bn,wikipedia__bs,wikipedia__ca,wikipedia__ceb,wikipedia__ce,wikipedia__ckb,wikipedia__cs,wikipedia__da,wikipedia__de,wikipedia__el,wikipedia__enwikisource,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__fi,wikipedia__fo,wikipedia__fr,wikipedia__frwikiquote,wikipedia__ha,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lt,wikipedia__lv,wikipedia__mk,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__mzn,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pl,wikipedia__plwikiquote,wikipedia__ps,wikipedia__pt,wikipedia__ru,wikipedia__sco,wikipedia__sd,wikipedia__sh,wikipedia__simple,wikipedia__sk,wikipedia__sr,wikipedia__sv,wikipedia__tg,wikipedia__tl,wikipedia__tr,wikipedia__tt,wikipedia__uk,wikipedia__ur,wikipedia__uz,wikipedia__vi,wikipedia__yo,wikipedia__zh,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__NKC,website,identifier__NTA,identifier__NUKAT,identifier__FAST,name__nan,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ro,name__nn,name__pa,name__rm,wikipedia__commons,wikipedia__nn,wikipedia__pa,wikipedia__ro,wikipedia__zh_min_nan,death_date,identifier__OLID,identifier__GNC,name__ug,name__gl,name__is,name__mn,name__bg,name__af,name__tk,wikipedia__af,wikipedia__arwikiquote,wikipedia__bg,wikipedia__gl,wikipedia__is,wikipedia__kowikiquote,wikipedia__mn,wikipedia__ptwikiquote,wikipedia__tk,wikipedia__ug,identifier__NNDB,name__cy,name__os,name__be_x_old,wikipedia__os,name__bcl,name__scn,name__ta,name__br,name__cv,name__fy,name__pam,name__lb,name__ga,name__gsw,name__sq,name__kk,name__azb,wikipedia__als,wikipedia__azb,wikipedia__bcl,wikipedia__br,wikipedia__cv,wikipedia__cy,wikipedia__fawikisource,wikipedia__fy,wikipedia__ga,wikipedia__kk,wikipedia__lb,wikipedia__pam,wikipedia__ruwikinews,wikipedia__scn,wikipedia__sq,wikipedia__ta,wikipedia__trwikiquote,identifier__Munzinger,twitter,name__mg,wikipedia__mg,wikipedia__cswikiquote,identifier__Britannica,name__lrc,name__de_ch,identifier__CSPAN,last_seen,instagram,wikipedia__sl,identifier__NLI,name__sl,wikipedia__zh_yue,name__yue,wikipedia__eowikiquote,identifier__NDL,wikipedia__glk,name__glk,wikipedia__azwikisource,identifier__bigenc_ru,wikipedia__ukwikiquote,identifier__guardian_topic,occupation,identifier__nyt_topic,name__qu,wikipedia__qu,identifier__snac,wikipedia__fawikinews,wikipedia__enwikinews,wikipedia__trwikinews,wikipedia__arwikinews,wikipedia__itwikiquote,wikipedia__th,identifier__quora,name__th,identifier__ne_se,wikipedia__mai,wikipedia__bewikiquote,name__mai,wikipedia__eswikiquote,wikipedia__hiwikiquote,wikipedia__kawikiquote,wikipedia__zhwikiquote,wikipedia__afwikiquote,wikipedia__dawikiquote,wikipedia__dewikiquote,wikipedia__etwikiquote,wikipedia__euwikiquote,wikipedia__fiwikiquote,wikipedia__glwikiquote,wikipedia__hewikiquote,wikipedia__hrwikiquote,wikipedia__idwikiquote,wikipedia__iswikiquote,wikipedia__jawikiquote,wikipedia__ltwikiquote,wikipedia__mlwikiquote,wikipedia__mrwikiquote,wikipedia__nowikiquote,wikipedia__ruwikiquote,wikipedia__srwikiquote,wikipedia__svwikiquote,wikipedia__urwikiquote,wikipedia__viwikiquote
Q4725055,علی مطهری,Ali Motahari,,Ali Motahari,Ali Motahari,Ali Motahari,Ali Motahari,Ali Motahari,Ali Motahari,,علی مطهری,علی مطهری,,https://upload.wikimedia.org/wikipedia/commons/e/ee/Ali_Motahari_01.jpg,male,1957,,Ali,,,,,,,,,,,,,,,,,,,,,علی مطهری,,,,,,,,,Ali Motahari<br />علی مطهری,,,Ali Motahari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Motahari,,,,,,,,,,,,,,,,,,,,علی مطهری,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Ali Motahari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4725219,علی شایگان,Ali Shayegan,,,Ali Shayegan,Ali Shayegan,,Ali Shayegan,Ali Shayegan,,علی شایگان,,,,male,1903-03-01,,Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Shayegan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4726891,علیرضا نوری,Alireza Noori,,Alireza Noori,,Alireza Noori,Alireza Noori,Alireza Noori,Alireza Noori,,علیرضا نوری,,,,male,1963-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alireza Noori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4726899,علیرضا رجایی,Alireza Rajaei,,Alireza Rajaei,Alireza Rajaei,Alireza Rajaei,Alireza Rajaei,Alireza Rajaei,Alireza Rajaei,,علیرضا رجایی,,,,male,1969-02-03,/m/03fdmx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alireza Rajaei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4746617,امیر نصرت‌اله باباخانلو,Amir Nosrat'ollah Balakhanlou,,,Amir Nosrat'ollah Balakhanlou,Amir Nosrat'ollah Balakhanlou,,Amir Nosrat'ollah Balakhanlou,Amir Nosrat'ollah Balakhanlou,,امیر نصرت‌اله باباخانلو,,,https://upload.wikimedia.org/wikipedia/commons/4/4f/Amir-N-Balakhanlou.jpg,male,1917,,Amir,,,,,,,,,,,,,,,,,,,,,,,Əmir Nüsrətullah Balaxanlı,,,,,,,,,,Amir Nosrat'ollah Balakhanlou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Əmir Nüsrətullah Balaxanlı,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q475268,محمدرضا رحیمی,Mohammad-Reza Rahimi,,Mohammad Reza Rahimi,Mohammad Reza Rahimi,Mohammad Reza Rahimi,Mohammad Reza Rahimi,Mohammad-Reza Rahimi,Mohammad Reza Rahimi,,محمدرضا رحیمی,,,https://upload.wikimedia.org/wikipedia/commons/2/22/Mohammad_Reza_Rahimi_VOA_(Cropped).jpg,male,1949-01-11,/m/0bktzt,Mohammad-Reza,,穆罕默德-禮薩·拉希米,,,,,,,,,,,"Рахими, Мохаммад Реза",,,,,,,,,,,,,,,,,,,,Mohammad Reza Rahimi,,,,,,,,Mohammad Réza Rahímí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad Reza Rahimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Рахими, Мохаммад Реза",,,,,,,,,,,,,,,,,穆罕默德-禮薩·拉希米,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Мохамад Реза Рахими,,,,,Мохамад Реза Рахими,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad Réza Rahímí,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4803279,اسدالله بیات زنجانی,Asadollah Bayat-Zanjani,,,Asadollah Bayat-Zanjani,Asadollah Bayat-Zanjani,,Asadollah Bayat-Zanjani,Asadollah Bayat-Zanjani,,اسدالله بیات زنجانی,,,,male,1941,,,,,,,,,,,,أسد الله بيات زنجاني,,,,,,,,,,,,,اسدالله بیات زنجانی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أسد الله بيات زنجاني,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4804297,اصغر پارسا,Asghar Parsa,,Asghar Parsa,Asghar Parsa,Asghar Parsa,Asghar Parsa,Asghar Parsa,Asghar Parsa,,اصغر پارسا,,,https://upload.wikimedia.org/wikipedia/commons/d/d1/Asghar_Parsa.jpg,male,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asghar Parsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4819125,مرتضی الویری,Morteza Alviri,,,Morteza Alviri,Morteza Alviri,,Morteza Alviri,Morteza Alviri,,مرتضی الویری,مرتضی الویری,,https://upload.wikimedia.org/wikipedia/commons/0/0c/Morteza_Alviri.jpg,male,1948-11-23,,,,,,,,,,,,,,,,,Murtaza Alviri,,,,,,,,,,,,,,,,,,Morteza Alviri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Murtaza Alviri,,,,,,,,,38714469,,n99910192,,,,,,,,1551813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4832174,اعظم طالقانی,Azam Taleghani,,,Azam Taleghani,Azam Taleghani,,Azam Taleghani,Azam Taleghani,,اعظم طالقانی,اعظم طالقانی,,https://upload.wikimedia.org/wikipedia/commons/b/b6/Azam_Taleghani.jpg,female,,/m/0kst1d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azam Taleghani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Azam Taleghani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4842287,بهاءالدین ادب,Bahaedin Adab,,Bahaedin Adab,Bahaedin Adab,Bahaedin Adab,Bahaedin Adab,Bahaedin Adab,Bahaedin Adab,,بهاءالدین ادب,,,,male,1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bahaedin Adab,,,,,,,,,,,,,,,,,بەھائەدین ئەدەب,,,,,,,,,,,,,,,,,,,,,,,,,,,,بەھائەدین ئەدەب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bahaedin Adab,Bahaedin Adab,,,,,,,,,,,,,,,,,,,,,civil engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q48763,محمدجواد لاریجانی,Mohammad-Javad Larijani,モハンマド・ジャヴァード・ラーリージャーニー,Mohammad-Javad Larijani,Mohammad Javad Ardashir Larijani,Mohammad-Javad Larijani,Mohammad-Javad Larijani,Mohammad-Javad Larijani,Mohammad-Javad Larijani,Mohammad-Javad Larijani,محمدجواد لاریجانی,محمدجواد لاریجانی,モハンマド・ジャヴァード・ラーリージャーニー,https://upload.wikimedia.org/wikipedia/commons/a/a4/Mohammad_Javad_Larijani.jpg,male,1951,/m/04qz7s,Mohammad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5242121,داوود دانش‌جعفری,Davoud Danesh-Jafari,,Davoud Danesh-Jafari,Davoud Danesh-Jafari,Davoud Danesh-Jafari,Davoud Danesh-Jafari,Davoud Danesh-Jafari,Davoud Danesh-Jafari,,داوود دانش‌جعفری,,,https://upload.wikimedia.org/wikipedia/commons/c/cc/Davoud_Danesh-Jafari.jpg,male,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Davoud Danesh-Jafari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5242130,داوود سلیمانی,Davoud Soleymani,,Davoud Soleymani,,Davoud Soleymani,Davoud Soleymani,Davoud Soleymani,Davoud Soleymani,,داوود سلیمانی,داوود سلیمانی,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Davoud Soleymani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5331965,ابراهیم اصغرزاده,Ebrahim Asgharzadeh,,Ebrahim Asgharzadeh,Ebrahim Asgharzadeh,Ebrahim Asgharzadeh,Ebrahim Asgharzadeh,Ebrahim Asgharzadeh,Ebrahim Asgharzadeh,,ابراهیم اصغرزاده,ابراهیم اصغرزاده,,https://upload.wikimedia.org/wikipedia/commons/f/fb/Asgharzadeh.JPG,male,1955-12-28,,Ebrahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ebrahim Asgharzadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Ebrahim Asgharzadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5331967,,Ebrahim Azizi,,Ebrahim Azizi,Ebrahim Azizi,Ebrahim Azizi,Ebrahim Azizi,Ebrahim Azizi,Ebrahim Azizi,,,,,,male,,,Ebrahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ebrahim Azizi,,,Ebrahim Azizi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5347214,عفت شریعتی کوه بنانی,Effat Shariati,,Effat Shariati,Effat Shariati,Effat Shariati,Effat Shariati,Effat Shariati,Effat Shariati,,عفت شریعتی,,,https://upload.wikimedia.org/wikipedia/commons/1/1f/Effat_Shariati_Majlis.JPG,female,1952-11-12,/m/03cw_zg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Effat Shariati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.effatshariati.com,,,,,,,,,,,,,,,Category:Effat Shariati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5353137,الهه کولایی,Elaheh Koulaei,,Elaheh Koulaei,,Elaheh Koulaei,Elaheh Koulaei,Elaheh Koulaei,Elaheh Koulaei,,الهه کولایی,,,https://upload.wikimedia.org/wikipedia/commons/a/ac/Elahe_koolaei.jpg,female,1956-12-17,,,,,,,,,,,,الهه كولايي,,,,,,,,,,,,,,,,,,,,,,,Elaheh Koulaei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,الهه كولايي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Elaheh Koulaei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5368769,عماد افروغ,Emad Afroogh,,Emad Afroogh,Emad Afroogh,Emad Afroogh,Emad Afroogh,Emad Afroogh,Emad Afroogh,,عماد افروغ,عماد افروغ,,https://upload.wikimedia.org/wikipedia/commons/0/07/Emad_Afroogh.jpg,male,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emad Afroogh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5397780,اسحاق جهانگیری,Eshaq Jahangiri,エスハーグ・ジャハーンギーリー,Eshaq Yahanguirí,Eshaq Jahangiri,Eshaq Jahangiri,Eshaq Yahanguirí,Eshaq Jahangiri,Eshaq Jahangiri,,اسحاق جهانگیری,اسحاق جهانگیری,,https://upload.wikimedia.org/wikipedia/commons/d/d1/Eshagh_Jahangiri_01.jpg,male,1957-01-10,,Ishak,,,,,,,,,,إسحاق جهانغيري,,,"Джахангири, Эсхак",,İshak Cihangiri,,,,Ашах Джахангіры Кушахі,,,,,,,,,,,,,Eshaq Jahangiri,Eshagh Dschahangiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,إسحاق جهانغيري,,,,,Эсхак Джахангіры Кушахі,,,,,,,,,,Eshagh Dschahangiri,,,,Eshaq Yahanguirí,,,,,Eshaq Jahangiri,,,,,,,,Eshaq Jahangiri,,,,,,,,,,,,,,,,,,,,"Джахангири, Эсхак",,,,,,,,,,İshak Cihangiri,,,,,,,,,,,,,,,,,,,,,,艾沙格·賈漢基里,,艾沙格·贾汉基里,,,,,,,Category:Eshaq Jahangiri,,,,,,,,,,,,Ешак Джахангири,,,,,Ешак Джахангири,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5398413,اسماعیل شوشتری,Esmail Shooshtari,,,Esmail Shooshtari,Esmail Shooshtari,,Esmail Shooshtari,Esmail Shooshtari,,اسماعیل شوشتری,,,,male,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Esmail Shooshtari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5437443,فاطمه حقیقت‌جو,Fatemeh Haghighatjoo,,Fatemeh Haghighatjoo,Fatemeh Haghighatjoo,Fatemeh Haghighatjoo,Fatemeh Haghighatjoo,Fatemeh Haghighatjoo,Fatemeh Haghighatjoo,,فاطمه حقیقت‌جو,فاطمه حقیقت‌جو,,,female,1968-12-29,/m/02g2pm,Fatemeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fatemeh Haghighatjoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5555824,قاسم شعله‌سعدی,Ghasem Sholeh-Saadi,,Ghasem Sholeh-Saadi,Ghasem Sholeh-Saadi,Ghasem Sholeh-Saadi,Ghasem Sholeh-Saadi,Ghasem Sholeh-Saadi,Ghasem Sholeh-Saadi,,قاسم شعله‌سعدی,قاسم شعله‌سعدی,,https://upload.wikimedia.org/wikipedia/commons/5/56/Ghasem_Sholeh-Saadi.jpg,male,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5556856,غلامحسین جهانشاهی,Gholam Hossein Jahanshahi,,Gholam Hossein Jahanshahi,Gholam Hossein Jahanshahi,Gholam Hossein Jahanshahi,Gholam Hossein Jahanshahi,Gholam Hossein Jahanshahi,Gholam Hossein Jahanshahi,,غلامحسین جهانشاهی,,,,male,1920,,,,,,,,,,,,,,,,,,,,,,,,,Qulamhüseyn Cahanşahi,,,,,,,,,,Gholam Hossein Jahanshahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qulamhüseyn Cahanşahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
