id,name__ps,name__fr,name__en,name__de,name__ur,name__es,name__fa,name__nl,name__sd,name,wikipedia__de,wikipedia__en,wikipedia__fa,wikipedia__fr,wikipedia__ps,wikipedia__sd,wikipedia__ur,gender,birth_date,original_wikiname,given_name,wikipedia__enwikiquote,name__it,name__en_gb,identifier__VIAF,name__pnb,wikipedia__pnb,name__ru,name__ar,wikipedia__ar,wikipedia__ru,identifier__freebase,name__bn,name__gu,name__hi,name__id,name__ja,name__ka,name__kn,name__ko,name__ml,name__mr,name__ms,name__sv,name__ta,name__te,name__zh,name__nb,name__pa,name__bg,name__mzn,name__he,name__et,name__fi,name__da,name__tr,name__ne,wikipedia__bg,wikipedia__bn,wikipedia__commons,wikipedia__es,wikipedia__gu,wikipedia__he,wikipedia__hi,wikipedia__id,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__kn,wikipedia__ko,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__mzn,wikipedia__ne,wikipedia__nl,wikipedia__no,wikipedia__pa,wikipedia__ruwikinews,wikipedia__simple,wikipedia__sv,wikipedia__ta,wikipedia__te,wikipedia__zh,image,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__Munzinger,identifier__NPG,identifier__FAST,name__mg,wikipedia__mg,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__yo,name__vi,name__sh,name__pt,name__th,name__ca,name__uk,name__nn,name__eu,name__lb,name__pam,name__sr,name__eo,name__el,name__io,name__ks,name__cs,name__en_ca,name__pt_br,name__sa,name__mai,name__be,wikipedia__be,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__eo,wikipedia__eowikinews,wikipedia__et,wikipedia__eu,wikipedia__fi,wikipedia__io,wikipedia__ks,wikipedia__lb,wikipedia__mai,wikipedia__nn,wikipedia__pam,wikipedia__pl,wikipedia__pt,wikipedia__sa,wikipedia__sh,wikipedia__sr,wikipedia__th,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__yo,website,identifier__NNDB,facebook,name__az,wikipedia__az,name__oc,name__hu
Q18816163,,,Sahibzada Muhammad Yaqoob,,,,,,,Sahibzada Muhammad Yaqoob,,Sahibzada Muhammad Yaqoob,,,,,,male,1952-04-15,Sahibzada Muhammad Yaqoob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816166,,,Sahabzada Tariq Ullah,,,,,,,Sahabzada Tariq Ullah,,Sahabzada Tariq Ullah,,,,,,male,1956-04-25,Sahabzada Tariq Ullah,,,Sahabzada Tariq Ullah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816168,,,Saleem Rehman,,,,,,,Saleem Rehman,,Saleem Rehman,,,,,,male,1967-01-01,Saleem Rehman,,,Saleem Rehman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816169,,Sher Akbar Khan,Sher Akbar Khan,,,,,,,Sher Akbar Khan,,Sher Akbar Khan,,,,,,male,1957-04-01,Sher Akbar Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816174,,,Sarzameen Khan,,,,,,,Sarzameen Khan,,Sarzameen Khan,,,,,,male,1981-04-03,Sarzameen Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816176,,,Qari Muhammad Yousuf,,,,,,,Qari Muhammad Yousuf,,Qari Muhammad Yousuf,,,,,,male,,Qari Muhammad Yousuf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816178,,,Muhammad Safdar,,,,,,,Muhammad Safdar,,Muhammad Safdar (politician),,,,,,male,,Muhammad Safdar (politician),Muhammad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816184,,Muhammad Azhar Jadoon,Muhammad Azhar Jadoon,,,,,,,Muhammad Azhar Jadoon,,Muhammad Azhar Jadoon,,,,,,male,1960-04-03,Muhammad Azhar Jadoon,Muhammad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816185,,,Khial Zaman Orakzai,,,,,,,Khial Zaman Orakzai,,Khial Zaman Orakzai,,,,,,male,,Khial Zaman Orakzai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816187,,Nasir Khan,Nasir Khan,,,,,,,Nasir Khan,,"Nasir Khan (politician, born 1966)",,,,,,male,1966-02-09,Nasir Khan (PTI politician),,,,,,,,Насир Кхан,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816189,,,Usman Khan,,,,,,,Usman Khan,,Usman Khan (politician),,,,,,male,,Usman Khan (politician),,,,,,,,Усман Кхан,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816191,,Mujahid Ali,Mujahid Ali,,,,,,,Mujahid Ali,,Mujahid Ali,,,,,,male,1972-04-03,Mujahid Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816193,,,Muhammad Gohar Shah,,,,,,,Muhammad Gohar Shah,,Muhammad Gohar Shah,,,,,,male,,Muhammad Gohar Shah,Muhammad,,Muhammad Gohar Shah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816195,,,Siraj Muhammad Khan,,,,,,,Siraj Muhammad Khan,,Siraj Muhammad Khan,,,,,,male,,Siraj Muhammad Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816201,,,Sajid Nawaz,,,,,,,Sajid Nawaz,,Sajid Nawaz,,,,,,male,,Sajid Nawaz,Sajid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517711,,,Shah Jahan Baloch,,,,,,,Shah Jahan Baloch,,Shah Jahan Baloch,,,,,,male,,Shah Jahan Baloch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517852,,,Muhammad Ali Rashid,,,,,,,Muhammad Ali Rashid,,Muhammad Ali Rashid,,,,,,male,,Muhammad Ali Rashid,Muhammad,,Muhammad Ali Rashid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517865,,,Syed Asif Husnain,,,,,,,Syed Asif Husnain,,Syed Asif Husnain,,,,,,male,,Syed Asif Husnain,Syed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517866,,,Kishwer Zehra,,,,,,,Kishwer Zehra,,Kishwer Zehra,,,,,,female,,Kishwer Zehra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517882,,,Nikhat Shakeel Khan,,,,,,,Nikhat Shakeel Khan,,Nikhat Shakeel Khan,,,,,,female,,Nikhat Shakeel Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517897,,,Shamasunnisa,,,,,,,Shamasunnisa,,Shamasunnisa,,,,,,female,,Shamasunnisa,,,Shamasunnisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517901,,,Nauman Isla,,,,,,,Nauman Isla,,Nauman Islam Shaikh,,,,,,male,,Nauman Isla,,,Nauman Isla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517905,,,Nawab Ali Wassan,,,,,,,Nawab Ali Wassan,,Nawab Ali Wassan,,,,,,male,,Nawab Ali Wassan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517906,,,Roshan Din Junejo,,,,,,,Roshan Din Junejo,,Roshan Din Junejo,,,,,,male,,Roshan Din Junejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517907,,,Suraiya Jatoi,,,,,,,Suraiya Jatoi,,Suraiya Jatoi,,,,,,female,,Suraiya Jatoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517909,,,Nazeer Ahmed Baghio,,,,,,,Nazeer Ahmed Baghio,,Nazeer Ahmed Baghio,,,,,,male,,Nazeer Ahmed Baghio,,,Nazeer Ahmed Baghio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517910,,,Sardar Kamal Khan,,,,,,,Sardar Kamal Khan,,Sardar Kamal Khan,,,,,,male,,Sardar Kamal Khan,Sardar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517911,,,Syed Mir Shah,,,,,,,Syed Mir Shah,,Syed Mir Shah,,,,,,male,,Syed Mir Shah,Syed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517914,,Muhammad Ayaz Soomro,Muhammad Ayaz Soomro,,,,,Muhammad Ayaz Soomro,,Muhammad Ayaz Soomro,,Muhammad Ayaz Soomro,,,,,,male,,Muhammad Ayaz Soomro,Muhammad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517915,,,Mir Munawar Ali,,,,,,,Mir Munawar Ali,,Mir Munawar Ali,,,,,,male,,Mir Munawar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517916,,,Mir Shabbir Ali,,,,,,,Mir Shabbir Ali,,Mir Shabbir Ali,,,,,,male,,Mir Shabbir Ali,,,Mir Shabbir Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517917,,,Shagufta Jumani,,,,,,,Shagufta Jumani,,Shagufta Jumani,,,,,,female,,Shagufta Jumani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517918,,,Shahida Rehmani,,,,,,,Shahida Rehmani,,Shahida Rehmani,,,,,,female,,Shahida Rehmani,,,Shahida Rehmani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517923,,,Mir Ejaz Khan Jakhrani,,,,,,,Mir Ejaz Khan Jakhrani,,Aijaz Hussain Jakhrani,,,,,,male,,Mir Ejaz Khan Jakhrani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517927,,,Mir Aamir Ali,,,,,,,Mir Aamir Ali,,Mir Aamir Ali Khan Magsi,,,,,,male,,Mir Aamir Ali,,,Mir Aamir Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517928,,,Syed Gulam Mustafa Shah,,,,,,,Syed Gulam Mustafa Shah,,Syed Gulam Mustafa Shah,,,,,,male,,Syed Gulam Mustafa Shah,Syed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517929,,,Sajid Ahmed,,,,,,,Sajid Ahmed,,Sajid Ahmed,,,,,,male,1973-07-10,Sajid Ahmed,Sajid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517930,,Mahboob Alam,Mahboob Alam,,,,,,,Mahboob Alam,,Mahboob Alam (politician),,,,,,male,1968-01-01,Mahboob Alam (politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517932,,,Nawab Muhammad Yousuf,,,,,,,Nawab Muhammad Yousuf,,Nawab Muhammad Yousuf,,,,,,male,,Nawab Muhammad Yousuf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517936,,,Musarat,,,,,,,Musarat,,Musarat Rafique Mahesar,,,,,,female,,Musarat (politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517938,,,Mahreen Razaque Bhutto,,,,,,,Mahreen Razaque Bhutto,,Mahreen Razaque Bhutto,,,,,,female,,Mahreen Razaque Bhutto,,,Mahreen Razaque Bhutto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517945,,,Pir Noor Muhammad Shah Jeelani,,,,,,,Pir Noor Muhammad Shah Jeelani,,Pir Noor Muhammad Shah Jeelani,,,,,,male,,Pir Noor Muhammad Shah Jeelani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517946,,,Sufiyan Yousuf,,,,,,,Sufiyan Yousuf,,Sufiyan Yousuf,,,,,,male,1978-06-28,Sufiyan Yousuf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517950,,,Nafeesa Inayatullah Khan Khattak,,,,,,,Nafeesa Inayatullah Khan Khattak,,Nafeesa Inayatullah Khan Khattak,,,,,,female,,Nafeesa Inayatullah Khan Khattak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517956,,,Rida Khan,,,,,,,Rida Khan,,Rida Khan,,,,,,female,,Rida Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517965,,,Zaib Jaffar,,,,,,,Zaib Jaffar,,Zaib Jaffar,,,,,,female,,Zaib Jaffar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517967,,,Maiza Hameed,,,,,,,Maiza Hameed,,Maiza Hameed,,,,,,female,,Maiza Hameed,,,Maiza Hameed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517968,,,Shiza Fatima,,,,,,,Shiza Fatima,,Shiza Fatima,,,,,,female,,Shiza Fatima,,,Shiza Fatima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517970,,,Sabiha Nadeem,,,,,,,Sabiha Nadeem,,Sabiha Nadeem,,,,,,female,,Sabiha Nadeem,Sabiha,,Sabiha Nadeem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517973,,,Sajida Begum,,,,,,,Sajida Begum,,Sajida Begum,,,,,,female,,Sajida Begum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517975,,Nighat Parveen,Nighat Parveen,,,,,,,Nighat Parveen,,Nighat Parveen,,,,,,female,,Nighat Parveen,,,Nighat Parveen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517976,,,Surriya Asghar,,,,,,,Surriya Asghar,,Surriya Asghar,,,,,,female,,Surriya Asghar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517977,,,Shaheen Shafiq,,,,,,,Shaheen Shafiq,,Shaheen Shafiq,,,,,,female,,Shaheen Shafiq,,,Shaheen Shafiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517978,,,Shakila Luqman,,,,,,,Shakila Luqman,,Shakila Luqman,,,,,,female,,Shakila Luqman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517983,,,Syed Waseem Hussain,,,,,,,Syed Waseem Hussain,,Syed Waseem Hussain,,,,,,male,1972-11-04,Syed Waseem Hussain,Syed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517984,,,Shaista Pervaiz,,,,,,,Shaista Pervaiz,,Shaista Pervaiz,,,,,,female,,Shaista Pervaiz,,,Shaista Pervaiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517986,,,Khalida Mansoor,,,,,,,Khalida Mansoor,,Khalida Mansoor,,,,,,female,,Khalida Mansoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517992,,,Tahira Aurangzeb,,,,,,,Tahira Aurangzeb,,Tahira Aurangzeb,,,,,,female,,Tahira Aurangzeb,,,Tahira Aurangzeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517993,,,Laila Khan,,,,,,,Laila Khan,,Laila Khan (politician),,,,,,female,,Laila Khan (politician),Laila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19517994,,,Zuhra Wadood Fatmi,,,,,,,Zuhra Wadood Fatmi,,Zuhra Wadood Fatmi,,,,,,female,,Zuhra Wadood Fatmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
