id,name__ps,name__fr,name__en,name__de,name__ur,name__es,name__fa,name__nl,name__sd,name,wikipedia__de,wikipedia__en,wikipedia__fa,wikipedia__fr,wikipedia__ps,wikipedia__sd,wikipedia__ur,gender,birth_date,original_wikiname,given_name,wikipedia__enwikiquote,name__it,name__en_gb,identifier__VIAF,name__pnb,wikipedia__pnb,name__ru,name__ar,wikipedia__ar,wikipedia__ru,identifier__freebase,name__bn,name__gu,name__hi,name__id,name__ja,name__ka,name__kn,name__ko,name__ml,name__mr,name__ms,name__sv,name__ta,name__te,name__zh,name__nb,name__pa,name__bg,name__mzn,name__he,name__et,name__fi,name__da,name__tr,name__ne,wikipedia__bg,wikipedia__bn,wikipedia__commons,wikipedia__es,wikipedia__gu,wikipedia__he,wikipedia__hi,wikipedia__id,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__kn,wikipedia__ko,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__mzn,wikipedia__ne,wikipedia__nl,wikipedia__no,wikipedia__pa,wikipedia__ruwikinews,wikipedia__simple,wikipedia__sv,wikipedia__ta,wikipedia__te,wikipedia__zh,image,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__Munzinger,identifier__NPG,identifier__FAST,name__mg,wikipedia__mg,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__yo,name__vi,name__sh,name__pt,name__th,name__ca,name__uk,name__nn,name__eu,name__lb,name__pam,name__sr,name__eo,name__el,name__io,name__ks,name__cs,name__en_ca,name__pt_br,name__sa,name__mai,name__be,wikipedia__be,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__eo,wikipedia__eowikinews,wikipedia__et,wikipedia__eu,wikipedia__fi,wikipedia__io,wikipedia__ks,wikipedia__lb,wikipedia__mai,wikipedia__nn,wikipedia__pam,wikipedia__pl,wikipedia__pt,wikipedia__sa,wikipedia__sh,wikipedia__sr,wikipedia__th,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__yo,website,identifier__NNDB,facebook,name__az,wikipedia__az,name__oc,name__hu,last_seen,name__sco,wikipedia__sco,wikipedia__plwikiquote,twitter,occupation,name__cy,death_date,identifier__nyt_topic,name__la,wikipedia__la,identifier__quora,wikipedia__hif,name__hif,wikipedia__hr,name__hr,wikipedia__dty,name__dty,name__fo,name__kl,name__bar,name__gl,wikipedia__azb,wikipedia__bcl,wikipedia__fawikiquote,wikipedia__hy,wikipedia__cy,name__azb,name__bcl,name__hy,name__mk,family_name,wikipedia__br,name__be_tarask,name__br
Q18816001,,,Rao Muhammad Ajmal Khan,,,,,Rao Muhammad Ajmal Khan,,Rao Muhammad Ajmal Khan,,Rao Muhammad Ajmal Khan,,,,,,male,1954-08-20,Rao Muhammad Ajmal Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816003,,,Muhammad Arif Chaudhry,,,,,Muhammad Arif Chaudhry,,Muhammad Arif Chaudhry,,Muhammad Arif Chaudhry,,,,,,male,1959-01-01,Muhammad Arif Chaudhry,Muhammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816008,,,Rana Muhammad Hayat,,,,,Rana Muhammad Hayat,,Rana Muhammad Hayat,,Rana Muhammad Hayat,,,,,,male,1955-12-24,Rana Muhammad Hayat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816010,,,Rana Muhammad Ishaq,,,,,Rana Muhammad Ishaq,,Rana Muhammad Ishaq,,Rana Muhammad Ishaq,,,,,,male,1967-10-05,Rana Muhammad Ishaq,,,Rana Muhammad Ishaq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816012,,,Malik Rasheed Ahmed Khan,,,,,Malik Rasheed Ahmed Khan,,Malik Rasheed Ahmed Khan,,Malik Rasheed Ahmed Khan,,,,,,male,1949-11-06,Malik Rasheed Ahmed Khan,Malik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816016,,,Salman Haneef,,,,,Salman Haneef,,Salman Haneef,,Salman Haneef,,,,,,male,1981-02-01,Salman Haneef,Salman,,Salman Haneef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816019,,Rai Mansab Ali Khan,Rai Mansab Ali Khan,,,,,Rai Mansab Ali Khan,,Rai Mansab Ali Khan,,Rai Mansab Ali Khan,,,,,,male,1938-09-15,Rai Mansab Ali Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,Rai Mansab Ali Khan,2015-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816023,,,Muhammad Irfan Dogar,,,,,Muhammad Irfan Dogar,,Muhammad Irfan Dogar,,Irfan Dogar,,,,,,male,1973-12-25,Muhammad Irfan Dogar,Muhammed,,Muhammad Irfan Dogar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816025,,,Mian Javed Latif,,,,,Mian Javed Latif,,Mian Javed Latif,,Mian Javed Latif,,,,,,male,1964-02-22,Mian Javed Latif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816028,,,Rana Afzal,,,,,Rana Afzal,,Rana Afzal,,Rana Afzaal Hussain,,,,,,male,1947-07-02,Rana Afzal,,,Rana Afzal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816029,,,Sohail Shaukat Butt,,,,,Sohail Shaukat Butt,,Sohail Shaukat Butt,,Sohail Shaukat Butt,,,,,,male,1983-04-01,Sohail Shaukat Butt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816030,,,Shazia Mubashar,,,,,Shazia Mubashar,,Shazia Mubashar,,Shazia Mubashar,,,,,,female,,Shazia Mubashar,,,Shazia Mubashar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816077,,,Sheikh Rohail Asghar,,,,,Sheikh Rohail Asghar,,Sheikh Rohail Asghar,,Shaikh Rohale Asghar,,,,,,male,1952-10-24,Sheikh Rohail Asghar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816078,,,Muhammad Pervaiz Malik,,,,,Muhammad Pervaiz Malik,,Muhammad Pervaiz Malik,,Muhammad Pervaiz Malik,,,,,,male,1947-11-18,Muhammad Pervaiz Malik,Muhammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816079,,,Mehr Ishtiaq Ahmed,,,,,Mehr Ishtiaq Ahmed,,Mehr Ishtiaq Ahmed,,Mehr Ishtiaq Ahmed,,,,,,male,1957-09-08,Mehr Ishtiaq Ahmed,,,Mehr Ishtiaq Ahmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816081,,,Muhammad Malik Riaz,,,,,Muhammad Malik Riaz,,Muhammad Malik Riaz,,Muhammad Riaz Malik,,,,,,male,1959-05-15,Muhammad Malik Riaz,Muhammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816084,,,Mian Muhammad Rashid,,,,,Mian Muhammad Rashid,,Mian Muhammad Rashid,,Mian Muhammad Rashid,,,,,,male,1948-05-01,Mian Muhammad Rashid,,,Mian Muhammad Rashid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816085,,,Syed Iftikhar Ul Hassan,,,,,Syed Iftikhar Ul Hassan,,Syed Iftikhar Ul Hassan,,Syed Iftikhar Ul Hassan,,,,,,male,1942-02-02,Syed Iftikhar Ul Hassan,Syed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816086,,,Shamim Ahmed,,,,,Shamim Ahmed,,Shamim Ahmed,,Shamim Ahmed,,,,,,male,1982-02-05,Shamim Ahmed,,,Shamim Ahmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816088,,,Mazhar Ali,,,,,Mazhar Ali,,Mazhar Ali,,Nawabzada Mazhar Ali,,,,,,male,1945-11-01,Mazhar Ali,,,Mazhar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816090,,,Rana Umar Nazir Khan,,,,,Rana Umar Nazir Khan,,Rana Umar Nazir Khan,,Rana Umar Nazir Khan,,,,,,male,1976-04-09,Rana Umar Nazir Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816091,,,Mian Tariq Mehmood,,,,,Mian Tariq Mehmood,,Mian Tariq Mehmood,,Mian Tariq Mehmood,,,,,,male,1970-07-03,Mian Tariq Mehmood,,,Mian Tariq Mehmood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816098,,,Muhammad Junaid Anwar Chaudhry,,,,,Muhammad Junaid Anwar Chaudhry,,Muhammad Junaid Anwar Chaudhry,,Muhammad Junaid Anwar Chaudhry,,,,,,male,1967-06-27,Muhammad Junaid Anwar Chaudhry,Muhammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816099,,,Najaf Abbas Sial,,,,,Najaf Abbas Sial,,Najaf Abbas Sial,,Najaf Abbas Sial,,,,,,male,1959-05-22,Najaf Abbas Sial,Najaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816102,,,Sahibzada Muhammad Nazeer Sultan,,,,,Sahibzada Muhammad Nazeer Sultan,,Sahibzada Muhammad Nazeer Sultan,,Sahibzada Muhammad Nazeer Sultan,,,,,,male,1944-02-12,Sahibzada Muhammad Nazeer Sultan,,,Sahibzada Muhammad Nazeer Sultan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816103,,,Sheikh Muhammad Akram,,,,,Sheikh Muhammad Akram,,Sheikh Muhammad Akram,,Sheikh Muhammad Akram,,,,,,male,,Sheikh Muhammad Akram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816105,,,Mian Abdul Manan,,,,,Mian Abdul Manan,,Mian Abdul Manan,,Mian Abdul Manan,,,,,,male,,Mian Abdul Manan,,,Mian Abdul Manan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816107,,,Rana Muhammad Afzal Khan,,,,,Rana Muhammad Afzal Khan,,Rana Muhammad Afzal Khan,,Rana Afzal Khan,,,,,,male,,Rana Afzal Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816108,,,Nisar Ahmad Jutt,,,,,Nisar Ahmad Jutt,,Nisar Ahmad Jutt,,Nisar Ahmad Jutt,,,,,,male,1975-03-09,Nisar Ahmad Jutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816111,,,Mian Muhammad Farooq,,,,,Mian Muhammad Farooq,,Mian Muhammad Farooq,,Mian Muhammad Farooq,,,,,,male,,Mian Muhammad Farooq,,,Mian Muhammad Farooq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816116,,,Rajab Ali Khan,,,,,Rajab Ali Khan,,Rajab Ali Khan,,Rajab Ali Khan Baloch,,,,,,male,1969-09-24,Rajab Ali Khan (politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816117,,,Muhammad Asim Nazir,,,,,Muhammad Asim Nazir,,Muhammad Asim Nazir,,Muhammad Asim Nazir,,,,,,male,1975-11-20,Muhammad Asim Nazir,Muhammed,,Muhammad Asim Nazir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816119,,,Muhammad Tallal Chaudry,,,,,Muhammad Tallal Chaudry,,Muhammad Tallal Chaudry,,Muhammad Tallal Chaudry,,,,,,male,1973-08-19,Muhammad Tallal Chaudry,Muhammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816122,,,Muhammad Afzal Khan Dhandla,,,,,Muhammad Afzal Khan Dhandla,,Muhammad Afzal Khan Dhandla,,Muhammad Afzal Khan Dhandla,,,,,,male,1964-01-15,Muhammad Afzal Khan Dhandla,Muhammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816127,,,Obaidullah Shadikhel,,,,,Obaidullah Shadikhel,,Obaidullah Shadikhel,,Obaidullah Shadikhel,,,,,,male,,Obaidullah Shadikhel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816129,,,Malik Shakir Bashir Awan,,,,,Malik Shakir Bashir Awan,,Malik Shakir Bashir Awan,,Malik Shakir Bashir Awan,,,,,,male,1965-10-29,Malik Shakir Bashir Awan,Malik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816130,,,Malik Muhammad Uzair Khan,,,,,Malik Muhammad Uzair Khan,,Malik Muhammad Uzair Khan,,Uzair Khan,,,,,,male,,Uzair Khan,Malik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816132,,,Sardar Shafqat Hayat Khan,,,,,Sardar Shafqat Hayat Khan,,Sardar Shafqat Hayat Khan,,Sardar Shafqat Hayat Khan,,,,,,male,,Sardar Shafqat Hayat Khan,Sardar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816133,,,Mohsin Shahnawaz Ranjha,,,,,Mohsin Shahnawaz Ranjha,,Mohsin Shahnawaz Ranjha,,Mohsin Shahnawaz Ranjha,,,,,,male,1977-07-22,Mohsin Shahnawaz Ranjha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816136,,,Malik Iqbal Mehdi Khan,,,,,Malik Iqbal Mehdi Khan,,Malik Iqbal Mehdi Khan,,Malik Iqbal Mehdi Khan,,,,,,male,1952-01-01,Malik Iqbal Mehdi Khan,Malik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,2016-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816137,,,Sardar Mumtaz Khan,,,,,Sardar Mumtaz Khan,,Sardar Mumtaz Khan,,Sardar Mumtaz Khan,,,,,,male,1939-05-26,Sardar Mumtaz Khan,Sardar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816138,,,Muhammad Zain Elahi,,,,,Muhammad Zain Elahi,,Muhammad Zain Elahi,,Muhammad Zain Elahi,,,,,,male,1987-04-15,Muhammad Zain Elahi,Muhammed,,Muhammad Zain Elahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816140,,,Malik Ihtebar Khan,,,,,Malik Ihtebar Khan,,Malik Ihtebar Khan,,Malik Ihtebar Khan,,,,,,male,1953-09-01,Malik Ihtebar Khan,Malik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816141,,,Malik Ibrar Ahmed,,,,,Malik Ibrar Ahmed,,Malik Ibrar Ahmed,,Malik Ibrar Ahmed,,,,,,male,1970-01-03,Malik Ibrar Ahmed,Malik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18816145,,,Tariq Fazal Chaudhry,,,,,Tariq Fazal Chaudhry,,Tariq Fazal Chaudhry,,Tariq Fazal Chaudhry,,,,,,male,1969-06-07,Tariq Fazal Chaudhry,Tariq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
