iddiputado,name,sort_name,given_name,family_name,gender,party,faction_id,faction,source,dob,term,start_date,end_date,email,twitter,facebook,phone,fax,constituency,photo,id
,Guillermo Mariscal Anaya,"Mariscal Anaya, Guillermo",Guillermo,Mariscal Anaya,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=334&idLegislatura=11,,11,,,"","","","","",Las Palmas,"",8_372
,Joaquín María García Díez,"García Díez, Joaquín María",Joaquín María,García Díez,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=156,,11,,,"","","","","",Lugo,"",8_39
,Ana María Oramas González-Moro,"Oramas González-Moro, Ana María",Ana María,Oramas González-Moro,female,CCa-PNC,GMx,G.P. Mixto,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=302&idLegislatura=11,,11,,,"","","","","",S/C Tenerife,"",8_393
,Álvaro María Nadal Belda,"Nadal Belda, Álvaro María",Álvaro María,Nadal Belda,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=261&idLegislatura=11,,11,,,"","","","","",Madrid,"",9_112
,Alejandro Ramírez del Molino Morán,"Ramírez del Molino Morán, Alejandro",Alejandro,Ramírez del Molino Morán,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=50&idLegislatura=11,,11,,,"","","","","",Badajoz,"",9_115
,Rafael Simancas Simancas,"Simancas Simancas, Rafael",Rafael,Simancas Simancas,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=171&idLegislatura=11,,11,,,"","","","","",Madrid,"",9_120
,Joseba Andoni Agirretxea Urresti,"Agirretxea Urresti, Joseba Andoni",Joseba Andoni,Agirretxea Urresti,male,EAJ-PNV,EAJ-PNV,G.P. Vasco,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=119&idLegislatura=11,,11,,,"","","","","",Gipuzkoa,"",9_127
,Luis Carlos Sahuquillo García,"Sahuquillo García, Luis Carlos",Luis Carlos,Sahuquillo García,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=8&idLegislatura=11,,11,,,"","","","","",Cuenca,"",9_15
,Ángel Luis González Muñoz,"González Muñoz, Ángel Luis",Ángel Luis,González Muñoz,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=135,,11,,,"","","","","",Málaga,"",9_160
,Mª Concepción Bravo Ibáñez,"Bravo Ibáñez, Mª Concepción",Mª Concepción,Bravo Ibáñez,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=45&idLegislatura=11,,11,,,"","","","","",Rioja (La),"",9_264
,Ricardo Tarno Blanco,"Tarno Blanco, Ricardo",Ricardo,Tarno Blanco,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=128&idLegislatura=11,,11,,,"","","","","",Sevilla,"",9_278
,Dolors Montserrat Montserrat,"Montserrat Montserrat, Dolors",Dolors,Montserrat Montserrat,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=239&idLegislatura=11,,11,,,"","","","","",Barcelona,"",9_295
,Margarita Pérez Herraiz,"Pérez Herraiz, Margarita",Margarita,Pérez Herraiz,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=38&idLegislatura=11,,11,,,"","","","","",Lugo,"",9_303
,Joan Ruiz i Carbonell,"Ruiz i Carbonell, Joan",Joan,Ruiz i Carbonell,male,PSC-PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=306&idLegislatura=11,,11,,,"","","","","",Tarragona,"",9_34
,José Luis Ábalos Meco,"Ábalos Meco, José Luis",José Luis,Ábalos Meco,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=162&idLegislatura=11,,11,,,abalos@congreso.es,abalosmeco,https://www.facebook.com/jose.l.meco,"","",Valencia/València,"",9_372
,José Javier Lasarte Iribarren,"Lasarte Iribarren, José Javier",José Javier,Lasarte Iribarren,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=247&idLegislatura=11,,11,,,"","","","","",Araba/Álava,"",9_377
,Pedro Sánchez Pérez-Castejón,"Sánchez Pérez-Castejón, Pedro",Pedro,Sánchez Pérez-Castejón,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=349&idLegislatura=11,,11,,,"","","","","",Madrid,"",9_388
,María Jesús Bonilla Domínguez,"Bonilla Domínguez, María Jesús",María Jesús,Bonilla Domínguez,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=34&idLegislatura=11,,11,,,mjbonilla@congreso.es,Mbonilladomingu,"","","",Cuenca,"",9_52
,María Guadalupe Martín González,"Martín González, María Guadalupe",María Guadalupe,Martín González,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=202&idLegislatura=11,,11,,,"","","","","",Toledo,"",9_59
,Carlos Javier Floriano Corrales,"Floriano Corrales, Carlos Javier",Carlos Javier,Floriano Corrales,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=130,,11,,,"","","","","",Cáceres,"",9_67
,María del Carmen Álvarez-Arenas Cisneros,"Álvarez-Arenas Cisneros, María del Carmen",María del Carmen,Álvarez-Arenas Cisneros,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=222&idLegislatura=11,,11,,,"","","","","",Madrid,"",9_72
,María de la Concepción de Santa Ana Fernández,"Santa Ana Fernández, María de la Concepción de",María de la Concepción de,Santa Ana Fernández,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=52&idLegislatura=11,,11,,,"","","","","",Granada,"",9_74
,César Luena López,"Luena López, César",César,Luena López,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=292&idLegislatura=11,,11,,,"","","","","",La Rioja,"",9_88
