id,name__ne,name,wikipedia__ne,original_wikiname,name__en,name__de,name__fr,name__nl,wikipedia__en,wikipedia__fr,gender,name__ja,name__es,name__nb,name__zh,name__hu,wikipedia__de,wikipedia__ja,wikipedia__no,wikipedia__zh,birth_date,identifier__freebase,given_name,name__hi,identifier__VIAF,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__new,name__ru,name__fi,name__it,wikipedia__es,wikipedia__fi,wikipedia__hi,wikipedia__it,wikipedia__new,wikipedia__nl,wikipedia__pl,wikipedia__plwikiquote,wikipedia__ru,image,name__jv,name__ko,name__ta,name__ms,name__id,name__ml,name__el,name__sv,name__kn,name__tr,name__la,name__cy,name__fa,name__da,name__mr,name__ca,name__bn,name__mai,name__sk,name__pa,wikipedia__bn,wikipedia__ca,wikipedia__commons,wikipedia__cy,wikipedia__da,wikipedia__el,wikipedia__fa,wikipedia__frwikiquote,wikipedia__id,wikipedia__jv,wikipedia__kn,wikipedia__ko,wikipedia__la,wikipedia__mai,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__pa,wikipedia__simple,wikipedia__sk,wikipedia__sv,wikipedia__ta,wikipedia__tr,identifier__GND,identifier__LCAuth,name__oc,name__lb,name__yo,name__ar,name__en_ca,name__en_gb,wikipedia__ar,wikipedia__lb,wikipedia__yo,twitter,death_date,name__sa,identifier__ISNI,identifier__SUDOC,website,identifier__Munzinger,identifier__FAST,name__mk,name__cs,name__de_ch,name__uk,name__vi,name__ka,name__az,name__pt,name__pt_br,name__xmf,name__eo,name__lv,name__uz,name__af,name__hif,name__nn,wikipedia__af,wikipedia__az,wikipedia__bh,wikipedia__cs,wikipedia__eo,wikipedia__hif,wikipedia__hu,wikipedia__ka,wikipedia__lv,wikipedia__oc,wikipedia__pt,wikipedia__sa,wikipedia__uk,wikipedia__uz,wikipedia__vi,wikipedia__xmf,name__sco,wikipedia__sco,identifier__Britannica,occupation,wikipedia__cawikiquote,wikipedia__as,name__as,wikipedia__te,name__te
Q19670843,उमा कान्त शर्मा,उमा कान्त शर्मा,उमा कान्त शर्मा,उमा कान्त शर्मा,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19670844,उमा कार्की,उमा कार्की,उमा कार्की,उमा कार्की,,,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19670866,ऊषा गुरुङ,ऊषा गुरुङ,ऊषा गुरुङ,ऊषा गुरुङ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19671123,कमला शर्मा,कमला शर्मा,कमला शर्मा,कमला शर्मा,,,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19671187,कल्यणी रिजाल,कल्यणी रिजाल,कल्यणी रिजाल,कल्यणी रिजाल,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19671384,किरण कुमारी राय,किरण कुमारी राय,किरण कुमारी राय,किरण कुमारी राय,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19671385,किरण कुमार राई,किरण कुमार राई,किरण कुमार राई,किरण कुमार राई,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19671479,कूल प्रसाद नेपाल,कूल प्रसाद नेपाल,कूल प्रसाद नेपाल,कूल प्रसाद नेपाल,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19671492,कृष्ण प्रसाद सापकोटा,कृष्ण प्रसाद सापकोटा,कृष्ण प्रसाद सापकोटा,कृष्ण प्रसाद सापकोटा,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19671555,केशवप्रसाद नेपाल,केशवप्रसाद नेपाल,केशवप्रसाद नेपाल,केशवप्रसाद नेपाल,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19671718,खड्ग बाहादुर बिश्वकर्मा,खड्ग बाहादुर बिश्वकर्मा,खड्ग बाहादुर विश्वकर्मा,खड्ग बाहादुर विश्वकर्मा,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19671766,खिमलाल देवकोटा,खिमलाल देवकोटा,खिमलाल देवकोटा,खिमलाल देवकोटा,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19671782,खेमबहादुर बम,खेमबहादुर बम,खेमबहादुर बम,खेमबहादुर बम,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19671824,गंगालाल तुलाधर,गंगालाल तुलाधर,गंगालाल तुलाधर,गंगालाल तुलाधर,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19671834,गङ्गा पराजुली,गङ्गा पराजुली,गङ्गा पराजुली,गङ्गा पराजुली,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19672000,गोकर्ण राई,गोकर्ण राई,गोकर्ण राई,गोकर्ण राई,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19672018,गोपाल सिंह बोहोरा,गोपाल सिंह बोहोरा,गोपाल सिंह बोहोरा,गोपाल सिंह बोहोरा,,,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19672297,चन्द्रीराम टमटा,चन्द्रीराम टमटा,चन्द्रीराम टमटा,चन्द्रीराम टमटा,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19672356,चित्र बहादुर श्रेष्ठ,चित्र बहादुर श्रेष्ठ,चित्र बहादुर श्रेष्ठ,चित्र बहादुर श्रेष्ठ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19672645,जयपुरी घर्ती,जयपुरी घर्ती,जयपुरी घर्ती,जयपुरी घर्ती,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19672731,जिपछिरिङ लामा शेर्पा,जिपछिरिङ लामा शेर्पा,जिपछिरिङ लामा शेर्पा,जिपछिरिङ लामा शेर्पा,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19678215,जुन कुमारी रोका,जुन कुमारी रोका,जुन कुमारी रोका,जुन कुमारी रोका,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19678276,जोखबहादुर महर,जोखबहादुर महर,जोखबहादुर महर,जोखबहादुर महर,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19678319,झक्कुप्रसाद सुबेदी,झक्कुप्रसाद सुबेदी,झक्कुप्रसाद सुबेदी,झक्कुप्रसाद सुबेदी,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19678439,टेकेन्द्र प्रसाद भट्ट,टेकेन्द्र प्रसाद भट्ट,टेकेन्द्र प्रसाद भट्ट,टेकेन्द्र प्रसाद भट्ट,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19678456,टोप बहादुर रायमाझी,टोप बहादुर रायमाझी,टोप बहादुर रायमाझी,टोप बहादुर रायमाझी,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19678550,डिल्लीमान तामाङ,डिल्लीमान तामाङ,डिल्लीमान तामाङ,डिल्लीमान तामाङ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19678691,तारा घर्ति मगर,तारा घर्ति मगर,तारा घर्ति मगर,तारा घर्ति मगर,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19678728,तिलक परियार,तिलक परियार,तिलक परियार,तिलक परियार,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19678769,तुलसी सुव्वा,तुलसी सुव्वा,तुलसी सुव्वा,तुलसी सुव्वा,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19678784,तेज बहादुर मिजार,तेज बहादुर मिजार,तेज बहादुर मिजार,तेज बहादुर मिजार,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19679053,दामा कुमारी शर्मा,दामा कुमारी शर्मा,दामा कुमारी शर्मा,दामा कुमारी शर्मा,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19679066,दावा तामाङ,दावा तामाङ,दावा तामाङ,दावा तामाङ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19679080,दिपक बहादुर के. सी,दिपक बहादुर के. सी,दिपक बहादुर के. सी,दिपक बहादुर के. सी,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19679081,दिलिप महर्जन,दिलिप महर्जन,दिलिप महर्जन,दिलिप महर्जन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19679084,दिपक बहादुर के. सी.,दिपक बहादुर के. सी.,दिपक बहादुर के. सी.,दिपक बहादुर के. सी.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19679107,दिवाकर गोल्छा,दिवाकर गोल्छा,दिवाकर गोल्छा,दिवाकर गोल्छा,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19679120,दुध कुमारी हमाल,दुध कुमारी हमाल,दुध कुमारी हमाल,दुध कुमारी हमाल,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19679133,दुर्गा कुमारी वि क,दुर्गा कुमारी वि क,दुर्गा कुमारी वि क,दुर्गा कुमारी वि क,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19679176,देवराज जोशी,देवराज जोशी,देवराज जोशी,देवराज जोशी,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19679192,देवी खड्का,देवी खड्का,देवी खड्का,देवी खड्का,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19679244,धनराज गुरुङ्ग,धनराज गुरुङ्ग,धनराज गुरुङ्ग,धनराज गुरुङ्ग,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19679297,धर्म प्रसाद घिमिरे,धर्म प्रसाद घिमिरे,धर्म प्रसाद घिमिरे,धर्म प्रसाद घिमिरे,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19679314,धर्मराज वि.क,धर्मराज वि.क,धर्मराज वि.क,धर्मराज वि.क,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19679318,धर्मराज वि.क.,धर्मराज वि.क.,धर्मराज वि.क.,धर्मराज वि.क.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19679355,ध्रुव आङदाम्बे,ध्रुव आङदाम्बे,ध्रुव आङदाम्बे,ध्रुव आङदाम्बे,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19679373,नन्दकुमार प्रसाई,नन्दकुमार प्रसाई,नन्दकुमार प्रसाई,नन्दकुमार प्रसाई,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19679444,नरेन्द्र बहादुर धिमाल,नरेन्द्र बहादुर धिमाल,नरेन्द्र बहादुर धिमाल,नरेन्द्र बहादुर धिमाल,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19679445,नरेन्द्र बहादुर कुँवर,नरेन्द्र बहादुर कुँवर,नरेन्द्र बहादुर कुँवर,नरेन्द्र बहादुर कुँवर,,,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19679452,नर बहनदुर पुन,नर बहनदुर पुन,नर बहनदुर पुन,नर बहनदुर पुन,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19679566,नवराज धामी,नवराज धामी,नवराज धामी,नवराज धामी,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19679577,नविन्द्र राज जोशी,नविन्द्र राज जोशी,नविन्द्र राज जोशी,नविन्द्र राज जोशी,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19679671,निर बहादुर कुँवर,निर बहादुर कुँवर,निर बहादुर कुँवर,निर बहादुर कुँवर,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19679696,निर्मला प्रसाई,निर्मला प्रसाई,निर्मला प्रसाई,निर्मला प्रसाई,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19680015,पदमलाल विश्वकर्मा,पदमलाल विश्वकर्मा,पदमलाल विश्वकर्मा,पदमलाल विश्वकर्मा,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19680259,पुजा खनाल,पुजा खनाल,पुजा खनाल,पुजा खनाल,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19680280,पुरुषोत्तम बस्नेत,पुरुषोत्तम बस्नेत,पुरुषोत्तम बस्नेत,पुरुषोत्तम बस्नेत,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19680295,पूर्णकुमारी सुवेदी,पूर्णकुमारी सुवेदी,पूर्णकुमारी सुवेदी,पूर्णकुमारी सुवेदी,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19680296,पुष्प बिक्रम मल्ल,पुष्प बिक्रम मल्ल,पुष्प बिक्रम मल्ल,पुष्प बिक्रम मल्ल,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19680302,पूर्णकुमार शेर्मा लिम्बू,पूर्णकुमार शेर्मा लिम्बू,पूर्णकुमार शेर्मा लिम्बू,पूर्णकुमार शेर्मा लिम्बू,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19680304,पूर्णबहादुर खड्का,पूर्णबहादुर खड्का,पूर्णबहादुर खड्का,पूर्णबहादुर खड्का,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19681082,बिमला सुवेदी,बिमला सुवेदी,बिमला सुवेदी,बिमला सुवेदी,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19681083,बिनोद पहडी,बिनोद पहडी,बिनोद पहडी,बिनोद पहडी,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
