id,name__zh,name__pl,name__eu,name__fr,name__ru,name__es,name__en,name__ca,name__hu,name__fi,name__it,name__la,name__cy,name__de,name__br,name__ga,name__nl,name__sv,name__mzn,name__oc,name__nb,name__da,name__nn,name__he,name,wikipedia__br,wikipedia__ca,wikipedia__cy,wikipedia__de,wikipedia__en,wikipedia__es,wikipedia__eu,wikipedia__fi,wikipedia__fr,wikipedia__ga,wikipedia__he,wikipedia__hu,wikipedia__it,wikipedia__la,wikipedia__mzn,wikipedia__nl,wikipedia__pl,wikipedia__ru,wikipedia__simple,wikipedia__sv,wikipedia__zh,image,gender,identifier__VIAF,identifier__GND,identifier__LCAuth,birth_date,identifier__freebase,given_name,website,identifier__Munzinger,identifier__journalisted,identifier__hansard,name__be,name__gl,name__id,name__bn,name__ar,name__pt,name__eo,name__uk,name__be_tarask,name__cs,name__bg,name__fa,name__ckb,name__az,name__ko,name__hy,wikipedia__ar,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ckb,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__enwikiquote,wikipedia__eo,wikipedia__fa,wikipedia__gl,wikipedia__id,wikipedia__ko,wikipedia__nn,wikipedia__no,wikipedia__pt,wikipedia__uk,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__IMDB,family_name,identifier__NTA,identifier__EuroparlMEP,name__gd,name__yo,name__et,name__ja,name__pnb,name__sk,name__ku_arab,name__ku_latn,name__tr,name__ku,name__hi,name__ur,wikipedia__et,wikipedia__gd,wikipedia__ja,wikipedia__ku,wikipedia__pnb,wikipedia__sk,wikipedia__tr,wikipedia__ur,wikipedia__yo,identifier__SELIBR,identifier__NNDB,identifier__parliamentDOTuk,name__nan,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__is,name__ro,name__mr,name__io,wikipedia__io,wikipedia__is,wikipedia__mr,wikipedia__ro,wikipedia__zh_min_nan,identifier__GTAA,death_date,identifier__Oxforddnb,name__el,name__sr_el,name__sr_ec,name__hr,name__sco,name__sr,name__ie,name__af,wikipedia__af,wikipedia__el,wikipedia__hr,wikipedia__ie,wikipedia__itwikiquote,wikipedia__sco,wikipedia__sr,identifier__NLA,identifier__NPG,name__en_ca,name__en_gb,name__tl,wikipedia__tl,name__de_ch,honorific_prefix,name__an,name__bs,name__ceb,name__lb,name__lmo,name__lt,name__nds,name__nds_nl,name__pms,name__sl,name__sq,name__vec,name__wa,name__vmf,name__ta,wikipedia__ta,identifier__MusicBrainz,identifier__discogs,twitter,name__yue,identifier__GNC,wikipedia__plwikiquote,identifier__publicwhip,original_wikiname,wikipedia__hiwikiquote,identifier__FAST,identifier__Britannica,wikipedia__sh,last_seen,identifier__TWFY,identifier__bbc_democracy_live,identifier__CSPAN,identifier__parliamentary_record,identifier__N6I,name__sh,identifier__OLID,identifier__BNE,name__fit,identifier__senate_nl,identifier__PACE,name__ast,name__bar,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__gsw,name__ia,name__jam,name__kab,name__kg,name__li,name__lij,name__lv,name__mg,name__min,name__ms,name__nap,name__nrm,name__pap,name__pcd,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sw,name__vi,name__vls,name__vo,name__wo,name__zu,identifier__guardian_topic,wikipedia__enwikinews,occupation,identifier__nobel_prize,identifier__nlg,wikipedia__cawikiquote,identifier__snac,facebook,wikipedia__sl,noble_title,identifier__DoUB,identifier__wikitree,wikipedia__bgwikiquote,identifier__BBC_things,identifier__MGP,wikipedia__nrm,wikipedia__vi,name__aa,name__ace,name__ak,name__ang,name__ay,name__bcl,name__bi,name__bjn,name__cbk_zam,name__cdo,name__ch,name__cho,name__chy,name__cr,name__crh_latn,name__csb,name__diq,name__dsb,name__dtp,name__ee,name__egl,name__eml,name__ext,name__ff,name__fj,name__fo,name__frr,name__fy,name__gag,name__gn,name__gv,name__ha,name__hak,name__hif_latn,name__hil,name__ho,name__hsb,name__ht,name__hz,name__ig,name__ik,name__ike_latn,name__ilo,name__jbo,name__jv,name__kaa,name__ki,name__kk_latn,name__kk_tr,name__ksh,name__lad,name__nah,name__qu,name__rup,name__sn,name__su,name__tpi,name__uz,name__war,name__zea,identifier__quora,identifier__ITF,identifier__ne_se,wikipedia__hi,parlid
Q392000,,David Simpson,David Simpson,David Simpson,,David Simpson,David Simpson,David Simpson,David Simpson,David Simpson,David Simpson,,David Simpson,David Simpson,David Simpson,David Simpson,David Simpson,David Simpson,,David Simpson,David Simpson,David Simpson,David Simpson,,David Simpson,,,,,David Simpson (Northern Ireland politician),,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/fa/David_Simpson.jpg,male,,,,1959-02-16,/m/05kjrf,David,http://www.mydup.com/who-we-are/david-simpson,,,mr-david-simpson,,David Simpson,David Simpson,,,David Simpson,David Simpson,,,David Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Simpson,,David Simpson,,,David Simpson,,,,,,,,,,,,,,,,,,commons/david-simpson/1597,,,,,,,,David Simpson,David Simpson,,David Simpson,,,,,,,,,,David Simpson,,David Simpson,David Simpson,,David Simpson,David Simpson,,,,,,,,,,David Simpson,David Simpson,,,David Simpson,,David Simpson,,,David Simpson,,,David Simpson,David Simpson,David Simpson,David Simpson,,David Simpson,David Simpson,,,,,,DavidSimpsonDUP,,,,,,,,,,,,,,,,,,,,,,David Simpson,David Simpson,,David Simpson,David Simpson,,David Simpson,David Simpson,David Simpson,David Simpson,,,David Simpson,David Simpson,David Simpson,,David Simpson,David Simpson,David Simpson,David Simpson,David Simpson,,David Simpson,,David Simpson,,David Simpson,David Simpson,David Simpson,David Simpson,David Simpson,David Simpson,David Simpson,David Simpson,David Simpson,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1597
Q428996,帕特·希恩,,,Pat Sheehan,Пэт Шиэн,Pat Sheehan,Pat Sheehan,,Pat Sheehan,,,,,Pat Sheehan,,,Pat Sheehan,,,,,,,,Pat Sheehan,,,,Pat Sheehan,Pat Sheehan (Irish republican),,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/5b/Pat_Sheehan.jpg,male,,,,1958-05-28,/m/0fphcmx,Pat,,,,,,,,,,,,,,,,,,,패트릭 시한,,,,,,,,,,,,,,,,,패트릭 시한,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q434460,盧曼華,,,Anna Lo,,Anna Lo,Anna Lo,,Anna Lo,,,,,Anna Lo,,,Anna Lo,Anna Lo,,,Anna Lo,,,,Anna Lo,,,,Anna Lo,Anna Lo,,,,,,,,,,,,,,,,盧曼華,https://upload.wikimedia.org/wikipedia/commons/e/e4/Anna_Lo_MLA.jpg,female,,,,1950-06-17,/m/02pxjrn,Anna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anna Lo,,,,,,,,,,,,,アンナ・ロー,,,,,,,,,,,,,,,,,,,,,,卢曼华,盧曼華,盧曼華,卢曼华,卢曼华,盧曼華,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,盧曼華,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q450673,,Bairbre de Brún,,Bairbre de Brún,,Bairbre de Brún,Bairbre de Brún,,Bairbre de Brún,,,,,Bairbre de Brún,,,Bairbre de Brún,,,,,,,,Bairbre de Brún,,,,Bairbre de Brún,Bairbre de Brún,,,,Bairbre de Brún,,,,,,,Bairbre de Brún,Bairbre de Brún,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b9/Bairbre_de_Brún_2008-10-19_Strasbourg.jpg,female,81386337,137155948,,1954-01-10,/m/035yns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bairbre de Brún,,,,,,Bairbre de Brún,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4685214,,,,Adrian McQuillan,,,Adrian McQuillan,,Adrian McQuillan,,Adrian McQuillan,,,Adrian McQuillan,,,Adrian McQuillan,,,,,,,,Adrian McQuillan,,,,,Adrian McQuillan,,,,,,,,,,,,,,,,,,male,,,,1965-06-08,,Adrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4707281,,,,Alan McFarland,Алан МакФарланд,Alan McFarland,Alan McFarland,,Alan McFarland,,Alan McFarland,,,Alan McFarland,,,Alan McFarland,,,,,,,,Alan McFarland,,,,,Alan McFarland,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/be/A14c.png,male,,,,1949-08-09,,Alan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4708772,,,,Alastair Ross,,Alastair Ross,Alastair Ross,,Alastair Ross,,Alastair Ross,,,Alastair Ross,,,Alastair Ross,,,,,,,,Alastair Ross,,,,,Alastair Ross,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/fc/Alastair_Ross_DUP.jpg,male,,,,1981-03-04,,Alastair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4709010,,,,Alban Maginness,,Alban Maginness,Alban Maginness,,Alban Maginness,,Alban Maginness,,,Alban Maginness,,,Alban Maginness,,,,,,,,Alban Maginness,,,,,Alban Maginness,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/46/Alban_Maginness.jpg,male,,,,1950-07-09,,Alban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4716637,,Alex Attwood,,Alex Attwood,,Alex Attwood,Alex Attwood,,Alex Attwood,,,,,Alex Attwood,,,Alex Attwood,Alex Attwood,,,,,,,Alex Attwood,,,,,Alex Attwood,,,,,,,,,,,,Alex Attwood,,,,,"https://upload.wikimedia.org/wikipedia/commons/c/cc/May_Day,_Belfast,_April_2011_(056).JPG",male,,,,1959-04-26,,Alex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,アレックス・アットウッド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4716944,,,,Alex Easton,,,Alex Easton,,Alex Easton,,,,,Alex Easton,,,Alex Easton,,,,,,,,Alex Easton,,,,,Alex Easton,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/5b/Alex_Easton.jpg,male,,,,1969-05-19,,Alex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4730490,,,,Allan Bresland,,Allan Bresland,Allan Bresland,,Allan Bresland,,Allan Bresland,,,Allan Bresland,,,Allan Bresland,,,,,,,,Allan Bresland,,,,,Allan Bresland,,,,,,,,,,,,,,,,,,male,,,,1945-08-16,,Allan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4769268,,,,,,,Annie Courtney,,,,,,,Annie Courtney,,,Annie Courtney,,,,,,,,Annie Courtney,,,,,Annie Courtney,,,,,,,,,,,,,,,,,,female,,,,,,Annie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Courtney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/mla/13769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q478702,,Jim Shannon,Jim Shannon,Jim Shannon,,Jim Shannon,Jim Shannon,Jim Shannon,Jim Shannon,Jim Shannon,Jim Shannon,,Jim Shannon,Jim Shannon,Jim Shannon,Jim Shannon,Jim Shannon,Jim Shannon,,Jim Shannon,Jim Shannon,Jim Shannon,Jim Shannon,,Jim Shannon,,,,,Jim Shannon,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b7/JimShannon.jpg,male,,,,1955-03-25,/m/027vm7t,Jim,http://www.parliament.uk/biographies/commons/jim-shannon/4131,,,,,Jim Shannon,Jim Shannon,,,Jim Shannon,Jim Shannon,,,Jim Shannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jim Shannon,,Jim Shannon,,,Jim Shannon,,,,,,,,,,,,,,,,,,commons/jim-shannon/4131,,,,,,,,Jim Shannon,Jim Shannon,,Jim Shannon,,,,,,,,,,Jim Shannon,,Jim Shannon,Jim Shannon,,Jim Shannon,Jim Shannon,,,,,,,,,,Jim Shannon,Jim Shannon,,,Jim Shannon,,Jim Shannon,,,Jim Shannon,,,Jim Shannon,Jim Shannon,Jim Shannon,Jim Shannon,,Jim Shannon,Jim Shannon,,,,,,JimShannonMP,,,,jim_shannon,,,,,,,jim_shannon,,,,,,,,,,,Jim Shannon,Jim Shannon,,Jim Shannon,Jim Shannon,,Jim Shannon,Jim Shannon,Jim Shannon,Jim Shannon,,,Jim Shannon,Jim Shannon,Jim Shannon,,Jim Shannon,Jim Shannon,Jim Shannon,Jim Shannon,Jim Shannon,,Jim Shannon,,Jim Shannon,,Jim Shannon,Jim Shannon,Jim Shannon,Jim Shannon,Jim Shannon,Jim Shannon,Jim Shannon,Jim Shannon,Jim Shannon,,,politician,,,,,Jim-Shannon-MP-477928115581090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4131
Q4792148,阿爾琳·福斯特,,,Arlene Foster,Арлин Фостер,Arlene Foster,Arlene Foster,,Arlene Foster,Arlene Foster,Arlene Foster,Arlene Foster,,Arlene Foster,,Arlene Foster,Arlene Foster,Arlene Foster,,,,,,,Arlene Foster,,,,Arlene Foster,Arlene Foster,Arlene Foster,,Arlene Foster,Arlene Foster,Arlene Foster,,,Arlene Foster,Arlene Foster,,Arlene Foster,,"Фостер, Арлин",,Arlene Foster,阿琳·福斯特,https://upload.wikimedia.org/wikipedia/commons/4/4c/ArleneFoster.jpg,female,,,,1970-07-03,/m/0835kg,Arlene,http://arlenefoster.org.uk/,,,,,,,,أرلين فوستر,Arlene Foster,,,,,,,,,알린 포스터,,أرلين فوستر,,,,,,,Category:Arlene Foster,,,,,,,,알린 포스터,,,Arlene Foster,,,,,,,,,,,Arlene Foster,アーリーン・フォスター,,,,,Arlene Foster,,,,Arlene Foster,,,,,,Arlene Foster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,9365406e-dc41-4855-84cf-c6990bb3ef2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4798477,,,,Arthur Doherty,,,Arthur Doherty,,Arthur Doherty,,,,,Arthur Doherty,,,Arthur Doherty,,,,,,,,Arthur Doherty,,,,,Arthur Doherty,,,,,,,,,,,,,,,,,,male,,,,1932-01-19,,Arthur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4864486,,,,Barry McElduff,,,Barry McElduff,,Barry McElduff,,,,,Barry McElduff,,Barra Mac Giolla Duibh,Barry McElduff,,,,,,,,Barry McElduff,,,,,Barry McElduff,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/73/Barry_McElduff.jpg,male,,,,1966-08-16,,Barry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BarryMcElduff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,barrymcelduff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4867218,巴西爾·麥克雷,,,Basil McCrea,,,Basil McCrea,,Basil McCrea,,,,,Basil McCrea,,Basil McCrea,Basil McCrea,,,,,,,,Basil McCrea,,,,,Basil McCrea,,,,,Basil McCrea,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/82/Basil_McCrea_Lisburn_Office047.jpg,male,,,,1959-11-13,,Basil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,2130a8ec-b79e-4e97-bd18-4ea3d30ab019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4912119,,,,Billy Armstrong,Билли Армстронг,,Billy Armstrong,,Billy Armstrong,,,,,Billy Armstrong,,,Billy Armstrong,,,,,,,,Billy Armstrong,,,,,Billy Armstrong,,,,,,,,,,,,,,,,,,male,,,,1943-06-21,,Billy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4912187,,,,Billy Bell,,,Billy Bell,,Billy Bell,,,,,Billy Bell,,,Billy Bell,,,,,,,,Billy Bell,,,,,Billy Bell (politician),,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/6a/Billy_Bell.jpg,male,,,,1935-10-09,,Billy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4912757,,,,Billy Hutchinson,,Billy Hutchinson,Billy Hutchinson,,Billy Hutchinson,,,,,Billy Hutchinson,,,Billy Hutchinson,,,,,,,,Billy Hutchinson,,,,,Billy Hutchinson,,,,,,,,,,,,,,,,,,male,,,,1955,,Billy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4912895,,,,Billy Leonard,,,Billy Leonard,,Billy Leonard,,,,,Billy Leonard,,,Billy Leonard,,,,,,,,Billy Leonard,,,,,Billy Leonard,,,,,,,,,,,,,,,,,,male,,,,1955-01-13,,Billy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4952326,,,,Boyd Douglas,,,Boyd Douglas,,Boyd Douglas,,,,,Boyd Douglas,,,Boyd Douglas,,,,,,,,Boyd Douglas,,,,,Boyd Douglas,,,,,,,,,,,,,,,,,,male,,,,1950-07-13,,Boyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4960688,,,,,,,Brenda Hale,,,,,,,Brenda Hale,,,Brenda Hale,,,,,,,,Brenda Hale,,,,,Brenda Hale (Northern Ireland politician),,,,,,,,,,,,,,,,,,female,,,,1968-01-29,,Brenda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4974147,,,,Bronwyn McGahan,,,Bronwyn McGahan,,Bronwyn McGahan,,,,,Bronwyn McGahan,,,Bronwyn McGahan,,,,,,,,Bronwyn McGahan,,,,,Bronwyn McGahan,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/77/Bronwyn_McGahan.jpg,female,,,,1972-01-24,,Bronwyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
