id,name__de,name__fr,name__en,name__nl,name__es,name__ca,name__oc,name__nb,name__da,name__nn,name__sv,name__it,name__rm,name__hu,name,wikipedia__de,wikipedia__en,wikipedia__fr,image,gender,birth_date,given_name,identifier__parlamentDOTch,original_wikiname,identifier__VIAF,identifier__GND,identifier__HDS,name__la,wikipedia__la,name__en_ca,name__en_gb,wikipedia__it,wikipedia__frwikiquote,identifier__LCAuth,name__lmo,wikipedia__lmo,wikipedia__rm,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__gsw,name__pl,name__he,name__yo,name__ms,name__gl,name__et,name__id,name__ja,name__el,name__sh,name__pt,name__eo,name__ru,name__sr_el,name__sr_ec,name__tr,name__ro,name__fi,name__cs,name__ka,name__be,name__sr,name__zh,name__uk,name__is,name__lb,name__sk,name__tl,name__ko,name__sco,name__ar,wikipedia__als,wikipedia__ar,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fi,wikipedia__gl,wikipedia__he,wikipedia__id,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__ms,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__oc,wikipedia__pl,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__sco,wikipedia__sh,wikipedia__sr,wikipedia__sv,wikipedia__tl,wikipedia__tr,wikipedia__uk,wikipedia__yo,wikipedia__zh,identifier__freebase,family_name,name__cy,death_date,identifier__SUDOC,website,identifier__ISNI,identifier__CERL,name__vi,wikipedia__simple,wikipedia__vi,identifier__BNF,identifier__Munzinger,name__de_ch,identifier__NTA,name__af,name__an,name__ast,name__bar,name__br,name__co,name__de_at,name__eu,name__frp,name__fur,name__ga,name__gd,name__hr,name__ia,name__ie,name__io,name__kg,name__li,name__lij,name__mg,name__min,name__nap,name__nds,name__nds_nl,name__nrm,name__pcd,name__pms,name__pt_br,name__sc,name__scn,name__sl,name__sw,name__vec,name__vls,name__vo,name__wa,name__wo,name__zu,identifier__ULAN,wikipedia__cswikiquote,identifier__PACE,name__vmf,wikipedia__plwikiquote,name__kk,name__fa,wikipedia__be,wikipedia__fa,wikipedia__kk,wikipedia__br,linkedin,wikipedia__hr,identifier__FAST,name__bs,name__ceb,name__dsb,name__eml,name__fo,name__frr,name__fy,name__hsb,name__lt,name__lv,name__mt,name__sq,wikipedia__hu,wikipedia__dewikiquote,identifier__IMDB,identifier__rotten_tomatoes,identifier__AlloCine,identifier__kinopoisk,name__bg,wikipedia__bg,wikipedia__eowikiquote,wikipedia__eswikiquote,wikipedia__eu,wikipedia__euwikiquote,wikipedia__scn,identifier__NDL,identifier__BNE,identifier__CANTIC,identifier__ADS,name__hy,wikipedia__hy,wikipedia__ruwikinews,identifier__NUKAT,name__kk_arab,name__kk_cn,name__kk_tr,name__kk_kz,name__kk_cyrl,name__kk_latn,wikipedia__ie,identifier__NKC,identifier__PTBNP,twitter,identifier__MusicBrainz,pseudonym,identifier__SELIBR,identifier__discogs,identifier__filmportal_de,wikipedia__frp,wikipedia__lt,wikipedia__nds,identifier__CTHS,name__nan,wikipedia__zh_min_nan,name__ku_arab,name__ku_latn,name__ku,wikipedia__ku,identifier__Britannica,wikipedia__sq,identifier__DBNL,wikipedia__is,identifier__senate_nl,identifier__allmovie,identifier__PORT,identifier__SCOPE,identifier__CSFD,identifier__OLID,identifier__google_knowledge,occupation,name__bm,name__frc,name__jam,name__kab,name__pap,name__prg,name__rgn,wikipedia__frwikinews,wikipedia__az,name__az,name__or,identifier__persee,name__jv,wikipedia__jv,wikipedia__sk,identifier__GNC,name__stq,wikipedia__stq,name__kl,name__pfl,wikipedia__enwikisource,wikipedia__species,identifier__snac,name__fit,wikipedia__ruwikisource,identifier__NLAtrove,identifier__treccani,wikipedia__skwikiquote,identifier__NLI,identifier__BAV,identifier__NLP,identifier__GTAA,identifier__AGORHA,identifier__moviemeter,identifier__SFDb,identifier__NSK,wikipedia__azb,name__azb,identifier__BIBSYS,name__kn,identifier__EGAXA,wikipedia__ur,identifier__LNB,name__ltg,wikipedia__ltg,name__ur,wikipedia__pms,identifier__britishmuseum,identifier__halensis,wikipedia__lv,wikipedia__azwikiquote,wikipedia__ptwikiquote,wikipedia__trwikiquote,name__pnb,name__tt,name__be_tarask,name__pa,name__bn,name__tk,wikipedia__be_x_old,wikipedia__bn,wikipedia__bs,wikipedia__io,wikipedia__pa,wikipedia__pnb,wikipedia__sl,wikipedia__sw,wikipedia__tk,wikipedia__tt,identifier__NNDB,identifier__wikitree,identifier__nobel_prize,identifier__ne_se,wikipedia__mg,name__ty,wikipedia__frwikisource,name__ky,wikipedia__cawikiquote,wikipedia__dewikisource,wikipedia__ky,wikipedia__ruwikiquote,identifier__NLA,identifier__nlg,identifier__CONOR,identifier__zbMATH,wikipedia__lb,identifier__BVMC,wikipedia__itwikisource,identifier__SBN_it,identifier__MGP,identifier__N6I,wikipedia__fiwikisource,identifier__leonore,name__pdc,name__war,name__ang,name__ht,name__ksh,name__mwl,name__pi,name__szl,name__zea,wikipedia__af,wikipedia__fawikiquote,name__uz,wikipedia__uz,name__lfn,identifier__CiNii,identifier__national_archives,identifier__goodreads,identifier__ioc_athlete,name__sdc,name__mi,identifier__bigenc_ru,email,name__aa,name__ace,name__aeb_latn,name__ak,name__ay,name__bbc_latn,name__bcl,name__bi,name__bjn,name__bug,name__cbk_zam,name__cdo,name__ch,name__cho,name__chy,name__cr,name__crh_latn,name__csb,name__diq,name__ext,name__ff,name__fj,name__gag,name__gn,name__gom_latn,name__gor,name__gv,name__haw,name__hif,name__hif_latn,name__ho,name__hrx,name__hz,name__ig,name__ik,name__ike_latn,name__ilo,name__jbo,name__kaa,name__ki,name__kj,name__kr,name__kw,name__lad,name__lg,name__liv,name__ln,name__map_bms,name__mh,name__mus,name__myv,name__na,name__nah,name__ng,name__nov,name__nso,name__nv,name__ny,name__olo,name__om,name__pag,name__pam,name__pih,name__qu,name__rmy,name__rn,name__roa_tara,name__ruq_latn,name__rw,name__se,name__sg,name__shi_latn,name__sm,name__sma,name__smj,name__sn,name__so,name__srn,name__ss,name__st,name__su,name__tet,name__tg_latn,name__tn,name__to,name__tpi,name__ts,name__tt_latn,name__tum,name__tw,name__ug_latn,name__ve,name__vep,name__vot,name__vro,name__xh,name__za,name__aln,name__arn,name__brh,name__chr,name__dtp,name__ee,name__got,name__ha,name__hak,name__iu,name__krj,name__loz,name__lus,name__lzz,name__pdt,name__qug,name__rif,name__rup,name__sat,name__sei,name__sgs,name__sli,name__tru,wikipedia__ast,wikipedia__wuu,name__wuu,identifier__ORCID,wikipedia__dewikinews,name__te,wikipedia__diq
Q122935,André Reymond,André Reymond,André Reymond,André Reymond,,,,André Reymond,André Reymond,André Reymond,André Reymond,André Reymond,André Reymond,,André Reymond,André Reymond,,André Reymond,https://upload.wikimedia.org/wikipedia/commons/a/a8/André_Reymond.jpg,male,1940-01-07,André,1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reymond,,,,,,,,,,,,,,,,André Reymond,,,,,,,,,,,,,,,,,,,,,,,,,,,,André Reymond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q123109,Oskar Freysinger,Oskar Freysinger,Oskar Freysinger,Oskar Freysinger,Oskar Freysinger,Oskar Freysinger,Oskar Freysinger,Oskar Freysinger,Oskar Freysinger,Oskar Freysinger,Oskar Freysinger,Oskar Freysinger,Oskar Freysinger,Oskar Freysinger,Oskar Freysinger,Oskar Freysinger,Oskar Freysinger,Oskar Freysinger,https://upload.wikimedia.org/wikipedia/commons/8/82/Oskar_Freysinger_(2007).jpg,male,1960-06-12,Oskar,1127,,42949193,130568104,,,,Oskar Freysinger,Oskar Freysinger,,Oskar Freysinger,no2011131051,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oskar Freysinger,,,,Оскар Фрејсингер,,,,,,,,,,,,,Category:Oskar Freysinger,,,,,,,Oskar Freysinger,,,,,,,,Oskar Freysinger,,,,,,,,,,Оскар Фрејсингер,Oskar Freysinger,,,,,,/m/09gm6_2,Freysinger,,,,http://www.ofreysinger.ch,0000 0001 1871 4106,,,,,,,,,,,Oskar Freysinger,,Oskar Freysinger,,,,,,,,,,,,,,,,,,,,,,,,,,Oskar Freysinger,,,,,,,,,,,,,,,,,,Oskar Freysinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q123307,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,https://upload.wikimedia.org/wikipedia/commons/8/87/Dick_Marty_(2007).jpg,male,1945-01-07,Dick,374,,170770694,1089889402,,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,nr97006471,,,,,,,,,,Dick Marty,Dick Marty,,,Dick Marty,Dick Marty,Dick Marty,Dick Marty,,,,Dick Marty,Dick Marty,"Марти, Дик",Dik Marti,Дик Марти,,Dick Marty,Dick Marty,Dick Marty,,,Дик Марти,,,Dick Marty,Dick Marty,Dick Marty,,,Dick Marty,ديك مارتي,,ديك مارتي,,Category:Dick Marty,,,,Dick Marty,,,Dick Marty,,,,,,,,Dick Marty,,,,,,,"Марти, Дик",,,Дик Марти,,,,,,,/m/085g61,Marty,Dick Marty,,,http://www.dickmarty.ch,0000 0001 1979 7249,,Dick Marty,,,,,Dick Marty,069158177,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,Dick Marty,,Dick Marty,4023,,,,,,,,,,,,,,,,,,,,,,,Dick Marty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dick Marty,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q123454,Max Bill,Max Bill,Max Bill,Max Bill,Max Bill,Max Bill,Max Bill,Max Bill,Max Bill,Max Bill,Max Bill,Max Bill,Max Bill,Max Bill,Max Bill,Max Bill,Max Bill,Max Bill,https://upload.wikimedia.org/wikipedia/commons/0/04/Com_L19-0188-0203A.jpg,male,1908-12-22,Max,1533,,59159466,118510878,,,,,,Max Bill,,n50011175,,,,马克斯·比尔,馬克斯·比爾,,,,,,Max Bill,,,,,,,マックス・ビル,Μαξ Μπιλ,,Max Bill,,Макс Билл,,,,,Max Bill,Max Bill,,,,,,,,,,,,ماكس بيل,,ماكس بيل,Max Bill,Category:Max Bill,Max Bill,,Μαξ Μπιλ,,Max Bill,,Max Bill,,,,,,,,Max Bill,,,,Max Bill,Max Bill,,"Билл, Макс",,,,Max Bill,,,,,,/m/0663_y,Bill,,1994-12-09,,,0000 0001 0905 7124,,,,,,,,07031005X,,,Max Bill,,,,,,,,,,,,,,,,,,,,,,,,Max Bill,,,,Max Bill,,,,,,,,,,,,,,ماکس بیل,,ماکس بیل,,,,,3320,,,,,,,,,,,,,Max Bill,,,,,,,,,,,,,,,,,,,,n97007526,,,,,,,,,1574096,,,,,,,,,,,,,,,,,biography/Max-Bill,,,,,,,,,,,architect,,,,,,,,,,,,,,,,,,,,,,,w63n2mfb,,,,,,,ADV10183952,,,,,,,,,90235567,,,,,,,,Max Bill,156291,,,,,,,,,,,,,,,,,,,,,,,,,max-bill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1238188,Dominique Ducret,Dominique Ducret,Dominique Ducret,Dominique Ducret,Dominique Ducret,Dominique Ducret,,Dominique Ducret,Dominique Ducret,Dominique Ducret,Dominique Ducret,Dominique Ducret,Dominique Ducret,,Dominique Ducret,Dominique Ducret,,,,male,1943-02-25,Dominique,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ducret,,,,,,,,,,,,,,,,Dominique Ducret,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dominique Ducret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q123823,Joseph Deiss,Joseph Deiss,Joseph Deiss,Joseph Deiss,Joseph Deiss,Joseph Deiss,,Joseph Deiss,Joseph Deiss,Joseph Deiss,Joseph Deiss,Joseph Deiss,Joseph Deiss,Joseph Deiss,Joseph Deiss,Joseph Deiss,Joseph Deiss,Joseph Deiss,https://upload.wikimedia.org/wikipedia/commons/c/c6/Joseph_Deiss.jpg,male,1946-01-18,Joseph,58,,59081138,121460053,,Iosephus Deiss,Iosephus Deiss,,,Joseph Deiss,,n82058593,,,,,,,,,,Joseph Deiss,Joseph Deiss,ג'וזף דייס,,Joseph Deiss,,Joseph Deiss,Joseph Deiss,ジョゼフ・ダイス,,,Joseph Deiss,Joseph Deiss,"Дейсс, Жозеф",,,Joseph Deiss,,Joseph Deiss,Joseph Deiss,,,,约瑟夫·戴斯,Йозеф Дейс,Joseph Deiss,Joseph Deiss,Joseph Deiss,,,,جوزيف دايس,Joseph Deiss,جوزيف دايس,,Category:Joseph Deiss,,,,Joseph Deiss,Joseph Deiss,Joseph Deiss,,,ג'וזף דייס,Joseph Deiss,ジョゼフ・ダイス,,,Joseph Deiss,Joseph Deiss,,Joseph Deiss,,Joseph Deiss,Joseph Deiss,,"Дайс, Жозеф",,,,Joseph Deiss,,Joseph Deiss,Йозеф Дейс,,约瑟夫·戴斯,/m/01jtm3,Deiss,,,,,0000 0001 0905 1873,,,Joseph Deiss,,,,,06786807X,,,Joseph Deiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Deiss,,,,,,,,,,,,,,,,,,,,,91330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q123857,Christoph Blocher,Christoph Blocher,Christoph Blocher,Christoph Blocher,Christoph Blocher,Christoph Blocher,,Christoph Blocher,Christoph Blocher,Christoph Blocher,Christoph Blocher,Christoph Blocher,Christoph Blocher,Christoph Blocher,Christoph Blocher,Christoph Blocher,Christoph Blocher,Christoph Blocher,"https://upload.wikimedia.org/wikipedia/commons/a/ab/Christoph_Blocher_(Bundesrat,_2004).jpg",male,1940-10-11,Christoph,21,,22945749,11918785X,,Christophorus Blocher,Christophorus Blocher,,,Christoph Blocher,Christoph Blocher,n85297668,,,Christoph Blocher,克里斯托夫·布劳赫,克里斯托夫·布勞赫,克里斯托夫·布勞赫,克里斯托夫·布劳赫,克里斯托夫·布劳赫,克里斯托夫·布勞赫,Christoph Blocher,Christoph Blocher,,,,,Christoph Blocher,Christoph Blocher,クリストフ・ブロッハー,,,Christoph Blocher,Christoph Blocher,Кристоф Блохер,,,Christoph Blocher,,Christoph Blocher,Christoph Blocher,,,,克里斯托夫·布勞赫,,Christoph Blocher,Christoph Blocher,Christoph Blocher,,,,,Christoph Blocher,,,Category:Christoph Blocher,,,,Christoph Blocher,Christoph Blocher,,Christoph Blocher,,,Christoph Blocher,,,,,Christoph Blocher,,Christoph Blocher,,Christoph Blocher,Christoph Blocher,,"Блохер, Кристоф",,,,Christoph Blocher,,,,,克里斯托夫·布勞赫,/m/01yp1g,Blocher,,,,https://www.blocher.ch/,0000 0000 2447 3022,,,,,,,,,,,Christoph Blocher,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christoph Blocher,,,,,,,,,,,,Christoph Blocher,,کریستف بلوشر,,کریستف بلوشر,,,,,187390,,,,,,,,,,,,,,Christoph Blocher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,جهرستۆپه بلۆجهەر,Christoph Blocher,Christoph Blocher,Christoph Blocher,biography/Christoph-Blocher,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q123939,Alain Berset,Alain Berset,Alain Berset,Alain Berset,Alain Berset,Alain Berset,Alain Berset,Alain Berset,Alain Berset,Alain Berset,Alain Berset,Alain Berset,Alain Berset,Alain Berset,Alain Berset,Alain Berset,Alain Berset,Alain Berset,https://upload.wikimedia.org/wikipedia/commons/c/c3/Alain_Berset_2016.jpg,male,1972-04-09,Alain,1161,,247673265,1028971370,,Alanus Berset,Alanus Berset,Alain Berset,Alain Berset,Alain Berset,,,,,,,,,,,,Alain Berset,Alain Berset,אלן ברסה,,,,Alain Berset,Alain Berset,アラン・ベルセ,Αλέν Μπερσέ,,Alain Berset,Alain Berset,Ален Берсе,,,Alain Berset,,Alain Berset,Alain Berset,,,,阿蘭·貝爾賽,Ален Берсе,Alain Berset,Alain Berset,Alain Berset,Alain Berset,알랭 베르세,,آلان بيرسيت,Alain Berset,آلان بيرسيت,,Category:Alain Berset,,,Αλέν Μπερσέ,Alain Berset,Alain Berset,,Alain Berset,,אלן ברסה,Alain Berset,アラン・ベルセ,,알랭 베르세,,Alain Berset,,Alain Berset,Alain Berset,Alain Berset,,,"Берсе, Ален",,,,Alain Berset,Alain Berset,Alain Berset,Ален Берсе,,阿蘭·貝爾賽,/m/063cd9,Berset,,,,http://www.berset.ch,0000 0003 8587 0971,,,,,,,,,,,Alain Berset,,,,,,,,,,Alain Berset,,,,,,,,,,,,,,,,,,Alain Berset,,,,,,,,,,,,,,,,,,,,Alain Berset,,,,,,,,,,,Alēns Bersē,,,,,,,,,,,,,,,,,,,,Ալեն Բերսե,Ալեն Բերսե,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,3475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alēns Bersē,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alain Berset,Alain Berset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q124088,Fritz Platten,Fritz Platten,Fritz Platten,Fritz Platten,Fritz Platten,Fritz Platten,,Fritz Platten,Fritz Platten,Fritz Platten,Fritz Platten,Fritz Platten,Fritz Platten,,Fritz Platten,Fritz Platten,Fritz Platten,Fritz Platten,https://upload.wikimedia.org/wikipedia/commons/6/65/Fritz.platten.speaks.jpg,male,1883-07-08,Fritz,2957,,74645472,118594907,,,,,,,,n87906334,,,,弗裏茨·普拉藤,弗里茨·普拉藤,,弗裏茨·普拉藤,,,Fritz Platten,Fritz Platten,,,,,,Fritz Platten,フリッツ・プラッテン,,,Fritz Platten,Fritz Platten,"Платтен, Фридрих",,,Fritz Platten,,Fritz Platten,,,,,弗里茨·普拉廷,Фрідріх Платтен,,,,,,,,,,,Fritz Platten,,,,Fritz Platten,Fritz Platten,,Fritz Platten,,,Fritz Platten,,,,,,,,,Fritz Platten,Fritz Platten,,"Платтен, Фридрих",,,,Fritz Platten,,Fritz Platten,Фрідріх Платтен,,弗里茨·普拉廷,/m/08v3b3,Platten,,1942-04-22,,,0000 0000 8155 3301,,,,,,,,128456515,,,Fritz Platten,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fritz Platten,,,,,,,,,,,,,,,,,,,,,222844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ֆրիդրիխ Պլատեն,Ֆրիդրիխ Պլատեն,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1241261,Gottlieb Jäger,Gottlieb Jäger,Gottlieb Jäger,Gottlieb Jäger,Gottlieb Jäger,Gottlieb Jäger,,Gottlieb Jäger,Gottlieb Jäger,Gottlieb Jäger,Gottlieb Jäger,Gottlieb Jäger,Gottlieb Jäger,Gottlieb Jäger,Gottlieb Jäger,Gottlieb Jäger,Gottlieb Jäger,,,male,1805-12-28,Gottlieb,2409,,308179042,1049200411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,غوتليب جاغر,,غوتليب جاغر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/m/0_lmsnv,,,1891-04-25,,,,cnp01954597,,,,,,,,,,Gottlieb Jäger,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gottlieb Jäger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,judge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q124465,Titus Tobler,Titus Tobler,Titus Tobler,Titus Tobler,Titus Tobler,Titus Tobler,,Titus Tobler,Titus Tobler,Titus Tobler,Titus Tobler,Titus Tobler,Titus Tobler,Titus Tobler,Titus Tobler,Titus Tobler,Titus Tobler,,https://upload.wikimedia.org/wikipedia/commons/1/16/Titus_tobler.jpg,male,1806-06-25,Titus,3426,,84808672,117402656,,,,,,,,n85061030,,,,,,,,,,Titus Tobler,,טיטוס טובלר,,,,,,,,,,,Титус Тоблер,,,,,Titus Tobler,,,,,,,,,,,,,تيتوس توبلر,Titus Tobler,,,Category:Titus Tobler,,,,,,,,,טיטוס טובלר,,,,,,,,,,,,,"Тоблер, Титус",,,,Titus Tobler,,,,,,,Tobler,,1877-01-21,,,0000 0001 1680 7472,cnp01344736,,,,,,,110338723,,,Titus Tobler,,,,,,,,,,,,,,,,,,,,,,,,,,,,Titus Tobler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Titus Tobler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Titus Tobler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
