id,name__it,name__fr,name__en,name__de,name,wikipedia__it,gender,identifier__VIAF,birth_date,given_name,original_wikiname,name__nl,name__nb,name__da,name__nn,name__sv,name__eo,name__fi,wikipedia__en,identifier__ISNI,identifier__SUDOC,identifier__SBN_it,identifier__freebase,family_name,website,identifier__openpolis,name__pl,name__es,name__hu,name__zh,wikipedia__fr,wikipedia__pl,image,identifier__italian_cod,wikipedia__de,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__NTA,name__la,name__ca,name__vec,name__uk,name__ru,name__eml,wikipedia__ca,wikipedia__commons,wikipedia__eml,wikipedia__es,wikipedia__fi,wikipedia__itwikiquote,wikipedia__la,wikipedia__ru,wikipedia__uk,wikipedia__vec,name__tr,wikipedia__tr,identifier__FAST,name__yi,wikipedia__nl,wikipedia__yi,name__en_ca,name__en_gb,name__pt,name__de_ch,name__pt_br,name__fa,name__lmo,wikipedia__fa,wikipedia__lmo,wikipedia__pt,identifier__PTBNP,name__ro,wikipedia__ro,identifier__EuroparlMEP,twitter,facebook,name__nan,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__eu,name__he,name__ko,name__af,name__gl,name__ja,name__vi,name__el,name__ar,name__sk,name__mn,name__sr_el,name__sr_ec,name__ckb,name__th,name__cs,name__bg,name__ka,name__lt,name__sr,name__hr,name__war,name__be,name__is,name__be_tarask,name__az,name__mg,name__kk,name__hy,name__an,name__ast,name__bar,name__br,name__co,name__cy,name__de_at,name__et,name__frp,name__fur,name__ga,name__gd,name__gsw,name__ia,name__id,name__ie,name__io,name__kg,name__lb,name__li,name__lij,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__oc,name__pcd,name__pms,name__rm,name__sc,name__scn,name__sco,name__sl,name__sw,name__vls,name__vo,name__wa,name__wo,name__zu,name__sq,wikipedia__af,wikipedia__ar,wikipedia__ast,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__ckb,wikipedia__cs,wikipedia__da,wikipedia__dewikiquote,wikipedia__el,wikipedia__eu,wikipedia__gl,wikipedia__he,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__is,wikipedia__ja,wikipedia__ka,wikipedia__kk,wikipedia__ko,wikipedia__lt,wikipedia__mg,wikipedia__mn,wikipedia__no,wikipedia__simple,wikipedia__sk,wikipedia__sl,wikipedia__sr,wikipedia__sv,wikipedia__th,wikipedia__vi,wikipedia__war,wikipedia__zh_min_nan,wikipedia__zh,identifier__ULAN,identifier__CiNii,identifier__NDL,identifier__NLA,identifier__OLID,identifier__NKC,identifier__BNE,identifier__NNDB,identifier__CANTIC,identifier__Munzinger,identifier__GNC,death_date,wikipedia__eo,name__bm,name__frc,name__jam,name__kab,name__lv,name__pap,name__prg,name__rgn,name__vmf,identifier__youtube,identifier__NUKAT,name__kk_arab,name__kk_cn,name__kk_tr,name__kk_kz,name__kk_cyrl,name__kk_latn,name__mk,wikipedia__als,wikipedia__br,wikipedia__cswikiquote,wikipedia__cy,wikipedia__eswikiquote,wikipedia__et,wikipedia__glwikiquote,wikipedia__lb,wikipedia__mk,wikipedia__nn,wikipedia__scn,identifier__IMDB,identifier__MusicBrainz,identifier__BMLO,identifier__SELIBR,identifier__NLI,identifier__senate_nl,identifier__treccani,wikipedia__plwikiquote,wikipedia__slwikiquote,identifier__GTAA,name__bi,name__fy,name__mr,name__roa_tara,name__sh,name__ta,name__uz,name__yo,name__tl,name__lad,name__jv,name__bn,name__mt,name__ml,name__tw,name__sgs,name__mi,name__mwl,name__fo,name__yue,wikipedia__bat_smg,wikipedia__bi,wikipedia__bn,wikipedia__fo,wikipedia__fy,wikipedia__gd,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__itwikisource,wikipedia__jv,wikipedia__lad,wikipedia__lv,wikipedia__mi,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__mt,wikipedia__mwl,wikipedia__nap,wikipedia__nds,wikipedia__oc,wikipedia__pms,wikipedia__roa_tara,wikipedia__sco,wikipedia__sh,wikipedia__sq,wikipedia__ta,wikipedia__tl,wikipedia__tw,wikipedia__uz,wikipedia__wa,wikipedia__yo,wikipedia__zh_yue,identifier__CONOR,identifier__Britannica,name__os,wikipedia__os,identifier__AlloCine,identifier__allmovie,identifier__SFDb,identifier__PORT,wikipedia__itwikinews,name__cv,wikipedia__cv,identifier__britishmuseum,identifier__kinopoisk,identifier__BAV,name__pnb,name__hi,name__ht,name__ku_arab,name__ku_latn,name__ku,name__sa,name__new,name__ur,wikipedia__enwikiquote,wikipedia__ga,wikipedia__hi,wikipedia__ht,wikipedia__ku,wikipedia__new,wikipedia__pnb,wikipedia__sa,wikipedia__sw,wikipedia__ur,wikipedia__eswikinews,wikipedia__ruwikinews,wikipedia__srwikinews,identifier__parlement,name__qu,wikipedia__cawikiquote,wikipedia__qu,electoral_district,name__mzn,wikipedia__mzn,name__bcl,name__bs,name__ceb,name__ext,name__kn,name__ky,name__my,name__nov,name__vro,name__csb,name__wuu,wikipedia__an,wikipedia__bcl,wikipedia__bs,wikipedia__ceb,wikipedia__co,wikipedia__csb,wikipedia__eowikiquote,wikipedia__ext,wikipedia__fiu_vro,wikipedia__fiwikiquote,wikipedia__frwikiquote,wikipedia__hewikiquote,wikipedia__idwikiquote,wikipedia__kn,wikipedia__kowikiquote,wikipedia__ky,wikipedia__ltwikiquote,wikipedia__my,wikipedia__nov,wikipedia__nowikiquote,wikipedia__ptwikiquote,wikipedia__rm,wikipedia__ruwikiquote,wikipedia__sc,wikipedia__trwikiquote,wikipedia__ukwikiquote,wikipedia__wuu,wikipedia__zu,identifier__NLAtrove,identifier__elonet,identifier__CSFD,identifier__PACE,identifier__discogs,identifier__bigenc_ru,identifier__BIBSYS,occupation,identifier__nobel_prize,identifier__guardian_topic,identifier__nyt_topic,identifier__ORCID,name__hsb,name__dsb,name__pfl,name__frr,name__als,wikipedia__azb,name__azb,identifier__quora,identifier__snac,wikipedia__dewikinews,wikipedia__enwikinews,wikipedia__frwikinews,wikipedia__svwikinews,wikipedia__trwikinews,name__egl,identifier__wikitree,identifier__persee,wikipedia__tt,name__tt,wikipedia__am,name__am,identifier__google_plus,identifier__ne_se,identifier__songkick,identifier__ioc_athlete,identifier__NLP,identifier__LNB,wikipedia__bewikiquote,wikipedia__hsb,wikipedia__pap,instagram,name__arz,wikipedia__arz,identifier__dialnet,name__lfn,linkedin,identifier__google_knowledge,name__pa,wikipedia__pa,identifier__ssrn,identifier__TED,name__diq,name__ilo,name__tet,wikipedia__bswikiquote,wikipedia__eswikisource,wikipedia__ilo,wikipedia__itwikibooks,wikipedia__lfn,wikipedia__pmswikisource,wikipedia__tet,identifier__KLfG,identifier__DBNL,identifier__BVMC,identifier__BiblioNet,wikipedia__hrwikiquote,identifier__nlg,identifier__bna,identifier__N6I,identifier__CTHS,name__ay,wikipedia__ay,identifier__HDS,pseudonym,identifier__NPG,identifier__ODIS,wikipedia__bgwikiquote,identifier__zbMATH,identifier__MGP,name__zh_mo,name__zh_my,name__chr,name__ba,wikipedia__ba,wikipedia__chr,wikipedia__fawikiquote,identifier__JewishEnc,identifier__LAC,name__szl,name__kw,wikipedia__kw,wikipedia__szl,name__ee,name__kana,identifier__whoswho_france,identifier__italian_senate,name__te,wikipedia__nlwikinews
Q3745122,Filippo Bubbico,Filippo Bubbico,Filippo Bubbico,Filippo Bubbico,Filippo Bubbico,Filippo Bubbico,male,47928825,1954-02-26,Filippo,Filippo Bubbico,Filippo Bubbico,Filippo Bubbico,Filippo Bubbico,Filippo Bubbico,Filippo Bubbico,,,,0000 0000 5547 7683,,,,Bubbico,,,Filippo Bubbico,Filippo Bubbico,Filippo Bubbico,,Filippo Bubbico,Filippo Bubbico,https://upload.wikimedia.org/wikipedia/commons/8/80/Filippo_Bubbico_Senato.jpg,,,,no2007007048,,,,Filippo Bubbico,,,,,,Category:Filippo Bubbico,,,,,,,,,,,1665046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filippo Bubbico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filippo Bubbico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22720,,
Q3749564,Francesco Aracri,Francesco Aracri,Francesco Aracri,Francesco Aracri,Francesco Aracri,Francesco Aracri,male,,1952-07-11,Francesco,Francesco Aracri,Francesco Aracri,Francesco Aracri,Francesco Aracri,Francesco Aracri,Francesco Aracri,,,,,,,,Aracri,http://www.senato.it/leg/17/BGT/Schede/Attsen/00025568.htm,,,Francesco Aracri,,,,,https://upload.wikimedia.org/wikipedia/commons/7/74/Francesco_Aracri_datisenato_2013.jpg,302750,,,,,,,Francesco Aracri,,,,,,Category:Francesco Aracri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Francesco Aracri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Francesco Aracri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3750214,Francesco Maria Amoruso,Francesco Maria Amoruso,Francesco Maria Amoruso,Francesco Maria Amoruso,Francesco Maria Amoruso,Francesco Maria Amoruso,male,233052171,1956-08-01,Francesco,Francesco Maria Amoruso,Francesco Maria Amoruso,Francesco Maria Amoruso,Francesco Maria Amoruso,Francesco Maria Amoruso,Francesco Maria Amoruso,,,,0000 0004 1978 0860,,,,Amoruso,http://www.senato.it/leg/17/BGT/Schede/Attsen/00000063.htm,,,Francesco Maria Amoruso,,,,,https://upload.wikimedia.org/wikipedia/commons/7/74/Francesco_Maria_Amoruso_datisenato_2013.jpg,35040,,,,,,,Francesco Maria Amoruso,,,,,,Category:Francesco Maria Amoruso,,,,,,,,,,,,,,,,,,,,,Francesco Maria Amoruso,,Francesco Maria Amoruso,,,,,,,,,,,,,,,,,,,,,,,فرانسيسكو ماريا أموروزو,,,,,,,,,,,,,,,,,,,,,,Francesco Maria Amoruso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Francesco Maria Amoruso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3785,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leg=16&id=63,,
Q3756747,Gabriella Giammanco,Gabriella Giammanco,Gabriella Giammanco,Gabriella Giammanco,Gabriella Giammanco,Gabriella Giammanco,female,,1977-06-13,Gabriella,Gabriella Giammanco,Gabriella Giammanco,Gabriella Giammanco,Gabriella Giammanco,Gabriella Giammanco,Gabriella Giammanco,,,Gabriella Giammanco,,,,,Giammanco,http://www.senato.it/leg/18/BGT/Schede/Attsen/00025492.htm,332726,,Gabriella Giammanco,,,,,https://upload.wikimedia.org/wikipedia/commons/9/97/Gabriella_Giammanco_datisenato_2018.jpg,302957,,,,,,,Gabriella Giammanco,,,"Джамманко, Габриэлла",,,Category:Gabriella Giammanco,,,,,,"Джамманко, Габриэлла",,,,,,,,,,,,,,,,,,,,,,,gabrigiammanco,gabriella.giammanco.privato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriella Giammanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriella Giammanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/g/120x6lfy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3757091,Gaetano Quagliariello,Gaetano Quagliariello,Gaetano Quagliariello,Gaetano Quagliariello,Gaetano Quagliariello,Gaetano Quagliariello,male,17304241,1960-04-23,Gaetano,Gaetano Quagliariello,Gaetano Quagliariello,Gaetano Quagliariello,Gaetano Quagliariello,Gaetano Quagliariello,Gaetano Quagliariello,,Gaetano Quagliariello,Gaetano Quagliariello,0000 0000 8203 9558,,,,Quagliariello,,276217,Gaetano Quagliariello,Gaetano Quagliariello,,,Gaetano Quagliariello,Gaetano Quagliariello,https://upload.wikimedia.org/wikipedia/commons/4/46/Gaetano_Quagliariello_datisenato_2018.jpg,,Gaetano Quagliariello,137194609,n91124799,,,,Gaetano Quagliariello,,,"Квальярьелло, Гаэтано",,,Category:Gaetano Quagliariello,,,,Gaetano Quagliariello,,"Квальярьелло, Гаэтано",,,,,,,,,,,,,,,Gaetano Quagliariello,,Gaetano Quagliariello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gaetano Quagliariello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gaetano Quagliariello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,268233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18715,,
Q3762291,Giacomo Stucchi,Giacomo Stucchi,Giacomo Stucchi,Giacomo Stucchi,Giacomo Stucchi,Giacomo Stucchi,male,,1969-02-20,Giacomo,Giacomo Stucchi,Giacomo Stucchi,Giacomo Stucchi,Giacomo Stucchi,Giacomo Stucchi,Giacomo Stucchi,,,Giacomo Stucchi,,,,,Stucchi,,,,Giacomo Stucchi,,,,,https://upload.wikimedia.org/wikipedia/commons/0/03/Giacomo_Stucchi_datisenato_2013.jpg,50130,,,,,,,Giacomo Stucchi,,,,,,Category:Giacomo Stucchi,,,,,,,,,,,,,,,,,,,,,Giacomo Stucchi,,Giacomo Stucchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giacomo Stucchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giacomo Stucchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3762969,Giancarlo Serafini,Giancarlo Serafini,Giancarlo Serafini,Giancarlo Serafini,Giancarlo Serafini,Giancarlo Serafini,male,,1941-03-02,Giancarlo,Giancarlo Serafini,Giancarlo Serafini,Giancarlo Serafini,Giancarlo Serafini,Giancarlo Serafini,Giancarlo Serafini,,,,,,,,Serafini,http://www.senato.it/leg/17/BGT/Schede/Attsen/00025207.htm,,,Giancarlo Serafini,,,,,https://upload.wikimedia.org/wikipedia/commons/b/bc/Giancarlo_Serafini_datisenato_2018.jpg,303122,,,,,,,Giancarlo Serafini,,,,,,Category:Giancarlo Serafini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giancarlo Serafini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giancarlo Serafini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25207,,
Q3762995,Gianclaudio Bressa,Gianclaudio Bressa,Gianclaudio Bressa,Gianclaudio Bressa,Gianclaudio Bressa,Gianclaudio Bressa,male,,1956-01-16,,Gianclaudio Bressa,Gianclaudio Bressa,Gianclaudio Bressa,Gianclaudio Bressa,Gianclaudio Bressa,Gianclaudio Bressa,,,,,,,,Bressa,,239,,Gianclaudio Bressa,,,Gianclaudio Bressa,,https://upload.wikimedia.org/wikipedia/commons/4/42/Gianclaudio_Bressa_datisenato_2018.jpg,50437,Gianclaudio Bressa,,,,,,Gianclaudio Bressa,,,,,,Category:Gianclaudio Bressa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gianclaudio Bressa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gianclaudio Bressa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3763333,Gianluigi Paragone,Gianluigi Paragone,Gianluigi Paragone,Gianluigi Paragone,Gianluigi Paragone,Gianluigi Paragone,male,91171667,1971-08-07,Gianluigi,Gianluigi Paragone,Gianluigi Paragone,Gianluigi Paragone,Gianluigi Paragone,Gianluigi Paragone,Gianluigi Paragone,,,,0000 0000 6548 9258,,,,Paragone,http://www.senato.it/leg/18/BGT/Schede/Attsen/00032680.htm,,,Gianluigi Paragone,,,Gianluigi Paragone,,https://upload.wikimedia.org/wikipedia/commons/5/53/Gianluigi_Paragone_datisenato_2018.jpg,,,,no2009111114,,,,Gianluigi Paragone,,,,,,Category:Gianluigi Paragone,,,,Gianluigi Paragone,,,,,,,,,,,Gianluigi Paragone,Gianluigi Paragone,,,,,,,,,,Gianluigi Paragone,,,,,,,,,,,,,,,,Gianluigi Paragone,,,,,,,,,,,,,,,,,,,,,,,,,,Gianluigi Paragone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gianluigi Paragone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3763733,Gianpaolo Vallardi,Gianpaolo Vallardi,Gianpaolo Vallardi,Gianpaolo Vallardi,Gianpaolo Vallardi,Gianpaolo Vallardi,male,,1962-02-08,Gianpaolo,Gianpaolo Vallardi,Gianpaolo Vallardi,Gianpaolo Vallardi,Gianpaolo Vallardi,Gianpaolo Vallardi,Gianpaolo Vallardi,,,,,,,,Vallardi,,,,Gianpaolo Vallardi,,,,,https://upload.wikimedia.org/wikipedia/commons/e/e2/Gianpaolo_Vallardi_datisenato_2018.jpg,303118,,,,,,,Gianpaolo Vallardi,,,,,,Category:Gianpaolo Vallardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gianpaolo Vallardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gianpaolo Vallardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leg=16&id=25218,,
Q3764245,Gilberto Pichetto Fratin,Gilberto Pichetto Fratin,Gilberto Pichetto Fratin,Gilberto Pichetto Fratin,Gilberto Pichetto Fratin,Gilberto Pichetto Fratin,male,,1954-01-04,Gilberto,Gilberto Pichetto Fratin,Gilberto Pichetto Fratin,Gilberto Pichetto Fratin,Gilberto Pichetto Fratin,Gilberto Pichetto Fratin,Gilberto Pichetto Fratin,,,,,,,,Pichetto,,,,Gilberto Pichetto Fratin,,,,,https://upload.wikimedia.org/wikipedia/commons/1/1e/Gilberto_Pichetto_Fratin_datisenato_2018.jpg,,,,,,,,Gilberto Pichetto Fratin,,,,,,Category:Gilberto Pichetto Fratin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gilberto Pichetto Fratin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gilberto Pichetto Fratin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leg=18&id=25199,,
Q3765788,Giorgio Tonini,Giorgio Tonini,Giorgio Tonini,Giorgio Tonini,Giorgio Tonini,Giorgio Tonini,male,101303347,1959-01-05,Giorgio,Giorgio Tonini,Giorgio Tonini,Giorgio Tonini,Giorgio Tonini,Giorgio Tonini,Giorgio Tonini,,,,0000 0001 1777 5249,,,,Tonini,http://www.giorgiotonini.it/,1744,,Giorgio Tonini,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c3/Giorgio_Tonini.jpg,300609,,13957834X,n85101140,,071799168,,Giorgio Tonini,,,,,,Category:Giorgio Tonini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giorgio Tonini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giorgio Tonini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n2008054426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leg=16&id=17651,,
