id,name__en,name__ca,name__es,name__fr,name__nl,name__sco,name__de,name__tr,name__hu,name,wikipedia__ca,wikipedia__en,wikipedia__fr,wikipedia__tr,image,gender,birth_date,original_wikiname,name__oc,name__it,name__nb,name__da,name__nn,name__sv,name__mg,wikipedia__mg,wikipedia__oc,wikipedia__sco,given_name,name__ru,family_name,wikipedia__ru,identifier__VIAF,website,twitter,wikipedia__commons,death_date,name__zh,wikipedia__enwikiquote,wikipedia__zh,wikipedia__de,name__ja,wikipedia__enwikisource,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__ang,name__he,name__ko,name__mi,name__ms,name__gl,name__et,name__id,name__bn,name__el,name__ar,name__pt,name__eo,name__sr_el,name__sr_ec,name__fi,name__cy,name__cs,name__sgs,name__mr,name__fa,name__io,name__rm,name__az,name__hr,name__lt,name__tpi,name__eu,name__sr,name__vi,name__be,name__uk,name__ast,name__ne,name__ml,wikipedia__ang,wikipedia__ar,wikipedia__ast,wikipedia__az,wikipedia__bat_smg,wikipedia__be,wikipedia__bn,wikipedia__cs,wikipedia__cy,wikipedia__da,wikipedia__el,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__gl,wikipedia__he,wikipedia__hr,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__lt,wikipedia__mi,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__pl,wikipedia__pt,wikipedia__simple,wikipedia__sr,wikipedia__sv,wikipedia__tpi,wikipedia__uk,wikipedia__vi,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__SUDOC,identifier__IMDB,honorific_prefix,identifier__freebase,identifier__NKC,identifier__NNDB,identifier__Munzinger,identifier__FAST,facebook,identifier__NLAtrove,identifier__BNF,identifier__NDL,identifier__NTA,name__yue,wikipedia__zh_yue,name__af,name__an,name__bar,name__bm,name__br,name__co,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__ia,name__ie,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lv,name__min,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__ro,name__sc,name__scn,name__sk,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,identifier__ULAN,name__qu,name__sm,name__uz,name__ta,name__mk,name__yo,name__sh,name__wuu,name__la,name__hi,name__th,name__hif,wikipedia__enwikinews,wikipedia__ga,wikipedia__hif,wikipedia__hi,wikipedia__hu,wikipedia__la,wikipedia__lb,wikipedia__lv,wikipedia__mk,wikipedia__qu,wikipedia__ro,wikipedia__ruwikinews,wikipedia__sh,wikipedia__sm,wikipedia__ta,wikipedia__th,wikipedia__uz,wikipedia__wuu,wikipedia__yo,identifier__OpenPlaques,name__tl,wikipedia__tl,identifier__CANTIC,name__sl,wikipedia__sl,name__bg,wikipedia__bgwikiquote,identifier__MusicBrainz,identifier__senate_nl,wikipedia__plwikiquote,identifier__discogs,identifier__Britannica,identifier__wikitree,occupation,wikipedia__fawikiquote,wikipedia__ptwikiquote,identifier__nlg,identifier__NLA,wikipedia__sq,name__hy,wikipedia__hy,name__sq,wikipedia__azb,name__azb,name__as,name__bs,name__ceb,name__de_formal,name__dsb,name__eml,name__fo,name__frr,name__fy,name__hsb,name__is,name__mt,name__nl_informal,name__se,name__ht,name__jv,name__su,name__ay,wikipedia__br,wikipedia__kk,identifier__snac,name__kk,wikipedia__eowikinews,identifier__quora,wikipedia__sk,name__or,name__ext,wikipedia__ie,identifier__BIBSYS,identifier__NUKAT,instagram,wikipedia__kn,name__ace,name__kn,identifier__SELIBR,identifier__LNB,identifier__GNC,wikipedia__zh_min_nan,wikipedia__is,wikipedia__te,name__te,wikipedia__ka,name__nan,name__ka,identifier__GTAA,name__aa,name__bcl,name__bi,name__cdo,name__ch,name__cho,name__chy,name__cr,name__crh_latn,name__csb,name__cu,name__diq,name__ff,name__fj,name__gn,name__got,name__gv,name__hak,name__haw,name__hif_latn,name__ho,name__hz,name__ig,name__ik,name__ike_latn,name__ilo,name__jbo,name__kaa,name__ki,name__kj,name__kk_latn,name__kl,name__kr,name__ksh,name__ku_latn,name__kw,name__lad,name__lg,name__lmo,name__ln,name__lo,name__ltg,name__map_bms,name__mh,name__mo,name__mus,name__mwl,name__my,name__na,name__nah,name__nov,name__nso,name__nv,name__om,name__pag,name__pam,name__pdc,name__pih,name__rmy,name__rn,name__ruq_latn,name__rw,name__sg,name__shi_latn,name__sn,name__so,name__srn,name__ss,name__st,name__stq,name__szl,name__tet,name__tg_latn,name__tk,name__tn,name__to,name__ts,name__tt,name__tt_latn,name__tum,name__tw,name__ty,name__ug_latn,name__ve,name__vep,name__war,name__xh,name__za,name__zea,wikipedia__bg,identifier__OLID
Q3729808,Chris Auchinvole,Chris Auchinvole,Chris Auchinvole,Chris Auchinvole,Chris Auchinvole,Chris Auchinvole,Chris Auchinvole,,Chris Auchinvole,Chris Auchinvole,Chris Auchinvole,Chris Auchinvole,,,,male,1945-03-07,Chris Auchinvole,,Chris Auchinvole,Chris Auchinvole,Chris Auchinvole,Chris Auchinvole,Chris Auchinvole,,,,Chris Auchinvole,Chris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chris Auchinvole,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3798833,Nanaia Mahuta,Nanaia Mahuta,Nanaia Mahuta,Nanaia Mahuta,Nanaia Mahuta,Nanaia Mahuta,Nanaia Mahuta,,Nanaia Mahuta,Nanaia Mahuta,Nanaia Mahuta,Nanaia Mahuta,Nanaia Mahuta,,https://upload.wikimedia.org/wikipedia/commons/8/87/Nanaia_Mahuta.jpg,female,1970-08-21,Nanaia Mahuta,,,,,,,,,,Nanaia Mahuta,,,,,,http://nanaiamahuta.org.nz/,,Category:Nanaia Mahuta,,,,,,ナナイア・マフータ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/m/043sl4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nanaia Mahuta,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q40969839,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,,Anahila Kanongata'a-Suisuiki,,,https://upload.wikimedia.org/wikipedia/commons/d/d7/Anahila_Kanongata'a-Suisuiki_2017.jpg,female,1969,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,,,,,,,,,,,Category:Anahila Kanongata'a-Suisuiki,,,,,,,,,,,,,,Anahila Kanongata'a-Suisuiki,,,,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,,,,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,,,,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,,Anahila Kanongata'a-Suisuiki,,Anahila Kanongata'a-Suisuiki,,,Anahila Kanongata'a-Suisuiki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,Anahila Kanongata'a-Suisuiki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q41424038,Nicola Willis,,,,,,,,,Nicola Willis,,Nicola Willis (politician),,,https://upload.wikimedia.org/wikipedia/commons/3/3a/Nicola_Willis_2017_(cropped).jpg,female,1981-03-07,,,,,,,,,,,,Nicola,,Willis,,,,NicolaWillisMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicola Willis,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q41498722,Priyanca Radhakrishnan,,,,,,,,,Priyanca Radhakrishnan,,Priyanca Radhakrishnan,,,https://upload.wikimedia.org/wikipedia/commons/5/5e/Priyanca_Radhakrishnan_crop.jpg,female,,Priyanca Radhakrishnan,,,,,,,,,,,,,,,,,priyancanzlp,Category:Priyanca Radhakrishnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q41498725,Ginny Andersen,,,,,,,,,Ginny Andersen,,Ginny Andersen,,,https://upload.wikimedia.org/wikipedia/commons/9/95/Virginia_Andersen.jpg,female,,Ginny Andersen,,,,,,,,,,,,,Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q41498728,Duncan Webb,,,Duncan Webb,,,,,,Duncan Webb,,Duncan Webb,,,https://upload.wikimedia.org/wikipedia/commons/3/38/Duncan_Webb.jpg,male,1968,Duncan Webb,,,,,,,,,,,Duncan,,Webb,,,,,Category:Duncan Webb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q41498732,Deborah Russell,,,,,,,,,Deborah Russell,,Deborah Russell,,,https://upload.wikimedia.org/wikipedia/commons/c/cd/DeborahRussell-1-2_copy.tif,female,1966-01-14,Deborah Russell,,,,,,,,,,,Deborah,,Russell,,,,,Category:Deborah Russell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q41498735,Jan Tinetti,,,,,,,,,Jan Tinetti,,Jan Tinetti,,,https://upload.wikimedia.org/wikipedia/commons/c/c1/Jan_Tinetti_crop.jpg,female,,Jan Tinetti,,,,,,,,,,,,,,,,,,Category:Jan Tinetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q41498738,Willow-Jean Prime,,,,,,,,,Willow-Jean Prime,,Willow-Jean Prime,,,,female,,Willow-Jean Prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q41498745,Kiri Allan,,,,,,,,,Kiri Allan,,Kiri Allan,,,https://upload.wikimedia.org/wikipedia/commons/7/78/Kiritapu_Allen.jpg,female,1984,Kiri Allan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q41498748,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,,Jo Luxton,,,https://upload.wikimedia.org/wikipedia/commons/9/96/Jo_Luxton_crop.jpg,female,1973,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,,,,Jo-Anne,,Luxton,,,,,Category:Jo Luxton,,,,,,,,,,,,,,Jo Luxton,,,,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,,,,Jo Luxton,Jo Luxton,Jo Luxton,,Jo Luxton,Jo Luxton,Jo Luxton,,,,Jo Luxton,Jo Luxton,,Jo Luxton,Jo Luxton,,Jo Luxton,,Jo Luxton,,,Jo Luxton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,Jo Luxton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jo Luxton,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q41498753,Liz Craig,,,,Liz Craig,,Liz Craig,,,Liz Craig,,Liz Craig,,,https://upload.wikimedia.org/wikipedia/commons/6/6a/Liz_Craig.jpg,female,1967,Liz Craig,,,,,,,,,,,Liz,,Craig,,,,,Category:Liz Craig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q41498755,Marja Lubeck,,,,,,,,,Marja Lubeck,,Marja Lubeck,,,https://upload.wikimedia.org/wikipedia/commons/5/57/Marja_Lubeck_crop.jpg,female,,Marja Lubeck,,,,,,,,,,,,,,,,,,Category:Marja Lubeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q41498758,Jamie Strange,,,,,,,,,Jamie Strange,,Jamie Strange,,,https://upload.wikimedia.org/wikipedia/commons/f/fe/Jamie_Strange_crop.jpg,male,1976,Jamie Strange,,,,,,,,,,,Jamie,,,,,,,Category:Jamie Strange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,musician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q41498761,Kieran McAnulty,,,,,,,,,Kieran McAnulty,,Kieran McAnulty,,,https://upload.wikimedia.org/wikipedia/commons/b/be/Kieran_McAnulty_crop.jpg,male,1985,Kieran McAnulty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q41672227,Tim van de Molen,,,,,,,,,Tim van de Molen,,Tim van de Molen,,,,male,,Tim van de Molen,,,,,,,,,,,Tim,,,,,,timvandemolen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q41672229,Erica Stanford,,,,,,,,,Erica Stanford,,Erica Stanford,,,,female,,Erica Stanford,,,,,,,,,,,Erica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q41672238,Chris Penk,,,,,,,,,Chris Penk,,Chris Penk,,,,male,,Chris Penk,,,,,,,,,,,Chris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
