id,name__en,name,wikipedia__en,gender,original_wikiname,name__de,name__nl,name__fr,name__es,name__hu,wikipedia__de,image,birth_date,given_name,name__nb,name__da,name__nn,name__sv,name__sco,wikipedia__sco,name__fa,name__ru,family_name,identifier__ISNI,identifier__VIAF,name__zh_hant,name__zh_cn,name__ja,wikipedia__es,identifier__GND,identifier__LCAuth,identifier__SUDOC,identifier__hansard,wikipedia__commons,name__ro,wikipedia__fr,wikipedia__gd,identifier__freebase,identifier__FAST,name__pl,name__gd,name__cy,name__zh,name__id,name__br,name__he,name__la,name__mk,name__el,name__ca,name__eu,name__az,name__oc,name__fi,name__uk,name__ie,name__is,name__it,name__pt,name__yue,name__bar,name__fy,name__ko,name__eo,name__tr,name__ka,wikipedia__az,wikipedia__bar,wikipedia__br,wikipedia__ca,wikipedia__cy,wikipedia__da,wikipedia__el,wikipedia__eo,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__fy,wikipedia__he,wikipedia__hu,wikipedia__id,wikipedia__ie,wikipedia__is,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pl,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ru,wikipedia__simple,wikipedia__sv,wikipedia__tr,wikipedia__uk,wikipedia__zh_yue,wikipedia__zh,twitter,identifier__parliamentDOTuk,identifier__publicwhip,identifier__TWFY,identifier__bbc_democracy_live,facebook,death_date,name__fo,name__kl,website,identifier__IIAF,noble_title,name__en_gb,name__af,name__an,name__cs,name__gl,name__sh,name__bg,name__be,name__be_tarask,name__vi,name__ar,name__mg,wikipedia__af,wikipedia__an,wikipedia__ar,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__cawikiquote,wikipedia__cs,wikipedia__enwikiquote,wikipedia__eowikinews,wikipedia__gl,wikipedia__mg,wikipedia__sh,wikipedia__vi,identifier__Munzinger,identifier__GNC,identifier__GTAA,name__ga,wikipedia__ga,name__nds,name__en_ca,name__de_ch,identifier__current_hansard,identifier__EuroparlMEP,wikipedia__ro,identifier__BNF,identifier__NTA,identifier__Oxforddnb,identifier__NPG,identifier__CANTIC,identifier__N6I,name__io,name__qu,wikipedia__io,wikipedia__qu,identifier__Britannica,identifier__NLA,identifier__SELIBR,identifier__NUKAT,identifier__journalisted,name__sr_el,name__sr_ec,name__sr,wikipedia__sr,wikipedia__et,name__et,name__ast,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__gsw,name__hr,name__ia,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sk,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,name__zh_hk,identifier__NNDB,name__zh_hans,name__zh_mo,name__zh_my,name__zh_sg,name__zh_tw,identifier__guardian_topic,wikipedia__enwikinews,occupation,identifier__wikitree,identifier__ne_se,name__ty,identifier__quora,identifier__snac,wikipedia__eml,name__eml,identifier__BBC_things,name__or,name__ext,identifier__google_knowledge,identifier__PACE,wikipedia__bewikiquote,name__sl,name__hy,identifier__BIBSYS,identifier__national_archives,honorific_prefix,wikipedia__nlwikinews,wikipedia__ms,identifier__LNB,wikipedia__enwikisource,wikipedia__te,identifier__rush,wikipedia__azb,name__te,name__kn,honorific_suffix,identifier__CONOR,identifier__BNE,name__azb,identifier__NLI,identifier__NLAtrove,wikipedia__ast,name__bn,identifier__NKC
Q1177153,David Whitton,David Whitton,David Whitton,male,David Whitton,David Whitton,David Whitton,David Whitton,David Whitton,David Whitton,David Whitton,,1952-04-22,David,David Whitton,David Whitton,David Whitton,David Whitton,,,,,,,,,,,,,,,,,,,,/m/02qzcbz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,David Whitton,,,,,,,,,,,,,,,,,,,,,,
Q1189028,Dennis Canavan,Dennis Canavan,Dennis Canavan,male,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,,1942-08-08,Dennis,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,,Деннис Канаван,Canavan,0000 0000 7520 157X,106844005,,,,,1017185824,no2010001699,158904990,mr-dennis-canavan,,Dennis Canavan,,,/m/025q2r,,Dennis Canavan,Dennis Canavan,Dennis Canavan,,Dennis Canavan,Dennis Canavan,,,,,Dennis Canavan,Dennis Canavan,,Dennis Canavan,Dennis Canavan,,Dennis Canavan,,Dennis Canavan,Dennis Canavan,,Dennis Canavan,,,Dennis Canavan,Dennis Canavan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,,,,,Dennis Canavan,,Dennis Canavan,,,,,,,,,,,,,,,,,,Dennis Canavan,,Dennis Canavan,Dennis Canavan,Dennis Canavan,,,,,,,,,,Dennis Canavan,,,,,,,,,,,,,,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,Dennis Canavan,,,,,,,,,,politician,,,,,,,,,,,,,,Dennis Canavan,,,,,,,,,,174,,,,,,,,,,,,
Q1189468,Dennis Robertson,Dennis Robertson,Dennis Robertson (politician),male,Dennis Robertson (politician),Dennis Robertson,Dennis Robertson,Dennis Robertson,Dennis Robertson,Dennis Robertson,Dennis Robertson,https://upload.wikimedia.org/wikipedia/commons/3/33/DennisRobertson20120627.jpg,1956-08-14,Dennis,,,,,,,,Дэннис Робертсон,Robertson,,,,,,,,,,,,,,,/m/0gmh0wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Dennis Robertson,,,,,,,,,,,,,,,,,,,,,,
Q1200005,Derek Brownlee,Derek Brownlee,Derek Brownlee,male,Derek Brownlee,Derek Brownlee,Derek Brownlee,Derek Brownlee,Derek Brownlee,Derek Brownlee,Derek Brownlee,,1974-08-10,Derek,,,,,,,,,,,,,,,,,,,,,,,,/m/0bknwl,,,,,德瑞克·布朗利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Derek Brownlee,,,,,,,,,,,,,,,,,,,,,,
Q1200058,Derek Mackay,Derek Mackay,Derek Mackay,male,Derek Mackay,Derek Mackay,Derek Mackay,Derek Mackay,Derek Mackay,Derek Mackay,Derek Mackay,https://upload.wikimedia.org/wikipedia/commons/6/63/DerekMacKayMSP20110509.JPG,1977-07-30,Derek,,,,,Derek Mackay,Derek Mackay,,,,,,,,,,,,,,Category:Derek Mackay,,,Derek Mackay,/m/0gtwp0t,,,Derek Mackay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DerekMackaySNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Derek Mackay,,,,,,,,,,,,,,,,,,,,,,
Q1200458,Des McNulty,Des McNulty,Des McNulty,male,Des McNulty,Des McNulty,Des McNulty,Des McNulty,Des McNulty,Des McNulty,Des McNulty,https://upload.wikimedia.org/wikipedia/commons/e/eb/Des_McNulty.jpg,1952-07-28,Des,,,,,,,,,,,,,,,,,,,,,,,,/m/0bknf4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Des McNulty,,,,,,,,,,,,,,,,,,,,,,
Q121780,Michael Matheson,Michael Matheson,Michael Matheson (politician),male,Michael Matheson (politician),Michael Matheson,Michael Matheson,Michael Matheson,Michael Matheson,Michael Matheson,Michael Matheson,https://upload.wikimedia.org/wikipedia/commons/2/2e/MichaelMathesonMSP20110507.JPG,1970-09-08,Michael,,,,,Michael Matheson,Michael Matheson (politeecian),,,Matheson,,,,,,,,,,,,,,Mìcheil MacMhathain,/m/03nh4q,,,Mìcheil MacMhathain,,,,,,,,,Michael Matheson,,,Michael Matheson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MathesonMichael,,,,,,,,,http://www.michaelmathesonmsp.org,,,,,,,,,,,,,مايكل ماثيسون,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Michael Matheson,,,,,,,,,,,,,,,,,,,,,,
Q1225080,John Farquhar Munro,John Farquhar Munro,John Farquhar Munro,male,John Farquhar Munro,John Farquhar Munro,John Farquhar Munro,John Farquhar Munro,John Farquhar Munro,John Farquhar Munro,John Farquhar Munro,https://upload.wikimedia.org/wikipedia/commons/b/b3/Iain_Fearchar_Rothach_aig_SMO.jpg,1934-08-26,John,John Farquhar Munro,John Farquhar Munro,John Farquhar Munro,John Farquhar Munro,,,,,,,,,,,,,,,,,,,Iain Fearchar Rothach,/m/040l5q,,,Iain Fearchar Rothach,John Farquhar Munro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,John Farquhar Munro,,,,,,,,,,,,,,,,,,,,,,
Q1231522,Jackson Carlaw,Jackson Carlaw,Jackson Carlaw,male,Jackson Carlaw,Jackson Carlaw,Jackson Carlaw,Jackson Carlaw,Jackson Carlaw,Jackson Carlaw,Jackson Carlaw,https://upload.wikimedia.org/wikipedia/commons/d/d0/JacksonCarlawMSP20110509.JPG,1959-04-12,Jackson,,,,,Jackson Carlaw,Jackson Carlaw,,,,,,,,,,,,,,,,,Jackson Carlaw,/m/02qrhl_,,,Jackson Carlaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlaw4Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Jackson Carlaw,,,,,,,,,,,,,,,,,,,,,,
Q1247554,Jim Tolson,Jim Tolson,Jim Tolson,male,Jim Tolson,Jim Tolson,Jim Tolson,Jim Tolson,Jim Tolson,Jim Tolson,Jim Tolson,https://upload.wikimedia.org/wikipedia/commons/c/c7/Jim_Tolson.jpg,1965-05-26,Jim,,,,,,,,,,,,,,,Jim Tolson,,,,,Category:Jim Tolson,,,,/m/02r1hy1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Jim Tolson,,,,,,,,,,,,,,,,,,,,,,
Q1258767,Drew Smith,Drew Smith,Drew Smith,male,Drew Smith,Drew Smith,Drew Smith,Drew Smith,Drew Smith,Drew Smith,Drew Smith,https://upload.wikimedia.org/wikipedia/commons/a/a1/DrewSmithMSP20110614.jpg,"",Drew,Drew Smith,Drew Smith,Drew Smith,Drew Smith,,,,Дрю Смит,Smith,,,,,,,,,,,,,,,/m/0gmgmzy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://drewsmith.org.uk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Drew Smith,,,,,,,,,,,,,,,,,,,,,,
Q1265397,Duncan Hamilton,Duncan Hamilton,Duncan Hamilton (politician),male,Duncan Hamilton (politician),Duncan Hamilton,Duncan Hamilton,Duncan Hamilton,Duncan Hamilton,Duncan Hamilton,Duncan Hamilton (Politiker),,1973,Duncan,,,,,,,دانکن همیلتون,,Hamilton,,,,,,,,,,,,,,,/m/0blh0z,,,,,,,,,,,,,,,,,,,,,,,,,,,Duncan Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Duncan Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Duncan Hamilton,Duncan Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,advocate,,,,,,,,,,,,,,Duncan Hamilton,,,,,,,,,,,,,,,,,,,,,,
Q1265439,Duncan McNeil,Duncan McNeil,Duncan McNeil,male,Duncan McNeil,Duncan McNeil,Duncan McNeil,Duncan McNeil,Duncan McNeil,Duncan McNeil,Duncan McNeil,https://upload.wikimedia.org/wikipedia/commons/f/fb/DuncanMcNeilMSP20110511.JPG,1950-09-07,Duncan,Duncan McNeil,Duncan McNeil,Duncan McNeil,Duncan McNeil,,,,,McNeil,,,,,,,,,,,Category:Duncan McNeil,,,,/m/0414x5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.duncanmcneil.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Duncan McNeil,,,,,,,,,,,,,,,,,,,,,,
Q1267804,Mary Mulligan,Mary Mulligan,Mary Mulligan,female,Mary Mulligan,Mary Mulligan,Mary Mulligan,Mary Mulligan,Mary Mulligan,Mary Mulligan,Mary Mulligan,https://upload.wikimedia.org/wikipedia/commons/8/87/MaryMulligan.jpg,1960-02-12,Mary,Mary Mulligan,Mary Mulligan,Mary Mulligan,Mary Mulligan,,,,,Mulligan,,,,,,,,,,,Category:Mary Mulligan,,,,/m/0bk1mh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Mary Mulligan,,,,,,,,,,,,,,,,,,,,,,
Q1281543,Marilyn Livingstone,Marilyn Livingstone,Marilyn Livingstone,female,Marilyn Livingstone,Marilyn Livingstone,Marilyn Livingstone,Marilyn Livingstone,Marilyn Livingstone,Marilyn Livingstone,Marilyn Livingstone,,1952-09-30,Marilyn,,,,,,,,,,,,,,,,,,,,,,,,/m/0bk0v6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Marilyn Livingstone,,,,,,,,,,,,,,,,,,,,,,
Q1282862,George Adam,George Adam,George Adam,male,George Adam,George Adam,George Adam,George Adam,George Adam,George Adam,George Adam,https://upload.wikimedia.org/wikipedia/commons/f/f4/George_outside_Paisley'sTown_Hall.JPG,1969-06-08,George,,,,,George Adam,George Adam,جرج آدام,,,,,,,,,,,,,Category:George Adam,,,George Adam,/m/0gtth2m,,,George Adam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GeorgeAdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,George Adam,,,,,,,,,,,,,,,,,,,,,,
Q1285630,Marlyn Glen,Marlyn Glen,Marlyn Glen,female,Marlyn Glen,Marlyn Glen,Marlyn Glen,Marlyn Glen,Marlyn Glen,Marlyn Glen,Marlyn Glen,https://upload.wikimedia.org/wikipedia/commons/f/fa/Marlyn-Glen.jpg,1951-09-30,,Marlyn Glen,Marlyn Glen,Marlyn Glen,Marlyn Glen,,,,,Glen,,,,,,,,,,,,,,,/m/0bj_7w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.marlynglen.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Marlyn Glen,,,,,,,,,,,,,,,,,,,,,,
Q1300245,Maureen Macmillan,Maureen Macmillan,Maureen Macmillan,female,Maureen Macmillan,Maureen Macmillan,Maureen Macmillan,Maureen Macmillan,Maureen Macmillan,Maureen Macmillan,Maureen Macmillan,,1943-02-09,Maureen,Maureen Macmillan,Maureen Macmillan,Maureen Macmillan,Maureen Macmillan,,,,,,,,,,,,,,,,,,,,/m/0bk115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Maureen Macmillan,,,,,,,,,,,,,,,,,,,,,,
Q132040,Jack McConnell,Jack McConnell,Jack McConnell,male,Jack McConnell,Jack McConnell,Jack McConnell,Jack McConnell,Jack McConnell,Jack McConnell,Jack McConnell,https://upload.wikimedia.org/wikipedia/commons/d/db/P7210286.jpg,1960-06-30,Jack,Jack McConnell,,,Jack McConnell,Jack McConnell,Jack McConnell,,,McConnell,0000 0003 8240 406X,264402638,傑克·麥克康耐爾,杰克·麦克康耐尔,ジャック・マコンネル,Jack McConnell,,nr2004001237,120475928,,Category:Jack McConnell,,Jack McConnell,Seac MacConaill,/m/02fv0g,1586498,Jack McConnell,Seac MacDhòmhnaill,,麥凱倫,,,,,,,,,,,Jack McConnell,Джек Макконнелл,,,Jack McConnell,,,,,,,,,,,,,,,,,,,Jack McConnell,,,Jack McConnell,,,,Jack McConnell,,,,,Jack McConnell,Jack McConnell,,Jack McConnell,,,,,Jack McConnell,,Джек Макконнелл,,,,lords/lord-mcconnell-of-glenscorrodale/4168,,,,,,,,,,Baron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jack McConnell,Jack McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,McConnell-2141,,,,w6sn2k7f,,,,,,,,,Jack McConnell,,,,,,,,,,,,,,,,,,,,,,
Q13224746,Christian Allard,Christian Allard,Christian Allard,male,Christian Allard,Christian Allard,Christian Allard,Christian Allard,,,Christian Allard,,1964-03-31,Christian,,,,,Christian Allard,Christian Allard,,Кристиан Аллард,Allard,,,,,,,,,,,,,Christian Allard,,,,,,,克里斯蒂安·阿拉德,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,克里斯蒂安·阿拉德,,,,,,,,,,,,,,,,,,,,,,,كريستيان ألارد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Christian Allard,,,,,,,,,,,,,,,,,,,,,,
Q1324826,Elaine Murray,Elaine Murray,Elaine Murray,female,Elaine Murray,Elaine Murray,Elaine Murray,Elaine Murray,Elaine Murray,Elaine Murray,Elaine Murray,https://upload.wikimedia.org/wikipedia/commons/9/9f/Elaine_Murray.jpg,1954-12-22,Elaine,,,,,,,,,Murray,,,,,,,,,,,Category:Elaine Murray,,,,/m/0bk1qy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Elaine Murray,,,,,,,,,,,,,,,,,,,,,,
Q1324835,Elaine Thomson,Elaine Thomson,Elaine Thomson,female,Elaine Thomson,Elaine Thomson,Elaine Thomson,Elaine Thomson,Elaine Thomson,Elaine Thomson,Elaine Thomson,,1957,Elaine,,,,,,,,,Thomson,,,,,,,,,,,,,,,/m/0blfwd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Elaine Thomson,,,,,,,,,,,,,,,,,,,,,,
Q1339371,Tavish Scott,Tavish Scott,Tavish Scott,male,Tavish Scott,Tavish Scott,Tavish Scott,Tavish Scott,Tavish Scott,Tavish Scott,Tavish Scott,https://upload.wikimedia.org/wikipedia/commons/a/a3/Tavish_Scott_MSP_at_Bournemouth.jpg,1966-05-06,,Tavish Scott,,,,Tavish Scott,Tavish Scott,,,Scott,,,,,,,,,,,Category:Tavish Scott,,Tavish Scott,Tavish Scott,/m/05hvyh,,,Tàmhais Scott,,,,,,,,,,,,,,,,,,,,,,,,Tavish Scott,,,,,,,,,,,,,,,,,,,,,,,,,Tavish Scott,,,,,,,,Tavish Scott,,,,tavishscott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Tavish Scott,,,,,,,,,,,,,,,,,,,,,,
Q1344022,Karen Whitefield,Karen Whitefield,Karen Whitefield,female,Karen Whitefield,Karen Whitefield,Karen Whitefield,Karen Whitefield,Karen Whitefield,Karen Whitefield,Karen Whitefield,https://upload.wikimedia.org/wikipedia/commons/5/58/KarenWhitefield.jpg,1970-01-08,Karen,,,,,,,,,Whitefield,,,,,,,,,,,,,,,/m/0bklgv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Karen Whitefield,,,,,,,,,,,,,,,,,,,,,,
Q1349075,Graeme Dey,Graeme Dey,Graeme Dey,male,Graeme Dey,Graeme Dey,Graeme Dey,Graeme Dey,Graeme Dey,Graeme Dey,Graeme Dey,https://upload.wikimedia.org/wikipedia/commons/4/4b/GraemeDeyMSP20110507.jpg,1962-10-29,Graeme,,,,,Graeme Dey,Graeme Dey,,,,,,,,,,,,,,,,,Graeme Dey,/m/0gmh5b_,,,Graeme Dey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Graeme Dey,,,,,,,,,,,,,,,,,,,,,,
Q1372069,Euan Robson,Euan Robson,Euan Robson,male,Euan Robson,Euan Robson,Euan Robson,Euan Robson,Euan Robson,Euan Robson,Euan Robson,https://upload.wikimedia.org/wikipedia/commons/0/01/Euan_Robson.jpg,1954-02-17,Euan,,,,,,,,,Robson,,,,,,,,,,,Category:Euan Robson,,,,/m/0732hw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Euan Robson,,,F78979,,,,,,,,,,,,,,,,,,,
