id,name__en,name__de,name__nl,name__fr,name,wikipedia__en,gender,occupation,original_wikiname,name__it,birth_date,given_name,death_date,name__so,wikipedia__so,name__id,wikipedia__id,name__hr,name__pt,name__sv,name__es,name__hu,name__hy,wikipedia__hy,name__cy,wikipedia__de,identifier__freebase,wikipedia__simple,image,name__tr,name__ru,wikipedia__ru,name__pl,name__ku_arab,name__ku_latn,name__fi,name__et,name__ja,name__el,name__ar,name__ku,name__th,name__zh,wikipedia__ar,wikipedia__el,wikipedia__es,wikipedia__et,wikipedia__fi,wikipedia__fr,wikipedia__it,wikipedia__ja,wikipedia__ku,wikipedia__nl,wikipedia__pl,wikipedia__sv,wikipedia__th,wikipedia__tr,wikipedia__zh,identifier__VIAF,identifier__SUDOC,name__nb,wikipedia__commons,wikipedia__no,wikipedia__pt,facebook,name__zh_hant,name__zh_cn,name__ca,wikipedia__ca,name__be,name__he,name__oc,name__bg,name__fa,name__ka,name__da,name__lt,name__mg,name__ko,name__vi,name__la,wikipedia__arwikinews,wikipedia__be,wikipedia__bg,wikipedia__da,wikipedia__fa,wikipedia__he,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lt,wikipedia__mg,wikipedia__oc,wikipedia__ruwikinews,wikipedia__vi,name__uk,wikipedia__uk,identifier__BNF,identifier__leonore,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,name__yo,name__bcl,name__sk,name__cs,name__mwl,name__az,wikipedia__az,wikipedia__bcl,wikipedia__cs,wikipedia__mwl,wikipedia__plwikiquote,wikipedia__sk,wikipedia__srwikinews,wikipedia__yo,name__bn,wikipedia__bn,identifier__LCAuth,identifier__NTA,identifier__Oxforddnb,name__de_at,name__de_ch,name__en_ca,name__en_gb,identifier__GND,name__fo,name__kl,wikipedia__hr,website,identifier__ISNI,name__nn,name__sl,name__uz,wikipedia__uz,twitter,wikipedia__cy,name__sr,identifier__SELIBR,linkedin,family_name,pseudonym,identifier__FAST,identifier__OLID,identifier__Britannica
Q646182,Mohamed Osman Jawari,Mohamed Osman Jawari,Mohamed Osman Jawari,Mohamed Osman Jawari,Mohamed Osman Jawari,Mohamed Osman Jawari,male,politician,Mohamed Osman Jawari,Mohamed Osman Jawari,1945-12-07,Mohamed,,Maxamed Cusman Jawaari,Maxamed Cusman Jawaari,,,,Mohamed Osman Jawari,,Mohamed Osman Jawari,Mohamed Osman Jawari,,,,Mohammed Osman Jawari,/m/0lpz27f,,https://upload.wikimedia.org/wikipedia/commons/6/6a/2012_10_24_AMISOM_Parliament_Speaker_E_(8134659905).jpg,,Мохамед Осман Джавари,,Mohamed Osman Jawari,,,Mohamed Osman Jawari,,モハメド・オスマン・ジャワリ,,محمد عثمان الجواري,,โมฮัมเหม็ด ออสมาน จาวารี,,محمد عثمان الجواري,,Mohamed Osman Jawari,,Mohamed Osman Jawari,Mohamed Osman Jawari,Mohamed Osman Jawari,モハメド・オスマン・ジャワリ,,,Mohamed Osman Jawari,,โมฮัมเหม็ด ออสมาน จาวารี,,,,,Mohamed Osman Jawari,Category:Mohamed Osman Jawari,Mohamed Osman Jawari,Mohamed Osman Jawari,ProfMohamedOsmanJawaari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q672256,Hasan Muhammad Nur Shatigadud,Hassan Mohammed Nur Shatigadud,Hasan Muhammad Nur Shatigadud,Hasan Muhammad Nur Shatigadud,Hasan Muhammad Nur Shatigadud,Hasan Muhammad Nur Shatigadud,male,politician,Hasan Muhammad Nur Shatigadud,Hasan Muhammad Nur Shatigadud,1946-06-17,Hassan,2013-03,,,,,,,,Hasan Muhammad Nur Shatigadud,Hasan Muhammad Nur Shatigadud,,,Hasan Muhammad Nur Shatigadud,Hassan Mohammed Nur Shatigadud,/m/027f847,,https://upload.wikimedia.org/wikipedia/commons/6/6b/Shatigd.jpg,,,,,,,,,ハサン・ムハンマド・ヌール・シャティグドゥド,,,,,,,,,,,,Hasan Muhammad Nur Shatigadud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6732728,Mahad Abdalle Awad,Mahad Abdalle Awad,Mahad Abdalle Awad,Mahad Abdalle Awad,Mahad Abdalle Awad,Mahad Abdalle Awad,male,politician,Mahad Abdalle Awad,,,Mahad,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/06/Mahad-Awad.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6873084,Mire Hagi Farah Mohamed,Mire Hagi Farah Mohamed,Mire Hagi Farah Mohamed,Mire Hagi Farah Mohamed,Mire Hagi Farah Mohamed,Mire Hagi Farah Mohamed,male,politician,Mire Hagi Farah Mohamed,Mire Hagi Farah Mohamed,1962,,2006-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6890976,Mohamed Ahmed Mohamud,Mohamed Ahmed Mohamud,Mohamed Ahmed Mohamud,Mohamed Ahmed Mohamud,Mohamed Ahmed Mohamud,Mohamed Ahmed Mohamud,male,politician,Mohamed Ahmed Mohamud,Mohamed Ahmed Mohamud,,Mohamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6891006,Mohamed Ali Facaye,Mohamed Ali Facaye,Mohamed Ali Facaye,Mohamed Ali Facaye,Mohamed Ali Facaye,Mohamed Ali Facaye,male,politician,Mohamed Ali Facaye,,,Mohamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6891026,Mohamed Amin Osman,Mohamed Amin Osman,Mohamed Amin Osman,Mohamed Amin Osman,Mohamed Amin Osman,Mohamed Amin Osman,male,politician,Mohamed Amin Osman,Mohamed Amin Osman,1923-12-24,Mohamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6891041,Mohamed Ateye Farid,Mohamed Ateye Farid,Mohamed Ateye Farid,Mohamed Ateye Farid,Mohamed Ateye Farid,Mohamed Ateye Farid,male,politician,Mohamed Ateye Farid,,,Mohamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6891236,Mohamed Hassan Nuriye,Mohamed Hassan Nuriye,Mohamed Hassan Nuriye,Mohamed Hassan Nuriye,Mohamed Hassan Nuriye,Mohamed Hassan Nuriye,male,politician,Mohamed Hassan Nuriye,,,Mohamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6891368,Mohamed Mohamud Ibrahim,Mohamed Mohamud Ibrahim,Mohamed Mohamud Ibrahim,Mohamed Mohamud Ibrahim,Mohamed Mohamud Ibrahim,Mohamed Mohamud Ibrahim,male,politician,Mohamed Mohamud Ibrahim,,,Mohamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,โมฮัมเหม็ด โมฮามุด อิบราฮิม,,,,,,,,,,,,,,โมฮัมเหม็ด โมฮามุด อิบราฮิม,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6891386,Mohamed Mursal Sheikh Abdurahman,Mohamed Mursal Sheikh Abdurahman,Mohamed Mursal Sheikh Abdurahman,Mohamed Mursal Sheikh Abdurahman,Mohamed Mursal Sheikh Abdurahman,Mohamed Mursal Sheikh Abdurahman,male,politician,Mohamed Mursal Sheikh Abdurahman,,,Mohamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6891419,Mohamed Omar Dubad,Mohamed Omar Dubad,Mohamed Omar Dubad,Mohamed Omar Dubad,Mohamed Omar Dubad,Mohamed Omar Dubad,male,politician,Mohamed Omar Dubad,Mohamed Omar Dubad,1948,Mohamed,2011,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/df/Ambassadordubad.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6891471,Mohamed Said Samatar,Mohamed Said Samatar,Mohamed Said Samatar,Mohamed Said Samatar,Mohamed Said Samatar,Mohamed Said Samatar,male,politician,Mohamed Said Samatar,Mohamed Said Samatar,1933,Mohamed,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6891672,Mohammad Abdullahi Omar,Mohammad Abdullahi Omar,Mohammad Abdullahi Omar,Mohammad Abdullahi Omar,Mohammad Abdullahi Omar,Mohammad Abdullahi Omar,male,politician,Mohammad Abdullahi Omar,Mohammad Abdullahi Omar,,Mohammad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6893002,Mohammed Awale Liban,Mohammed Awale Liban,Mohammed Awale Liban,Mohammed Awale Liban,Mohammed Awale Liban,Mohammed Awale Liban,male,politician,Mohammed Awale Liban,,,Mohammed,,,,,,,,,Mohammed Awale Liban,Mohammed Awale Liban,Մուհամմադ Ավալ Լիբան,Մուհամմադ Ավալ Լիբան,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6893265,Mohammed Omar Osman,Mohammed Omar Osman,Mohammed Omar Osman,Mohammed Omar Osman,Mohammed Omar Osman,Mohammed Omar Osman,male,politician,Mohammed Omar Osman,Mohammed Omar Osman,1940,Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264516889,091019095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,092695035,,,,,,170977900,,,,,0000 0001 0605 3179,,,,,,,,,,,,,,
Q6940437,Muse Hassan Sheikh Sayid Abdulle,Muse Hassan Sheikh Sayid Abdulle,Muse Hassan Sheikh Sayid Abdulle,Muse Hassan Sheikh Sayid Abdulle,Muse Hassan Sheikh Sayid Abdulle,Muse Hassan Sheikh Sayid Abdulle,male,diplomat,Muse Hassan Sheikh Sayid Abdulle,Muse Hassan Sheikh Sayid Abdulle,1940-12-25,,,Muuse Xasan Sheekh Sayyid Cabdulleh,,,,,,,Muse Hassan Sheikh Sayid Abdulle,,,,,Muse Hassan Sheikh Sayid Abdulle,,,https://upload.wikimedia.org/wikipedia/commons/3/35/Muse_Hassan_Abdulle.jpg,,,,Muse Hassan Abdulle,,,,,ムセ・ハッサン・シェイハ・サイード・アブドゥレ,,موسى حسن شيخ,,มูเซ ฮัสซัน ชีค ซายิด อับดุลเล,,موسى حسن شيخ,,Muse Hassan Sheikh Sayid Abdulle,,,,Muse Hassan Sheikh Sayid Abdulle,ムセ・ハッサン・シェイハ・サイード・アブドゥレ,,,Muse Hassan Abdulle,,มูเซ ฮัสซัน ชีค ซายิด อับดุลเล,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6943201,Mustaf Haji Mohamed,Mustaf Haji Mohamed,Mustaf Haji Mohamed,Mustaf Haji Mohamed,Mustaf Haji Mohamed,Mustaf Haji Mohamed,male,politician,Mustaf Haji Mohamed,,,,2012-09-22,,,,,,,,,,,,,,,,,,,,,,,Mustaf Haji Mohamed,,,,,,,,,,,,Mustaf Haji Mohamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7089773,Omar Muhamoud Finnish,Omar Muhamoud Finnish,Omar Muhamoud Finnish,Omar Muhamoud Finnish,Omar Muhamoud Finnish,Omar Muhamoud Finnish,male,politician,Omar Muhamoud Finnish,Omar Muhamoud Finnish,,Omar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q732073,Osman Jama Ali,Osman Jama Ali,Osman Jama Ali,Osman Jama Ali,Osman Jama Ali,Osman Jama Ali,male,politician,Osman Jama Ali,,1941,Osman,,Cismaan Jaamac Cali,Cismaan Jaamac Cali,,,,,,Osman Jama Ali,Osman Jama Ali,,,,Osman Jama Ali,/m/027s17l,,,,,,Osman Jama Ali,,,Osman Jama Ali,,ウスマン・ジャマ・アリ,,,,ออสมัน จามา อาลี,,,,,,Osman Jama Ali,,,,,,Osman Jama Ali,,ออสมัน จามา อาลี,,,,,,,,,,奧斯曼·賈馬·阿里,奥斯曼·贾马·阿里,Osman Jama Ali,Osman Jama Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7398198,Saeed Abdi Farah,Saeed Abdi Farah,Saeed Abdi Farah,Saeed Abdi Farah,Saeed Abdi Farah,Saeed Abdi Farah,male,politician,Saeed Abdi Farah,Saeed Abdi Farah,,Saeed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7399905,Said Mohamed Rage,Said Mohamed Rage,Said Mohamed Rage,Said Mohamed Rage,Said Mohamed Rage,Said Mohamed Rage,male,politician,Said Mohamed Rage,Said Mohamed Rage,,Said,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7403383,Salad Ali Jelle,Salad Ali Jelle,Salad Ali Jelle,Salad Ali Jelle,Salad Ali Jelle,Salad Ali Jelle,male,politician,Salad Ali Jelle,,,,,Salaad Cali Jeelle,Salaad Cali Jeelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7403828,Saleban Olad Roble,Saleban Olad Roble,Saleban Olad Roble,Saleban Olad Roble,Saleban Olad Roble,Saleban Olad Roble,male,politician,Saleban Olad Roble,Saleban Olad Roble,1963,,2010-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suleyman Olad Roble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7429265,Saynab Qayad,Saynab Qayad,Saynab Qayad,Saynab Qayad,Saynab Qayad,Saynab Qayad,female,politician,Saynab Qayad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saynab Qayad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q745823,Idiris Muse Elmi,Idiris Muse Elmi,Idiris Muse Elmi,Idiris Muse Elmi,Idiris Muse Elmi,Idiris Muse Elmi,male,politician,Idiris Muse Elmi,,"",,2010-08-24,,,,,,,,,,,,Idiris Muse Elmi,Idiris Muse Elmi,/m/0cz8cb9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7492896,Sheikh Ali Dhere,Sheikh Ali Dhere,Sheikh Ali Dhere,Sheikh Ali Dhere,Sheikh Ali Dhere,Ali Dhere,male,politician,Ali Dhere,Ali Dhere,,Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q768117,Mohamed Warsame Ali,Mohamed Warsame Ali,Mohamed Warsame Ali,Mohamed Warsame Ali,Mohamed Warsame Ali,Mohamed Warsame Ali,male,politician,Mohamed Warsame Ali,,1937,Mohamed,,,,,,,,,,,,,,,/m/0grt3x,,,,,,Mohamed Warsame Ali,,,,,モハメド・ワルサメ・アリ,,,,,,,,,,,,,,,,Mohamed Warsame Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8049795,Yasin Haji Osman Sharmarke,Yasin Haji Osman Sharmarke,Yasin Haji Osman Sharmarke,Yasin Haji Osman Sharmarke,Yasin Haji Osman Sharmarke,Yasin Haji Osman Sharmarke,male,politician,Yasin Haji Osman Sharmarke,,1917,Yasin,1947-06,,,,,,,,Yasin Haji Osman Sharmarke,Yasin Haji Osman Sharmarke,,,,,,,,,,,,,,,,ヤシン・ハジ・オスマン・シェルマルケ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8061922,Yusuf Ahmed Hagar Dabageed,Yusuf Ahmed Hagar Dabageed,Yusuf Ahmed Hagar Dabageed,Yusuf Ahmed Hagar Dabageed,Yusuf Ahmed Hagar Dabageed,Yusuf Ahmed Hagar Dabageed,male,politician,Yusuf Ahmed Hagar Dabageed,,,Yusuf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8061950,Yusuf Haji Nur,Yusuf Haji Nur,Yusuf Haji Nur,Yusuf Haji Nur,Yusuf Haji Nur,Yusuf Haji Nur,male,politician,Yusuf Haji Nur,,,Yusuf,,,,,,,,,Yusuf Haji Nur,Yusuf Haji Nur,,,,,,,,,,,Jusuf Haji Nur,,,,,ユスフ・ハジ・ヌル,,,,,,,,,,,,,,,,Jusuf Haji Nur,,,,,,,,,,,,,,Yusuf Haji Nur,Yusuf Haji Nur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8061989,Yusuf Warsame Saeed,Yusuf Warsame Saeed,Yusuf Warsame Saeed,Yusuf Warsame Saeed,Yusuf Warsame Saeed,Yusuf Warsame Saeed,male,politician,Yusuf Warsame Saeed,,,Yusuf,2013-04-07,,,,,,,,,,,,Yusuf Warsame Saeed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8065021,Zakaria Mohamed Haji-Abdi,Zakaria Mohamed Haji-Abdi,Zakaria Mohamed Haji-Abdi,Zakaria Mohamed Haji-Abdi,Zakaria Mohamed Haji-Abdi,Zakaria Mohamed Haji-Abdi,male,politician,Zakaria Mohamed Haji-Abdi,,,Zakaria,,,,,,,,,,,,,,,,,,,,,,,,,,ザカリア・モハメド・ハジ・アブディ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q862391,Omar Hashi Aden,Omar Hashi Aden,Omar Hashi Aden,Omar Hashi Aden,Omar Hashi Aden,Omar Hashi Aden,male,politician,Omar Hashi Aden,,,Omar,2009-06-18,,,,,,,,,,,,Omar Hashi Aden,,/m/0660vc7,,,,,,,,,,,,,عمر هاشي عدن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,오마르 하시 아덴,,,,,,,,,,오마르 하시 아덴,,,,,,,Омар Хаші Аден,Омар Хаші Аден,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q950191,Bulle Hassan Mo'allim,Bulle Hassan Mo’allim,Bulle Hassan Mo'allim,Bulle Hassan Mo’allim,Bulle Hassan Mo'allim,Bulle Hassan Mo'allim,male,politician,Bulle Hassan Mo'allim,,"",,2010-08-24,,,,,,,,,,,,Bulle Hassan Mo'allim,Bulle Hassan Mo’allim,/m/0czdty3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q983359,Ibrahim Hassan Addou,Ibrahim Hassan Addow,Ibrahim Hassan Addow,Ibrahim Hassan Addow,Ibrahim Hassan Addou,Ibrahim Hassan Addou,male,politician,Ibrahim Hassan Addou,,"",Ibrahim,2009-12-03,Ibraahim Xasan Caddoow,Ibraahim Xasan Caddoow,,,,,,,,,,Ibrahim Hassan Addou,Ibrahim Hassan Addow,/m/0271x26,,,,,,,,,,,イブラヒム・ハッサン・アドウ,,,,,,,,,,,,,イブラヒム・ハッサン・アドウ,,Ibrahim Hassan Addow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
