id,name__ca,name__es,name__en,name__hu,name,wikipedia__ca,wikipedia__es,gender,birth_date,given_name,original_wikiname,death_date,name__it,name__fr,name__nl,name__de,wikipedia__en,image,identifier__freebase,name__nb,name__da,name__nn,name__sv,identifier__VIAF,identifier__BNF,identifier__SUDOC,identifier__OLID,name__cy,wikipedia__de,wikipedia__fr,identifier__LCAuth,name__pt,wikipedia__pt,name__pl,name__ru,wikipedia__it,wikipedia__no,wikipedia__pl,wikipedia__ru,website,wikipedia__commons,name__gl,name__ar,wikipedia__ar,wikipedia__sv,identifier__ISNI,identifier__GND,identifier__ULAN,identifier__BNE,identifier__britishmuseum,identifier__FAST,identifier__AGORHA,wikipedia__simple,name__qu,name__tr,name__fi,name__bs,name__io,name__ta,wikipedia__bswikiquote,wikipedia__da,wikipedia__eswikiquote,wikipedia__fi,wikipedia__io,wikipedia__qu,wikipedia__ta,wikipedia__tr,identifier__NTA,name__eo,name__yo,wikipedia__eo,wikipedia__yo,name__uk,name__az,wikipedia__az,wikipedia__uk,identifier__GTAA,name__bar,name__cs,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__gsw,name__nds,wikipedia__eswikisource,name__oc,wikipedia__gl,wikipedia__nds,wikipedia__oc,second_surname,name__id,wikipedia__id,identifier__NLA,twitter,name__hy,wikipedia__hy,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__eu,name__he,name__ko,name__et,name__ja,name__la,name__zh,name__is,name__ast,wikipedia__ast,wikipedia__et,wikipedia__eu,wikipedia__he,wikipedia__is,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__nl,wikipedia__zh,wikipedia__cs,wikipedia__hr,identifier__NLAtrove,family_name,name__af,name__hr,name__lt,name__ro,name__sk,name__sl,name__sq,identifier__CANTIC,name__an,wikipedia__an,identifier__NNDB,name__br,name__co,name__frp,name__fur,name__ga,name__gd,name__ia,name__ie,name__kg,name__lb,name__li,name__lij,name__mg,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__pcd,name__pms,name__pt_br,name__rm,name__sc,name__scn,name__sco,name__sr_el,name__sw,name__vec,name__vi,name__vls,name__vo,name__wa,name__wo,name__zu,name__ml,wikipedia__ml,name__mr,wikipedia__mr,wikipedia__mg,name__nov,name__pih,name__tl,wikipedia__tl,identifier__autores_uy,wikipedia__fa,name__fa,identifier__NLI,identifier__BVMC,wikipedia__ptwikiquote
Q5577421,Luis Caviglia,Luis Caviglia,Luis Caviglia,Luis Caviglia,Luis Caviglia,Luis Caviglia,Luis Caviglia,male,1874,Luis,Luis Caviglia,1951,,Luis Caviglia,Luis Caviglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5638582,,Roque Arregui,,,Roque Arregui,,Roque Arregui,male,1950-08-16,,Roque Arregui,,Roque Arregui,,Roque Arregui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5643852,,Mario Cantón,Mario Cantón,Mario Cantón,Mario Cantón,,Mario Cantón,male,1925-01-03,Mario,Mario Cantón,2006-06-05,,Mario Cantón,Mario Cantón,Mario Cantón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5646688,,Justino Jiménez de Aréchaga,,Justino Jiménez de Aréchaga,Justino Jiménez de Aréchaga,,Justino Jiménez de Aréchaga Moratorio,male,1850,Justino,Justino Jiménez de Aréchaga Moratorio,1904,,,Justino Jiménez de Aréchaga,,,https://upload.wikimedia.org/wikipedia/commons/e/e8/Justino_Jimenez_de_Arechaga.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3147,,,,,
Q5652815,,Álvaro Carbone,,,Álvaro Carbone,,Álvaro Carbone,male,1950-07-12,Álvaro,Álvaro Carbone,1995-12-16,,,Álvaro Carbone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5654606,Gustavo Gallinal,Gustavo Gallinal,Gustavo Gallinal,Gustavo Gallinal,Gustavo Gallinal,Gustavo Gallinal,Gustavo Gallinal,male,1889,Gustavo,Gustavo Gallinal,1951,,Gustavo Gallinal,Gustavo Gallinal,,,,,,,,,99435494,,086039377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,,,,,
Q5663142,,Alberto Iglesias,,Alberto Iglesias,Alberto Iglesias,,Alberto Iglesias (Uruguay),male,1953,Alberto,Alberto Iglesias (Uruguay),,,,Alberto Iglesias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5663570,,Alberto Scavarelli,,Alberto Scavarelli,Alberto Scavarelli,,Alberto Scavarelli,male,1949-09-08,Alberto,Alberto Scavarelli,,Alberto Scavarelli,Alberto Scavarelli,Alberto Scavarelli,,,https://upload.wikimedia.org/wikipedia/commons/d/d3/En_Panama.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5665020,,Alejandro Gallinal,,Alejandro Gallinal,Alejandro Gallinal,,Alejandro Gallinal,male,1872-10-20,Alejandro,Alejandro Gallinal,1943-10-09,,,Alejandro Gallinal,,,https://upload.wikimedia.org/wikipedia/commons/d/d3/Alejandro_Gallinal.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ալեխանդրո Գալինալ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5665525,,Alejandro Sánchez,,Alejandro Sánchez,Alejandro Sánchez,,Alejandro Sánchez (político),male,1980-04-24,Alejandro,Alejandro Sánchez (político),,,,Alejandro Sánchez,,,https://upload.wikimedia.org/wikipedia/commons/c/c5/Alejandro_Sánchez_Pereira.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5665807,,Alem García,,Alem García,Alem García,,Alem García,male,1946-02-21,,Alem García,,,,Alem García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5665830,,Alembert Vaz,,,Alembert Vaz,,Alembert Vaz,male,1919,,Alembert Vaz,2001,Alembert Vaz,,Alembert Vaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5667129,,Alfonso Requiterena,,Alfonso Requiterena,Alfonso Requiterena,,Alfonso Requiterena,male,1915,Alfonso,Alfonso Requiterena,1999,Alfonso Requiterena,Alfonso Requiterena,Alfonso Requiterena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5667722,,Alfredo García Morales,,Alfredo García Morales,Alfredo García Morales,,Alfredo García Morales,male,1881-03-07,Alfredo,Alfredo García Morales,1947-05-05,,,Alfredo García Morales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5669287,,Héctor Lorenzo y Losada,,,Héctor Lorenzo y Losada,,Héctor Lorenzo y Losada,male,1906,Héctor,Héctor Lorenzo y Losada,1977,,,Héctor Lorenzo y Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5676975,,Anibal Pereyra,,Anibal Pereyra,Anibal Pereyra,,Aníbal Pereyra,male,1966-11-07,Anibal,Aníbal Pereyra,,,,Anibal Pereyra,,,https://upload.wikimedia.org/wikipedia/commons/0/07/Anibal_Pereyra.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5688201,,Alberto Perdomo,,Alberto Perdomo,Alberto Perdomo,,Alberto Perdomo,male,1967-04-06,Alberto,Alberto Perdomo,,Alberto Perdomo,Alberto Perdomo,Alberto Perdomo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5689024,,Alejandro Chucarro,,,Alejandro Chucarro,,Alejandro Chucarro,male,1790,Alejandro,Alejandro Chucarro,1884,,,Alejandro Chucarro,Alejandro Chucarro,,,,,,,,310753284,,180762273,,,Alejandro Chucarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788,,,,,
Q5698060,,Antonio Chiesa Bruno,,,Antonio Chiesa Bruno,,Antonio Chiesa Bruno,male,1953,Antonio,Antonio Chiesa Bruno,,Antonio Chiesa Bruno,,Antonio Chiesa Bruno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5701969,,Aquiles Lanza,,,Aquiles Lanza,,Aquiles Lanza,male,1924-05-31,Aquiles,Aquiles Lanza,1985-11-06,Aquiles Lanza,,Aquiles Lanza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5704021,,Ariel Collazo,Ariel Collazo,Ariel Collazo,Ariel Collazo,,Ariel Collazo,male,1929,Ariel,Ariel Collazo,2014-04-14,Ariel Collazo,Ariel Collazo,Ariel Collazo,,,,,,,,,305144784,16707270m,,,Ariel Collazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5704061,,Ariel Lausarot,,Ariel Lausarot,Ariel Lausarot,,Ariel Lausarot,male,1952-10-22,Ariel,Ariel Lausarot,,Ariel Lausarot,,Ariel Lausarot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5707273,,Arturo Heber Füllgraff,,Arturo Heber Füllgraff,Arturo Heber Füllgraff,,Arturo Heber Füllgraff,male,,Arturo,Arturo Heber Füllgraff,,,Arturo Heber Füllgraff,Arturo Heber Füllgraff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5707332,,Arturo Lussich,Arturo Lussich,Arturo Lussich,Arturo Lussich,,Arturo Lussich,male,1872-07-06,Arturo,Arturo Lussich,1966-05-22,,Arturo Lussich,Arturo Lussich,Arturo Lussich,Arturo Lussich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5710818,,Atilio Narancio,,Atilio Narancio,Atilio Narancio,,Atilio Narancio,male,1883-07-03,,Atilio Narancio,1952-02-22,Atilio Narancio,,Atilio Narancio,,,https://upload.wikimedia.org/wikipedia/commons/7/7f/Atilio_Narancio.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5719582,,Bari González,,Bari González,Bari González,,Bari González,male,,,Bari González,1995,,,Bari González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5750414,,Carlos Gamou,,Carlos Gamou,Carlos Gamou,,Carlos Gamou,male,1959-08-09,Carlos,Carlos Gamou,,Carlos Gamou,Carlos Gamou,Carlos Gamou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5750780,,Carlos M. Fleitas,,Carlos M. Fleitas,Carlos M. Fleitas,,Carlos M. Fleitas,male,,Carlos,Carlos M. Fleitas,,,,Carlos M. Fleitas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5750947,,Carlos Mazzullo,Carlos Mazzullo Gaitan,Carlos Mazzullo,Carlos Mazzullo,,Carlos Mazzullo,male,,Carlos,Carlos Mazzullo,,Carlos Mazzullo,,Carlos Mazzullo Gaitan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5751365,,Carlos Pita,Carlos Pita,Carlos Pita,Carlos Pita,,Carlos Pita,male,1951,Juan,Carlos Pita,,,Carlos Pita,Carlos Pita,Juan Carlos Pita,Carlos Pita (politician),,,,,,,,,,,,Juan Carlos Pita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5751597,,Carlos Rodríguez Labruna,,Carlos Rodríguez Labruna,Carlos Rodríguez Labruna,,Carlos Rodríguez Labruna,male,,Carlos,Carlos Rodríguez Labruna,,,,Carlos Rodríguez Labruna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5751645,,Carlos Roxlo,Carlos Roxlo,,Carlos Roxlo,,Carlos Roxlo,male,1861-03-12,Carlos,Carlos Roxlo,1926-11-23,,Carlos Roxlo,Carlos Roxlo,Carlos Roxlo,,,,,,,,90890240,12066684n,059934522,,,Carlos Roxlo,,n84156067,,,,,,,,,,,,,,,,138618550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,,,,,
Q5751779,,Carlos Signorelli,Carlos Signorelli,Carlos Signorelli,Carlos Signorelli,,Carlos Signorelli,male,1952-10-28,Carlos,Carlos Signorelli,,Carlos Signorelli,Carlos Signorelli,Carlos Signorelli,Carlos Signorelli,,,,Carlos Signorelli,Carlos Signorelli,Carlos Signorelli,Carlos Signorelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5752037,,Carlos Varela,,,Carlos Varela,,Carlos Varela Nestier,male,1957,Carlos,Carlos Varela Nestier,,Carlos Varela Nestier,,Carlos Varela Nestier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5752097,Carlos Jerónimo Villademoros Palomeque,Carlos Villademoros,Carlos Jerónimo Villademoros Palomeque,,Carlos Villademoros,Carlos Jerónimo Villademoros Palomeque,Carlos Villademoros,male,1806,Carlos,Carlos Villademoros,1853-02-01,,,Carlos Jerónimo Villademoros Palomeque,Carlos Villademoros,,,,,,,,,,,,,Carlos Villademoros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1158,,,,,
Q5752399,,Carmelo Vidalín,,Carmelo Vidalín,Carmelo Vidalín,,Carmelo Vidalín,male,1955-11-17,Carmelo,Carmelo Vidalín,,,,Carmelo Vidalín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5752766,,Carminillo Mederos,,Carminillo Mederos,Carminillo Mederos,,Carminillo Mederos,male,1921-08-18,,Carminillo Mederos,1993-10-25,Carminillo Mederos,,Carminillo Mederos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5795875,,Cándido Juanicó,,Cándido Juanicó,Cándido Juanicó,,Cándido Juanicó,male,1812-09-30,Cándido,Cándido Juanicó,1884-11-13,,,Cándido Juanicó,,,https://upload.wikimedia.org/wikipedia/commons/9/92/Candido_Joanico.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5796299,,César Mayo Gutiérrez,,,César Mayo Gutiérrez,,César Mayo Gutiérrez,male,1892,César,César Mayo Gutiérrez,1951,,,César Mayo Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3529,,,,,
Q5796309,,César Miranda,César Miranda,César Miranda,César Miranda,,César Miranda,male,1884-11-21,César,César Miranda,1962-05-27,,César Miranda,César Miranda,César Miranda,,https://upload.wikimedia.org/wikipedia/commons/0/04/Cesar_Miranda.jpg,,,,,,,,,,,César Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381,,,,,
Q5796543,,Glauco Segovia,Glauco Segovia,Glauco Segovia,Glauco Segovia,,Glauco Segovia,male,1927-02-05,Glauco,Glauco Segovia,1986,,Glauco Segovia,Glauco Segovia,Glauco Segovia,,,,,,,,,,,,,Glauco Segovia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5798157,,Daniel Bianchi,,Daniel Bianchi,Daniel Bianchi,,Daniel Bianchi,male,1962-09-04,Daniel,Daniel Bianchi,,Daniel Bianchi,Daniel Bianchi,Daniel Bianchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bianchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5798178,,Daniel Caggiani,,Daniel Caggiani,Daniel Caggiani,,Daniel Caggiani,male,1983-07-20,Daniel,Daniel Caggiani,,Daniel Caggiani,,Daniel Caggiani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5798370,,Daniel García Pintos,,,Daniel García Pintos,,Daniel García Pintos,male,,Daniel,Daniel García Pintos,,,,Daniel García Pintos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5798595,,Daniel Peña Fernández,,Daniel Peña Fernández,Daniel Peña Fernández,,Daniel Peña Fernández,male,1972-12-21,Daniel,Daniel Peña Fernández,,,Daniel Peña Fernández,Daniel Peña Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
