id,name__es,name__en,name__de,name__fr,name__cy,name__nl,name,wikipedia__en,wikipedia__es,gender,birth_date,death_date,given_name,original_wikiname,name__hu,image,identifier__VIAF,name__pt,name__ja,wikipedia__nl,wikipedia__pt,identifier__freebase,name__nb,name__da,name__nn,name__sv,name__ar,wikipedia__ar,wikipedia__de,identifier__britishmuseum,identifier__FAST,name__eu,name__hr,name__it,name__pl,name__ru,name__sl,name__war,name__bn,name__qu,name__ga,name__zh,name__ca,name__uk,wikipedia__bn,wikipedia__ca,wikipedia__commons,wikipedia__eswikiquote,wikipedia__eu,wikipedia__fr,wikipedia__ga,wikipedia__hr,wikipedia__it,wikipedia__pl,wikipedia__qu,wikipedia__ru,wikipedia__sl,wikipedia__uk,wikipedia__war,wikipedia__zh,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__OLID,family_name,identifier__BNE,identifier__GNC,second_surname,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ko,name__gl,name__id,name__io,name__mr,name__an,name__hy,wikipedia__an,wikipedia__cy,wikipedia__da,wikipedia__gl,wikipedia__hy,wikipedia__id,wikipedia__io,wikipedia__ja,wikipedia__ko,wikipedia__mr,wikipedia__no,wikipedia__plwikiquote,wikipedia__simple,wikipedia__sv,identifier__NTA,identifier__CANTIC,identifier__Britannica,name__fi,wikipedia__fi,facebook,name__et,name__ast,name__mg,name__eo,name__oc,name__tr,wikipedia__ast,wikipedia__eo,wikipedia__et,wikipedia__mg,wikipedia__oc,wikipedia__tr,twitter,website,identifier__catholic_hierarchy,identifier__MusicBrainz,name__nds,name__en_ca,name__en_gb,name__la,wikipedia__la,name__yo,wikipedia__yo,name__lb,name__he,name__el,name__pap,name__sr_el,name__sr_ec,name__bg,name__ka,name__ksh,name__pt_br,name__sr,name__be,name__fa,wikipedia__be,wikipedia__bg,wikipedia__el,wikipedia__fa,wikipedia__he,wikipedia__ka,wikipedia__ksh,wikipedia__lb,wikipedia__pap,wikipedia__sr,identifier__NNDB,identifier__CSPAN,identifier__NLI,name__ms,name__cs,wikipedia__cs,wikipedia__ms,name__mk,wikipedia__mk,identifier__Munzinger,identifier__N6I,identifier__BVMC,identifier__bigenc_ru,name__az,wikipedia__az,name__bs,name__br,name__vi,name__sk,name__ro,name__fy,name__lt,name__de_ch,name__ml,name__sh,wikipedia__br,wikipedia__bs,wikipedia__cswikiquote,wikipedia__fy,wikipedia__hu,wikipedia__lt,wikipedia__ml,wikipedia__ro,wikipedia__sh,wikipedia__sk,wikipedia__vi,identifier__NDL,identifier__IMDB,name__af,name__bar,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__gd,name__gsw,name__ia,name__ie,name__jam,name__kab,name__kg,name__li,name__lij,name__lv,name__min,name__nap,name__nds_nl,name__nrm,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__sco,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,wikipedia__eswikisource,occupation,identifier__google_knowledge,identifier__snac,wikipedia__eswikinews,identifier__quora,identifier__GTAA,wikipedia__sco,identifier__wikitree,wikipedia__mwl
Q6163766,Viriato Fiallo,Viriato Fiallo,Viriato Fiallo,,,Viriato Fiallo,Viriato Fiallo,Viriato Fiallo,Viriato Fiallo,male,1895-10-28,1983-10-04,,Viriato Fiallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,
Q6291727,José Bordas Valdés,José Bordas Valdés,José Bordas Valdez,José Bordas Valdés,,José Bordas Valdés,José Bordas Valdés,José Bordas Valdez,José Bordas Valdez,male,1874-08-06,1968-07-12,José,José Bordas Valdez,José Bordas Valdés,https://upload.wikimedia.org/wikipedia/commons/4/49/JoseBordas.jpg,,José Bordas Valdez,ホセ・ボルダス・ディーズ,,José Bordas Valdez,/m/0gkzhvg,José Bordas Valdés,José Bordas Valdés,José Bordas Valdés,José Bordas Valdés,خوسيه بورداس فالديس,خوسيه بورداس فالديس,José Bordas Valdez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,
Q6292257,José Francisco Peña Gómez,José Francisco Peña Gómez,José Francisco Peña Gómez,José Francisco Peña Gómez,,José Francisco Peña Gómez,José Francisco Peña Gómez,José Francisco Peña Gómez,José Francisco Peña Gómez,male,1937-03-06,1998-05-10,José,José Francisco Peña Gómez,,,264299628,,,,,,,,,,,,José Francisco Peña Gómez,,76853,,,,José Francisco Peña Gómez,,,,,,,,,,,,,,,José Francisco Peña Gómez,,,,José Francisco Peña Gómez,,,,,,,,1018167757,n81086090,,,,Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,
Q6293202,José María Cabral,José María Cabral,José María Cabral,José María Cabral,,José María Cabral,José María Cabral,José María Cabral,José María Cabral,male,1816-12-12,1899-02-28,José,José María Cabral,José María Cabral,https://upload.wikimedia.org/wikipedia/commons/a/a3/Jose_Maria_Cabral.jpg,78380781,,ホセ・マリア・カブラル,José María Cabral,,,,,,,,,,,389442,,,,,,,,,,,,,Хосе Марія Кабраль,,,,,,José María Cabral (homme politique),,,,,,,,Хосе Марія Кабраль,,,,,no97019281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,w6r63wk7,,,,,Cabral_y_Luna-1,
Q6436561,Francisco Javier García Fernández,Francisco Javier García Fernández,,,,Francisco Javier García Fernández,Francisco Javier García Fernández,,Francisco Javier García (político),male,1959-11-24,,Francisco,Francisco Javier García (político),Francisco Javier García Fernández,https://upload.wikimedia.org/wikipedia/commons/a/a5/Francisco_Javier_García.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,
Q653611,Hipólito Mejía,Hipólito Mejía,Hipólito Mejía,Hipólito Mejía Domínguez,,Rafael Hipólito Mejía Domínguez,Hipólito Mejía,Hipólito Mejía,Hipólito Mejía,male,1941-02-22,,Rafael,Hipólito Mejía,Hipólito Mejía,https://upload.wikimedia.org/wikipedia/commons/4/47/Hipolito_mejia.jpg,51343460,Hipólito Mejía,イポリト・メヒーア,Rafael Hipólito Mejía Domínguez,Hipólito Mejía,/m/022vyx,Hipólito Mejía,Hipólito Mejía,Hipólito Mejía,Hipólito Mejía,هيبوليتو ميخيا دومينيجيز,هيبوليتو ميخيا دومينيجيز,Hipólito Mejía,,467814,,,Hipólito Mejía,Hipólito Mejía,Иполито Мехия,,,,,,伊波利托·梅希亚,,Іполіто Мехіа,,,,,,Hipólito Mejía Domínguez,,,Hipólito Mejía,Hipólito Mejía,,"Мехия, Иполито",,Іполіто Мехіа,,伊波利托·梅希亚,,105752820X,no2001069535,,133283518,,,,,,,,,,,,,,,,हिपोलितो मेजिया,,,,,,,,,,,,हिपोलितो मेजिया,Hipólito Mejía,,,Hipólito Mejía,,,,Hipólito Mejía,Hipólito Mejía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,
Q7159629,Pedro Guillermo,Pedro Guillermo,Pedro Guillermo,,,Pedro Guillermo,Pedro Guillermo,Pedro Guillermo,Pedro Guillermo,male,1814-06-29,1867-02-18,Pedro,Pedro Guillermo,Pedro Guillermo,https://upload.wikimedia.org/wikipedia/commons/f/f3/Pedro_guillermo_guerrero.gif,,,ペドロ・ギジェルモ,Pedro Guillermo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,
Q722921,Ulises Heureaux,Ulises Heureaux,Ulises Heureaux,Ulises Heureaux,,Ulises Heureaux,Ulises Heureaux,Ulises Heureaux,Ulises Heureaux,male,1845-10-21,1899-07-26,Ulises,Ulises Heureaux,Ulises Heureaux,https://upload.wikimedia.org/wikipedia/commons/7/78/Hereaux2.gif,70349285,Ulises Heureaux,ウリセス・ウーロー,Ulises Heureaux,Ulises Heureaux,/m/06qyyf,Ulises Heureaux,Ulises Heureaux,Ulises Heureaux,Ulises Heureaux,,,Ulises Heureaux,,151293,,,Ulises Heureaux,Ulises Heureaux,Улиссес Эро,Ulises Heureaux,,,,,,,Улісес Еро,,,,,,,,,Ulises Heureaux,Ulises Heureaux,,"Эро, Улиссес",Ulises Heureaux,Улісес Еро,,,,1057332453,n85022477,,118965093,OL969585A,,,,,,,,,,,,,,,,,,,,,,,,,ウリセス・ウーロー,,,Ulises Heureaux,Ulises Heureaux,,Ulises Heureaux,,,,Ulises Heureaux,Ulises Heureaux,,,,,,,Ulises Heureaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,
Q785325,Francisco Alberto Caamaño,Francisco Caamaño,Francisco Alberto Caamaño,Francisco Caamaño,,Francisco Caamaño,Francisco Caamaño,Francisco Caamaño,Francisco Caamaño,male,1932-06-11,1973-02-16,Francisco,Francisco Caamaño,Francisco Alberto Caamaño,https://upload.wikimedia.org/wikipedia/commons/7/76/FranciscoAlbertoCamano.jpg,52877299,Francisco Caamaño,フランシスコ・カーマニョ,,Francisco Caamaño,/m/06hxyt,,,,Francisco Caamaño,فرانسيسكو كامانيو,فرانسيسكو كامانيو,Francisco Alberto Caamaño,,89895,,,,Francisco Caamaño,"Кааманьо, Франсиско Альберто",,,,,,,,Франсіско Альберто Кааманьйо,,,Category:Francisco Alberto Caamaño Deño,,,,,,,Francisco Caamaño,,"Кааманьо, Франсиско Альберто",,Франсіско Альберто Кааманьйо,,,,133414396,n82045308,15558904j,086086200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Caamaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,فرانسیسکو کامانیو,,,,فرانسیسکو کامانیو,,,,,,,,,,,,,,,,00000011047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,
Q8197120,Amaury Germán Aristy,Amaury Germán Aristy,Amaury Germán Aristy,,,,Amaury Germán Aristy,,Amaury Germán Aristy,male,1947-04-13,1972-01-12,Amaury,Amaury Germán Aristy,,,,Amaury Germán Aristy,,,Amaury Germán Aristy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q880065,Héctor García Godoy,Héctor García Godoy,Héctor García Godoy,Héctor García Godoy,,Héctor García Godoy,Héctor García Godoy,Héctor García-Godoy,Héctor García Godoy,male,1921-01-11,1970-04-20,Héctor,Héctor García Godoy,Héctor García Godoy,https://upload.wikimedia.org/wikipedia/commons/7/76/Garcia_godoy.jpg,56251320,,エクトル・ガルシア＝ゴドイ,Héctor García Godoy,,/m/0b762s3,Héctor García Godoy,Héctor García Godoy,Héctor García Godoy,Héctor García Godoy,هيكتور غارسيا غودوي,هيكتور غارسيا غودوي,Héctor García Godoy,,,,,,Héctor García Godoy,,,,,,,,,,,,,,,,,,,Héctor García Godoy,,,,,,,,,,,,,García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Héctor García Godoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,
Q880165,Manuel Jimenes,Manuel Jimenes,Manuel Jiménez,Manuel Jimenes,,Manuel Jimenes,Manuel Jimenes,Manuel Jimenes,Manuel Jimenes,male,1808-01-14,1854-12-22,Manuel,Manuel Jimenes,Manuel Jimenes,https://upload.wikimedia.org/wikipedia/commons/2/27/Manuel_Jimenez.jpg,53808732,,マヌエル・ヒメネス,Manuel Jimenes,,/m/0b752z_,Manuel Jimenes,Manuel Jimenes,Manuel Jimenes,Manuel Jimenes,مانويل جيمنس,مانويل جيمنس,Manuel Jiménez (Politiker),,471628,,,Manuel Jimenes,,"Хименес, Мануэль",,,,,,,,Мануель Хіменес,,,,,,,,,Manuel Jimenes,,,"Хименес, Мануэль",,Мануель Хіменес,,,,,no2001095825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manuel Jimenes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,مانوئل جیمنز,,,,مانوئل خیمنز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,
Q887185,Pedro Santana,Pedro Santana,Pedro Santana,Pedro Santana,,Pedro Santana,Pedro Santana,Pedro Santana,Pedro Santana,male,1801-06-29,1864-06-14,Pedro,Pedro Santana,Pedro Santana,https://upload.wikimedia.org/wikipedia/commons/4/4b/PedroSantana.jpg,15835195,Pedro Santana,ペドロ・サンタナ,Pedro Santana,Pedro Santana,/m/05yjp0,Pedro Santana,Pedro Santana,Pedro Santana,Pedro Santana,بيدرو سانتانا,بيدرو سانتانا,Pedro Santana,,77429,,,Pedro Santana,Pedro Santana,"Сантана, Педро",,,,Pedro Santana,,佩德罗·桑塔纳,,Педро Сантана,,,,,,Pedro Santana,,,Pedro Santana (politico),Pedro Santana,Pedro Santana,"Сантана, Педро",,Педро Сантана,,佩德罗·桑塔纳,0000 0000 2427 0137,128932414,n81090448,,,,Santana,,,,佩德罗·桑塔纳,佩德羅·桑塔納,佩德羅·桑塔納,,,,,,,,,,,,,,,,,,,,,Pedro Santana,,,Pedro Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pedro Santana,Педро Сантана,,,,,Педро Сантана,,,,,,,,,,,,Педро Сантана,,,000438560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,
Q887593,Rafael Bonnelly,Rafael Filiberto Bonnelly,Rafael Filiberto Bonelly,Rafael Bonnelly,,Rafael Filiberto Bonnelly,Rafael Filiberto Bonnelly,Rafael Filiberto Bonnelly,Rafael Bonnelly,male,1904-08-22,1979-12-28,Rafael,Rafael Bonnelly,Rafael Bonnelly,https://upload.wikimedia.org/wikipedia/commons/d/dd/Rafael_F.Bonnelly.jpg,,,ラファエル・フィリベルト・ボネリー,,,/m/0crvgt,Rafael Bonnelly,Rafael Bonnelly,Rafael Bonnelly,Rafael Bonnelly,,,Rafael Filiberto Bonelly,,,,,,Rafael Filiberto Bonnelly,"Боннельи, Рафаэль Филиберто",,,,,,,,Рафаель Філіберто Боннельї,,,,,,,,,,Rafael Filiberto Bonnelly,,"Боннельи, Рафаэль Филиберто",,Рафаель Філіберто Боннельї,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,,
Q887594,Ramón Cáceres,Ramón Cáceres,Ramón Cáceres,Ramón Cáceres,,Ramón Cáceres,Ramón Cáceres,Ramón Cáceres,Ramón Cáceres,male,1866-12-15,1911-11-19,Ramón,Ramón Cáceres,Ramón Cáceres,https://upload.wikimedia.org/wikipedia/commons/9/9e/Ramon_Caceres.jpg,13770016,Ramón Cáceres,ラモン・カセレス,Ramón Cáceres,Ramón Cáceres,/m/05zl0kx,Ramón Cáceres,Ramón Cáceres,Ramón Cáceres,Ramón Cáceres,رامون كاسيريس,رامون كاسيريس,Ramón Cáceres,,172898,,,,Ramón Cáceres,,,,,,,,Ramón Cáceres,Рамон Касерес,,Ramón Cáceres,Category:Ramón Casares Vasquez,,,Ramón Cáceres,,,,Ramón Cáceres,,,,Рамон Касерес,,,,,n85336915,,,,,,,,,,,,,,라몬 카세레스,,,Ramón Cáceres,,,,,,,,,,Ramón Cáceres,,라몬 카세레스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,
Q887608,Wenceslao Figuereo,Juan Wanceslao Figuereo,Juan Wanceslao Figuereo,Wenceslao Figuereo,,Juan Wanceslao Figuereo,Juan Wanceslao Figuereo,Wenceslao Figuereo,Wenceslao Figuereo,male,1834,1910,Juan,Wenceslao Figuereo,Wenceslao Figuereo,,,,ベンセスラオ・フィゲロア,,,/m/0b774xv,Wenceslao Figuereo,Wenceslao Figuereo,Wenceslao Figuereo,Wenceslao Figuereo,,,Juan Wanceslao Figuereo,,,,,,,,,,,,,,,Венцеслао Фігейрео,,,,,,,,,,,,,,Венцеслао Фігейрео,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,
Q887625,José Desiderio Valverde,José Desiderio Valverde,José Desiderio Valverde,José Desiderio Valverde,,José Desiderio Valverde,José Desiderio Valverde,José Desiderio Valverde,José Desiderio Valverde,male,1822,1903-12-22,José,José Desiderio Valverde,José Desiderio Valverde,https://upload.wikimedia.org/wikipedia/commons/e/ee/Jose_desiderio_valverde.gif,,,ホセ・デシデリオ・バルベルデ,José Desiderio Valverde,,/m/0b76mbf,José Desiderio Valverde,José Desiderio Valverde,José Desiderio Valverde,José Desiderio Valverde,خوسيه ديسيديريو فالفيردي,خوسيه ديسيديريو فالفيردي,José Desiderio Valverde,,,,,,,,,,,,,,,Хосе Десідеріо Вальверде,,,,,,,,,,,,,,Хосе Десідеріо Вальверде,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,
Q887654,Carlos Morales Languasco,Carlos Felipe Morales,Carlos Felipe Morales,Carlos Felipe Morales,,Carlos Felipe Morales,Carlos Felipe Morales,Carlos Felipe Morales,Carlos Morales Languasco,male,1868-08-23,1914-03-01,Carlos,Carlos Morales Languasco,Carlos Morales Languasco,https://upload.wikimedia.org/wikipedia/commons/c/ce/Presidente_Carlos_Felipe_Morales_Languasco.jpg,,Carlos Felipe Morales,カルロス・フェリペ・モラレス,,Carlos Felipe Morales,/m/0b73v4t,Carlos Morales Languasco,Carlos Morales Languasco,Carlos Morales Languasco,Carlos Morales Languasco,كارلوس فيليبي موراليس,كارلوس فيليبي موراليس,Carlos Felipe Morales,,,,,,Carlos Felipe Morales,"Моралес, Карлос Фелипе",,,,,,,,Карлос Феліпе Моралес,,,,,,,,,,Carlos Felipe Morales,,"Моралес, Карлос Фелипе",,Карлос Феліпе Моралес,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,
Q887683,Manuel de Regla Mota,Manuel de Regla Mota,Manuel de Regla Motta,Manuel de Regla Mota,,Manuel de Regla Mota,Manuel de Regla Mota,Manuel de Regla Mota,Manuel de Regla Mota,male,1795-11-21,1864-05-01,Manuel,Manuel de Regla Mota,Manuel de Regla Mota,https://upload.wikimedia.org/wikipedia/commons/3/30/Manueldereglamosa.gif,,,マヌエル・デ・レグラモタ,Manuel de Regla Mota,,/m/0b73_82,,,,,مانويل دي ريجال موتا,مانويل دي ريجال موتا,Manuel de Regla Motta,,,,,,,,,,,,,,,Мануель де Релья Мота,,,,,,,,,,,,,,Мануель де Релья Мота,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,
Q887708,Alejandro Woss y Gil,Alejandro Woss y Gil,Alejandro Woss y Gil,Alejandro Woss y Gil,,Alejandro Woss y Gil,Alejandro Woss y Gil,Alejandro Woss y Gil,Alejandro Woss y Gil,male,1856-05-05,1932-01-01,Alejandro,Alejandro Woss y Gil,,https://upload.wikimedia.org/wikipedia/commons/4/4f/Woss_y_gil.jpg,28304744,Alejandro Woss y Gil,アレハンドロ・ウェス・イ・ギル,,Alejandro Woss y Gil,/m/0b76qy_,,,,,,,Alejandro Woss y Gil,,451451,,,,Alejandro Woss y Gil,,,,,,,,,Алехандро Восс-і-Гіль,,,,,,,,,,Alejandro Woss y Gil,,,,Алехандро Восс-і-Гіль,,,,,n00041209,,,,,,,,,,,,,,,Alejandro Woss y Gil,,Alejandro Woss y Gil,,,,,,,Alejandro Woss y Gil,,,Alejandro Woss y Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,,
Q887824,Juan Isidro Jimenes,Juan Isidro Jimenes Pereyra,Juan Isidro Jiménez,Juan Isidro Jimenes,,Juan Isidro Jimenes Pereyra,Juan Isidro Jimenes Pereyra,Juan Isidro Jimenes Pereyra,Juan Isidro Jimenes,male,1846-11-15,1919-05-09,Juan,Juan Isidro Jimenes,Juan Isidro Jimenes,https://upload.wikimedia.org/wikipedia/commons/6/6a/Juan_Isidro_Jimenes.jpg,,Juan Isidro Jimenes Pereyra,フアン・イシドロ・ヒメネス・ペレイラ,,Juan Isidro Jimenes Pereyra,/m/03bdrv,Juan Isidro Jimenes,Juan Isidro Jimenes,Juan Isidro Jimenes,Juan Isidro Jimenes,خوان ايسيدرو جيمنس بيريرا,خوان ايسيدرو جيمنس بيريرا,Juan Isidro Jiménez,,,,,,Juan Isidro Jimenes,Хуан Исидро Хименес Перейра,,,,,,,,Хуан Ісідро Хіменес,,,,,,,,,,Juan Isidro Jimenes,,"Хименес, Хуан Исидро",,Хуан Ісідро Хіменес,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,
Q887829,Cesáreo Guillermo,Cesareo Guillermo,Cesáreo Guillermo,Cesareo Guillermo,,Cesáreo Guillermo,Cesareo Guillermo,Cesareo Guillermo,Cesáreo Guillermo,male,1847-03-08,1885-11-08,,Cesáreo Guillermo,Cesáreo Guillermo,https://upload.wikimedia.org/wikipedia/commons/a/a5/Cesareo_Guillermo_B.jpg,,Cesáreo Guillermo,セサレオ・ギジェルモ,Cesáreo Guillermo,Cesáreo Guillermo,/m/04n47x8,Cesáreo Guillermo,Cesáreo Guillermo,Cesáreo Guillermo,Cesáreo Guillermo,سيساريو غييرمو,سيساريو غييرمو,Cesáreo Guillermo,,,,,,,,,,,,,,,Сесаріо Гієрмо,,,,,,,,,,,,,,Сесаріо Гієрмо,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,
Q887835,Eladio Victoria,Eladio Victoria,Eladio Victoria,Eladio Victoria,,Eladio Victoria,Eladio Victoria,Eladio Victoria,Eladio Victoria,male,1864-07-30,1939-07-27,,Eladio Victoria,Eladio Victoria,https://upload.wikimedia.org/wikipedia/commons/9/9b/Eladio_Victoria.jpg,,Eladio Victoria,エルディオ・ビクトリア,,Eladio Victoria,/m/0b778wj,Eladio Victoria,Eladio Victoria,Eladio Victoria,Eladio Victoria,إلاديو فيكتوريا,إلاديو فيكتوريا,Eladio Victoria,,,,,,,,,,,,,,,Еладіо Вікторія,,,,,,,,,,,,,,Еладіо Вікторія,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,
