id,name__uk,name,wikipedia__uk,gender,birth_date,original_wikiname,wikipedia__ukwikiquote,name__sk,name__pl,name__ru,name__en,name__hu,name__es,name__nl,name__fr,name__de,name__be,wikipedia__be,wikipedia__commons,wikipedia__en,wikipedia__hu,wikipedia__pl,wikipedia__ru,wikipedia__sk,image,identifier__freebase,given_name,name__ja,name__ca,name__lv,name__it,name__cs,wikipedia__ca,wikipedia__cs,wikipedia__de,wikipedia__fr,wikipedia__it,wikipedia__ja,wikipedia__lv,name__eo,name__fi,name__be_tarask,name__et,name__lt,name__nb,name__ar,wikipedia__ar,wikipedia__be_x_old,wikipedia__eo,wikipedia__et,wikipedia__fi,wikipedia__lt,wikipedia__nl,wikipedia__no,wikipedia__ruwikiquote,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__SUDOC,identifier__FAST,website,name__hy,name__vi,name__oc,name__sv,wikipedia__oc,wikipedia__sv,wikipedia__vi,twitter,name__nov,name__pih,name__sco,name__hr,name__ro,name__az,name__sh,wikipedia__az,wikipedia__es,wikipedia__hr,wikipedia__ro,wikipedia__ruwikinews,wikipedia__sh,identifier__IMDB,name__zh,wikipedia__zh,identifier__MusicBrainz,name__da,name__id,wikipedia__da,wikipedia__id,death_date,wikipedia__sco,facebook,name__he,wikipedia__he,name__el,identifier__BNF,identifier__NTA,identifier__ISNI,name__tr,name__crh_latn,name__de_ch,name__en_ca,name__en_gb,name__tt,wikipedia__crh,wikipedia__tr,wikipedia__trwikiquote,wikipedia__tt,wikipedia__plwikiquote,wikipedia__el,name__nn,family_name,name__ie,wikipedia__ie,name__fa,wikipedia__fa,name__cy,wikipedia__hy,wikipedia__hywikiquote,wikipedia__itwikiquote,name__gl,wikipedia__gl,name__ky,name__sr,name__bg,name__kk,name__lb,name__ko,name__pt,name__pt_br,wikipedia__bg,wikipedia__cy,wikipedia__kk,wikipedia__ko,wikipedia__ky,wikipedia__lb,wikipedia__nn,wikipedia__pt,wikipedia__sr,name__sgs,name__bn,wikipedia__bat_smg,wikipedia__bn,wikipedia__cswikiquote,wikipedia__ukwikinews,identifier__Munzinger,name__jv,name__eu,name__bs,name__vo,name__ta,name__ms,name__ckb,name__mk,name__io,name__vec,name__yo,name__scn,name__mn,name__fy,name__th,name__la,name__mr,name__ka,name__hi,name__sah,name__fo,name__ml,name__ne,name__af,wikipedia__af,wikipedia__bgwikiquote,wikipedia__bs,wikipedia__ckb,wikipedia__enwikinews,wikipedia__eu,wikipedia__fo,wikipedia__frwikinews,wikipedia__fy,wikipedia__hi,wikipedia__io,wikipedia__jv,wikipedia__ka,wikipedia__la,wikipedia__mk,wikipedia__ml,wikipedia__mn,wikipedia__mr,wikipedia__ms,wikipedia__sah,wikipedia__scn,wikipedia__simple,wikipedia__svwikiquote,wikipedia__ta,wikipedia__th,wikipedia__vec,wikipedia__vo,wikipedia__yo,identifier__NKC,name__is,name__mg,wikipedia__is,wikipedia__mg,name__uz,name__zh_hans,name__zh_hant,name__zh_hk,wikipedia__uz,identifier__NUKAT,last_seen,name__lad,wikipedia__xmf,name__xmf,name__zh_cn,name__crh,identifier__PACE,identifier__Britannica,instagram,occupation,identifier__livejournal,identifier__vkontakte,wikipedia__ukwikisource,identifier__flickr,wikipedia__dewikinews,wikipedia__elwikinews,wikipedia__eswikinews,wikipedia__srwikinews,identifier__quora,wikipedia__trwikinews,identifier__verkhovna_rada,name__an,name__ast,name__ext,identifier__youtube,identifier__google_plus,identifier__google_knowledge,wikipedia__fawikiquote,identifier__NNDB,wikipedia__bewikiquote
Q12095802,Герега Олександр Володимирович,Герега Олександр Володимирович,Герега Олександр Володимирович,male,1967-06-27,Герега Олександр Володимирович,,,Ołeksandr Hereha,,,,,,,,,,,,,Ołeksandr Hereha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,
Q12096553,Головко Михайло Йосифович,Головко Михайло Йосифович,Головко Михайло Йосифович,male,1983-05-03,Головко Михайло Йосифович,,,,,,,,,,,,,Category:Mykhailo Holovko,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/45/Mykhailo_Holovko2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,
Q12096686,Голубов Дмитро Іванович,Голубов Дмитро Іванович,Голубов Дмитро Іванович,male,1983-10-16,Голубов Дмитро Іванович,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/ac/35х45.jpg,,,ドミトリー・ゴルボフ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,18074,,,,,,,,,
Q12097787,Гринів Ігор Олексійович,Гринів Ігор Олексійович,Гринів Ігор Олексійович,male,1961-03-10,Гринів Ігор Олексійович,,,Ihor Hryniw,,,,,,,,,,,,,Ihor Hryniw,,,,,Ihor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,5414,,,,,,,,,
Q12100080,Денисенко Анатолій Петрович,Денисенко Анатолій Петрович,Денисенко Анатолій Петрович,male,1971-03-10,Денисенко Анатолій Петрович,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/6d/Anatoliy_Denisenko.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,
Q12100239,Дерев'янко Юрій Богданович,Дерев'янко Юрій Богданович,Дерев'янко Юрій Богданович,male,1973-05-07,Дерев'янко Юрій Богданович,,,,,,,,,,,,,Category:Yuriy Derevyanko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,
Q12101170,Дирів Анатолій Борисович,Дирів Анатолій Борисович,Дирів Анатолій Борисович,male,1970-02-01,Дирів Анатолій Борисович,Дирів Анатолій Борисович,,,,,,,,,,,,Category:Anatoliy Dyriv,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/ae/Anatoliy_Dyriv.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Автор:Анатолій Дирів,,,,,,,,,,,,,,,,,
Q12101453,Добкін Дмитро Маркович,Добкін Дмитро Маркович,Добкін Дмитро Маркович,male,1975-01-08,Добкін Дмитро Маркович,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,
Q12101639,Довгий Олесь Станіславович,Довгий Олесь Станіславович,Довгий Олесь Станіславович,male,1980-11-01,Довгий Олесь Станіславович,,,,"Довгий, Олесь Станиславович",Dovgiy_Oles,,,,,,,,,Oles Dovgiy,,,"Довгий, Олесь Станиславович",,https://upload.wikimedia.org/wikipedia/commons/f/fd/Довгий_Олесь_Станіславович_VADIM_CHUPRINA_©.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://oles.ua/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,
Q12101989,Донець Тетяна Анатоліївна,Донець Тетяна Анатоліївна,Донець Тетяна Анатоліївна,female,1980-07-11,Донець Тетяна Анатоліївна,,,,"Донец, Татьяна Анатольевна",,,,Tetjana Donez,Tetjana Donez,Tetjana Donez,,,,,,,"Донец, Татьяна Анатольевна",,https://upload.wikimedia.org/wikipedia/commons/3/36/Tdonets.jpg,,,,,,,,,,Tetjana Donez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,3849,,,,,,,,,
Q12102633,Дубневич Ярослав Васильович,Дубневич Ярослав Васильович,Дубневич Ярослав Васильович,male,1969-08-07,Дубневич Ярослав Васильович,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,15790,,,,,,,,,
Q12102897,Дунаєв Сергій Володимирович,Дунаєв Сергій Володимирович,Дунаєв Сергій Володимирович,male,1973-08-19,Дунаєв Сергій Володимирович,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/64/ДУНАЄВ_СЕРГІЙ_ВОЛОДИМИРОВИЧ_VADIM_CHUPRINA_©.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,
Q12105258,Загорій Володимир Антонович,Загорій Володимир Антонович,Загорій Гліб Володимирович,male,1976-08-21,Загорій Гліб Володимирович,,,,Глеб Загорий,Hlib Zagoriy,,,,,Hlib Sahorij,,,,Hlib Zagoriy,,,"Загорий, Глеб Владимирович",,https://upload.wikimedia.org/wikipedia/commons/9/91/Гліб_Володимирович_Загорій.jpg,,,,,,,,,,Hlib Sahorij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,17991,,,,,,,,,
Q12107163,Зубик Володимир Володимирович,Зубик Володимир Володимирович,Зубик Володимир Володимирович,male,1958-02-28,Зубик Володимир Володимирович,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,
Q12108394,Каплін Сергій Миколайович,Каплін Сергій Миколайович,Каплін Сергій Миколайович,male,1979-12-15,Каплін Сергій Миколайович,,,,"Каплин, Сергей Николаевич",,,,,,,,,Category:Sergiy Kaplin,,,,"Каплин, Сергей Николаевич",,https://upload.wikimedia.org/wikipedia/commons/3/32/Каплін_Сергій_Миколайович.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,15801,,,,,,,,,
Q12108844,Карпунцов Валерій Віталійович,Карпунцов Валерій Віталійович,Карпунцов Валерій Віталійович,male,1978-06-15,Карпунцов Валерій Віталійович,,,,"Карпунцов, Валерий Витальевич",Valeriy Karpuntsov,,,,Valeriy Karpuntsov,,,,Category:Valeriy Karpuntsov,,,,"Карпунцов, Валерий Витальевич",,https://upload.wikimedia.org/wikipedia/commons/3/38/Valery_Karpuncov.jpg,,Valeriy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,5142,,,,,,,,,
Q12109175,Кацуба Володимир Михайлович,Кацуба Володимир Михайлович,Кацуба Володимир Михайлович,male,1957-07-14,Кацуба Володимир Михайлович,,,,"Кацуба, Владимир Михайлович",,,,,,,,,,,,,"Кацуба, Владимир Михайлович",,,,Vladimir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://katsuba.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,
Q12109356,Квіт Сергій Миронович,Квіт Сергій Миронович,Квіт Сергій Миронович,male,1965-11-26,Квіт Сергій Миронович,,,Serhij Kwit,"Квит, Сергей Миронович",Serhiy Kvit,,,Serhiy Kvit,Serhiy Kvit,Serhiy Kvit,Сяргей Міронавіч Квіт,Сяргей Міронавіч Квіт,,Serhiy Kvit,,Serhij Kwit,"Квит, Сергей Миронович",,https://upload.wikimedia.org/wikipedia/commons/8/89/Квіт_Сергій_Миронович.jpg,,Serhiy,シェルヒー・クビット,,,,,,,Serhij Kwit,,,,,,,,,,,,,,,,,,,,,65843518,134246691,n2003034408,,,,,,,Serhiy Kvit,,Serhij Kvit,,,,,,,,,,,,,,,,,塞爾吉·科維特,塞爾吉·科維特,,,,,,,,serhiy.kvit.3,,,,,,0000 0000 7880 9230,,,,,,,,,,,,,,,,,,,,,,,Serhii Kvit,Serhii Kvit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,
Q12111004,Ковальчук Віталій Анатолійович,Ковальчук Віталій Анатолійович,Ковальчук Віталій Анатолійович,male,1969-05-23,Ковальчук Віталій Анатолійович,,,Witalij Kowalczuk,"Ковальчук, Виталий Анатольевич",Vitaly Kovalchuk,,,Vitaly Kovalchuk,Vitaly Kovalchuk,,,,Category:Vitaliy Kovalchuk,,,Witalij Kowalczuk,"Ковальчук, Виталий Анатольевич",,https://upload.wikimedia.org/wikipedia/commons/0/0b/Vitaliy_Kovalchuk.jpg,,Witalij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,
Q12111351,Козаченко Леонід Петрович,Козаченко Леонід Петрович,Козаченко Леонід Петрович,male,1955-05-14,Козаченко Леонід Петрович,,,Łeonid Kozaczenko,"Козаченко, Леонид Петрович",,,,,,,,,,,,Łeonid Kozaczenko,"Козаченко, Леонид Петрович",,https://upload.wikimedia.org/wikipedia/commons/2/2b/Leonid_Kozachenko.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,7175,,,,,,,,,
Q12111858,Колєсніков Дмитро Валерійович,Колєсніков Дмитро Валерійович,Колєсніков Дмитро Валерійович,male,1972-03-27,Колєсніков Дмитро Валерійович,,,Dmytro Kolesnikow,"Колесников, Дмитрий Валерьевич",,,,,,,,,,,,Dmytro Kolesnikow,,,,,Dmytro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,
Q12112307,Кондратюк Олена Костянтинівна,Кондратюк Олена Костянтинівна,Кондратюк Олена Костянтинівна,female,1970-11-17,Кондратюк Олена Костянтинівна,,,,"Кондратюк, Елена Константиновна",,,,,,,,,,,,,"Кондратюк, Елена Константиновна",,https://upload.wikimedia.org/wikipedia/commons/d/d3/Фото_ОК.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,
Q12112980,Корнацький Аркадій Олексійович,Корнацький Аркадій Олексійович,Корнацький Аркадій Олексійович,male,1953-07-07,Корнацький Аркадій Олексійович,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/1f/Arkadiy_Kornadskiy.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,18097,,,,,,,,,
Q12113129,Король Віктор Миколайович,Король Віктор Миколайович,Король Віктор Миколайович,male,1948-03-03,Король Віктор Миколайович,,,Wiktor Korol,,,,,,,,,,,,,Wiktor Korol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,2314,,,,,,,,,
Q12114715,Кривохатько Вадим Вікторович,Кривохатько Вадим Вікторович,Кривохатько Вадим Вікторович,male,1962-01-07,Кривохатько Вадим Вікторович,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,18107,,,,,,,,,
Q12115068,Крулько Іван Іванович,Крулько Іван Іванович,Крулько Іван Іванович,male,1981-07-20,Крулько Іван Іванович,,,,,,,,,,,,,Category:Ivan Krulko,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/7e/Ivan_Krulko_at_RPR_Forum.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,
Q12116148,Кутовий Тарас Вікторович,Кутовий Тарас Вікторович,Кутовий Тарас Вікторович,male,1968-08-27,Кутовий Тарас Вікторович,,,Taras Kutowy,"Кутовой, Тарас Викторович",Taras Kutovyi,,,Taras Kutovyi,,Taras Kutowyj,,,Category:Taras Kutovyi,Taras Kutovy,,Taras Kutowy,"Кутовой, Тарас Викторович",,https://upload.wikimedia.org/wikipedia/commons/6/6d/Taras_Kutovyi.jpg,,,,,,,,,,Taras Kutowyj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KutovyiTaras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,
Q12116646,Кірш Олександр Вікторович,Кірш Олександр Вікторович,Кірш Олександр Вікторович,male,1961-09-24,Кірш Олександр Вікторович,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Автор:Олександр Кірш,,,,,,,,,,,,,,,,,
Q12117089,Ланьо Михайло Іванович,Ланьо Михайло Іванович,Ланьо Михайло Іванович,male,1964-11-17,Ланьо Михайло Іванович,,,,"Ланьо, Михаил Иванович",,,,,,,,,,,,,"Ланьо, Михаил Иванович",,https://upload.wikimedia.org/wikipedia/commons/4/40/Михайло_Ланьо._З_особистого_архіву.jpg,,Mykhailo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,
Q12117141,Ларін Сергій Миколайович,Ларін Сергій Миколайович,Ларін Сергій Миколайович,male,1962-01-11,Ларін Сергій Миколайович,,,Serhij Łarin,"Ларин, Сергей Николаевич",,,,Serhij Łarin,,,,,,,,Serhij Łarin,"Ларин, Сергей Николаевич",,https://upload.wikimedia.org/wikipedia/commons/0/08/Serhiy_Larin.jpg,,Sergei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,
Q12118440,Лопушанський Андрій Ярославович,Лопушанський Андрій Ярославович,Лопушанський Андрій Ярославович,male,1962-12-04,Лопушанський Андрій Ярославович,,,Andrij Łopuszanski,,,,,,,,,,,,,Andrij Łopuszanski,,,https://upload.wikimedia.org/wikipedia/commons/0/03/Лопушанський_Андрій_Ярославович.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,8815,,,,,,,,,
Q12118869,Лунченко Валерій Валерійович,Лунченко Валерій Валерійович,Лунченко Валерій Валерійович,male,1982-10-13,Лунченко Валерій Валерійович,,,,"Лунченко, Валерий Валерьевич",Valeriy Lunchenko,,,Valerii Lunchenko,,,,,,Valerii Lunchenko,,,"Лунченко, Валерий Валерьевич",,https://upload.wikimedia.org/wikipedia/commons/8/81/Лунченко_Валерій_Валерійович_3_CHUPRINA_VADIM.А.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valeriy.lunchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Автор:Валерій Лунченко,,,,,,,,,,,,,,,,,
